row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,mode_1_G_0_0,mode_1_G_0_1,mode_1_G_0_2,mode_1_G_1_1,mode_1_G_1_2,mode_1_G_2_2,residual_rmse_lag_0,residual_rmse_lag_1,residual_rmse_lag_2,normalized_error,held_out_in_this_feature_fit
0,5,159,1,2,short,0.41550538581732144,-0.013184934108059848,-0.36465827849685273,0.3439451954820665,-0.05918936620603618,0.3346090897439351,0.8514225863531657,0.8830522574092755,0.9103927507718502,0.8102728186932867,False
1,17,195,1,4,short,0.30328099530863045,-0.09436295249317773,-0.2268556058260998,0.2914772529212187,-0.13403236076727734,0.3294185118954368,0.8074449926197241,0.8115460133423253,0.8302067432397011,0.8122902055742552,False
2,3,236,1,3,short,0.43660980776167635,-0.12845365496940583,-0.3862440018338741,0.44568243751604764,-0.08776019435834592,0.44112741453271287,0.728034902508687,0.7244242458183322,0.718757503344073,0.7037755756798386,False
3,13,82,1,3,short,0.06457625108322264,0.0002341743364257026,-0.08703582275433232,0.14127576728799612,0.003994603115848384,0.1174383192296923,1.0022235785288924,1.0021803184514606,0.9760012017095884,0.9482941966060345,False
4,11,445,1,1,short,0.07704124286080363,-0.0003086342683692525,-0.06220988750696875,0.0802842930777937,-0.02966855322877603,0.06138271037255733,0.7870284102737296,0.7778423659378498,0.8342037930867239,0.9463269231509405,False
5,0,601,1,0,short,0.16313884074485854,-0.02513992581009248,-0.1519120179466865,0.20628582542171253,-0.050676936613726825,0.16857506543859588,0.8260537221771569,0.8043865468527577,0.7882966889954586,0.8791159348981793,True
6,12,566,1,1,short,0.3746902732479449,-0.05635686163230251,-0.3256344919566327,0.3266080880976194,-0.03712328604443865,0.3063045371106178,1.0813191199752838,1.1395486818687333,1.1585072766032376,0.8833586227161004,False
7,16,205,1,0,short,0.17715661090093213,-0.04165735744268852,-0.15185312562414988,0.17844869573710445,-0.046580306271646395,0.17031280856586176,0.7311177384881079,0.7315180001252939,0.7311313668653479,0.8592698776962014,True
8,24,262,1,2,short,0.5656416686905548,-0.128050947854357,-0.46203707089101703,0.5059020205084106,-0.15317192889174858,0.5167312826718277,0.7193434082698426,0.6904820491986947,0.6938456012505027,0.6496391605636335,False
9,25,188,1,1,short,0.3800810048526969,-0.1177869278920883,-0.2433496970898693,0.37404189580854935,-0.1441463025684795,0.2986243153036379,0.8248877384857484,0.8501989642161879,0.8997221201654486,0.8077772454701772,False
10,10,40,1,1,short,1.0246907987844214,-0.152164727775008,-0.9918629314217952,1.1591292115929068,-0.10015617425835482,1.013960725282171,0.7327772130879849,0.6802064406241837,0.6929154405864507,0.48023783244952706,False
11,1,571,1,1,short,0.3315969647986095,-0.10862718558897341,-0.28814378977480465,0.356873391237129,-0.10071891666072741,0.3688716315913718,0.7482790393982564,0.7487171517648976,0.7500489737176659,0.7612275803698042,False
12,9,389,1,0,short,0.2790941514044274,-0.0033554528080317197,-0.24701387466456307,0.28638537596880276,0.007949406625807905,0.2187076401017241,0.7878726427183965,0.8264461704337943,0.8957829205275399,0.8431172136243164,True
13,23,569,1,1,short,0.2553957527841668,-0.04984705432052171,-0.18356991868061207,0.21629546934127353,-0.06976636907088167,0.18592290889248633,0.9453627833730728,0.932814827755119,0.8907404560401495,0.88605636456736,False
14,18,265,1,3,short,0.6116304557049901,-0.15041027318912042,-0.47132573675618006,0.5972280195646528,-0.15678553168860154,0.49593723203076295,0.7919558510202462,0.7972339244631469,0.7768469660458216,0.6865219925433218,False
15,30,517,1,2,short,0.241167692565908,-0.053007570287616324,-0.24332611743535518,0.3058078770139808,-0.060784312635515134,0.28989098604413654,0.809416135846658,0.8049494086382609,0.8038837313101217,0.823249023345654,False
16,15,56,1,0,short,0.8118355654785826,-0.25662757555831534,-0.6320379835882887,0.7720505020372876,-0.15931115427388934,0.6787006667517484,0.8913240727017732,0.9052669410072715,0.8663041561279338,0.676352513453208,True
17,6,16,1,4,short,0.38445104064157143,-0.10369298014092315,-0.2263779742372118,0.29296098733785914,-0.1158779373431516,0.2514392058100877,1.0189279351289517,1.0127087634195298,1.0035057752964567,0.8688342467427133,False
18,26,124,1,4,short,0.23658360680844848,-0.03783427275434536,-0.17653831648091572,0.20112776019220724,-0.04367283658412887,0.1582363994244607,0.716174956388115,0.7220423076490958,0.706390535053406,0.8377373718609592,False
19,31,437,1,4,short,0.556674738358051,-0.13615973838310227,-0.5357440009256768,0.62907979543228,-0.1609215641285731,0.6586769927564942,0.7141891150820623,0.7087725308307276,0.710225565103913,0.6220464640208423,False
20,22,276,1,4,short,0.27033542787091125,0.03176563636099783,-0.2205344590519846,0.27774621051078796,-0.0019322012415305678,0.1820066462240542,0.8559302918892909,0.8681997332553711,0.8657031468273709,0.8597832630789303,False
21,28,263,1,2,short,0.459751879178791,-0.028724796238971492,-0.2992317722568658,0.38559965983067024,-0.06544363862957109,0.2132018396647915,1.248658945830222,1.2595902036368642,1.2135134815916206,0.8974173412192434,False
22,7,382,1,0,short,0.47324631239430837,-0.09652968319131842,-0.5035929184787817,0.6157232952177619,-0.09690743673163606,0.6027456950039748,0.7629710051010757,0.7304708266817329,0.7302064910367194,0.6607332805384996,True
23,29,526,1,2,short,0.41114202994440513,-0.10928363775657375,-0.3671486102479599,0.420699088634624,-0.11936608921145386,0.4480459837515446,0.8101029579125344,0.8119352955130307,0.8119147891591417,0.7552919680096088,False
24,33,690,1,1,short,0.1491386486703608,-0.010578778223090057,-0.09690877189496541,0.15978557222388906,-0.020956214347062872,0.06784044697811575,0.9264630264623661,0.9312803947746114,0.98738031625439,0.9347505013977733,False
25,21,156,1,0,short,0.4992626406923276,-0.08359419077837124,-0.29896841170277105,0.35114976840258916,-0.16251277468347958,0.3130512408711484,1.2306545067318073,1.1239815540059075,0.9328829189367396,0.8625657239246365,True
26,19,689,1,3,short,0.447428494969096,-0.13206318857570407,-0.3856585776847031,0.47724902752791276,-0.1537524295213913,0.49578846296448786,0.8232574661194806,0.8257663094046248,0.828709134799504,0.7423390559200583,False
27,2,684,1,0,short,0.9448021981401439,-0.16339294051854297,-0.8927119749918461,0.972719514007857,-0.2099556263000607,0.9840431721979739,0.9462589053013712,0.9037284642246096,0.9215282240668419,0.6390444915635438,True
28,32,80,1,2,short,0.1531876997476172,-0.03107414946300234,-0.1399245589891263,0.2209666083739196,0.0011556475827518425,0.13126338660475198,1.2166261444971387,1.2100092286803474,1.143952224476978,0.9439634398417279,False
29,8,349,1,4,short,0.3060106341511229,-0.1174246485161346,-0.20388835495990626,0.3039378769949836,-0.0978571274197477,0.2556296462008174,0.9464577243783853,0.9454560938803489,0.9291212770091646,0.8598811367327444,False
30,20,673,1,2,short,0.5535497316884533,-0.028654349571870852,-0.5563890594529961,0.6590278963658387,-0.06456254557481178,0.5724995612347257,0.9779995286881855,0.9531858304354843,0.9432078443671719,0.755983682529912,False
31,27,366,1,3,short,0.4467389090044828,-0.11901757542884667,-0.3917432715032583,0.4813852691281568,-0.08101050843671417,0.4199380642968372,0.7603518446331661,0.748437634638969,0.7359196085458427,0.7133338474421383,False
32,14,152,1,3,short,0.3702904142611384,-0.04305618069708424,-0.2786147087209244,0.2949696719139059,-0.07017583109838768,0.24592002024769344,0.8180539494803094,0.8168218655309426,0.8261404762636192,0.8161084159484681,False
33,37,96,2,0,short,0.2343980289511004,-0.05952934134515521,-0.20293082480121843,0.2490365931644702,-0.037000529624663686,0.2091998094334167,0.7993450815751583,0.7945684665190417,0.8158102010069644,0.8481404001558785,True
34,67,91,2,3,short,0.5592397573344546,-0.08229630445341851,-0.44037046823293197,0.5830002256986929,-0.1447826602539729,0.4237113655908517,0.9499119261326258,0.923975111226753,0.9123714974772024,0.7677860141108204,False
35,34,479,2,0,short,0.5321195568123122,-0.18743269732407014,-0.4140299325544757,0.5156065005202705,-0.13506356643685247,0.4976535422602779,0.8709057684150165,0.8862359805972728,0.8818481816681994,0.7499975257116658,True
36,58,580,2,4,short,0.7830300342659994,-0.2545545616279998,-0.6242640189488015,0.7868637651285911,-0.23996208504417244,0.7762867020715418,0.6623392747804783,0.6599271090656826,0.6480675866558621,0.5245055293830164,False
37,52,412,2,1,short,0.4654381709902158,-0.1290885171033567,-0.46710392577730037,0.5590254389177115,-0.08913419864937891,0.5601764541502272,0.9031675760032776,0.8739780112471095,0.855311932330058,0.7448889079819768,False
38,56,531,2,4,short,0.7526331214227211,-0.16967431950135672,-0.5961280878648348,0.6394305143111504,-0.16084232514232613,0.6171541981499987,0.8247924331265875,0.8215418497962472,0.8293440000973258,0.6705867466158294,False
39,41,579,2,4,short,0.3790665576923673,-0.014221366496809992,-0.34781134350915394,0.3306941164497102,-0.06730444455910853,0.33868927620677086,0.8638775186610134,0.9384677461505152,0.9360987141667186,0.8269593756639226,False
40,53,530,2,1,short,0.178939375682394,-0.10625258828339709,-0.1612685201122081,0.21456193442415014,-0.052719168328712165,0.2908896058137966,0.8216853827546301,0.8753611979603766,0.8810139516159988,0.8663343412168368,False
41,63,254,2,4,short,0.5685638228106612,-0.06631999500932725,-0.4932532983875363,0.602715718481586,-0.10257874148766868,0.4710063032339703,0.9236222105644586,0.9136934202218229,0.9051692732121048,0.7534383932767046,False
