recording,monkey,session,day,lfp,raw_trials,valid_trials,go_sample_zero_based,old_converted_go_sample,start_sample,end_sample_exclusive,source_pair_index,source_sha256,status,fit_seconds,minimum_short,minimum_long,main_included,matched_included,fit_error,short_successful_fit_fraction,short_trials,matched_short_successful_fit_fraction,matched_short_trials,matched_long_successful_fit_fraction,matched_long_trials
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,2008-10-03,1,238,238,5000,4500,4500,5000,540,7978344c0bc75649dead3163bb08837d5b182f26d4448f09075dd963604878f5,eligible,73.74653833004413,18,20,True,True,0.206878373429352,0.998148148148148,108.0,0.998148148148148,108.0,1.0,108.0
monkeyM_session-o081003003-14_lfp-2,M,o081003003-14,2008-10-03,2,238,238,5000,4500,4500,5000,539,f9b4b2199a16abd625fea1c2ef48bbbdd372a6fcfc54c82567ebe20e4760c2f2,eligible,84.64571605203673,18,20,True,True,0.1939927015816804,1.0,108.0,1.0,108.0,0.9962962962962963,108.0
monkeyM_session-o081003015-26_lfp-1,M,o081003015-26,2008-10-03,1,236,236,5000,4500,4500,5000,554,8a615d629f3c2868b32906d7621ecb9fd39f327afc075372e139dc4f0777824c,eligible,145.45233757403912,19,18,True,True,0.1849848428788588,0.9964912280701754,114.0,0.9888888888888888,108.0,1.0,108.0
monkeyM_session-o081003015-26_lfp-2,M,o081003015-26,2008-10-03,2,236,236,5000,4500,4500,5000,552,620521ca8a9a3fe9ceea7fedf4b0779c62b55e402f53c5f9ba1cd8accb92cff3,eligible,131.84728788601933,19,18,True,True,0.187129784963842,1.0,114.0,0.9944444444444444,108.0,0.9944444444444444,108.0
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,2008-10-08,1,224,224,5000,4500,4500,5000,567,4cdafd03c333eae9b84d3da3128517aa2b5605411073a8774e3d615504436130,eligible,113.64299450797262,17,17,True,True,0.16741718557924,0.992156862745098,102.0,0.992156862745098,102.0,0.996078431372549,102.0
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2008-10-08,2,224,224,5000,4500,4500,5000,565,fd08c434b2fb3736d6051512cc2d6a110f5cbfc5fc33678fbc2eccb2af58c3c5,eligible,95.35625014198013,17,17,True,True,0.1934781945305667,0.992156862745098,102.0,0.992156862745098,102.0,0.996078431372549,102.0
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,2008-10-28,4,203,203,5000,4500,4500,5000,577,9e472f49b62be2d8325448537c7354e0b52fec2c59092baa24a84ab460888cbb,eligible,37.008892004028894,15,12,True,False,0.1854687673394092,0.9933333333333332,90.0,,,,
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,2008-10-31,1,393,393,5000,4500,4500,5000,607,4bff112312f5739bf1236ba7035ff9ca6c9278250ab2e55f782eb21252ebcbbd,eligible,247.3097688120324,31,32,True,True,0.2653556442351418,0.99247311827957,186.0,0.99247311827957,186.0,0.9817204301075269,186.0
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,2008-10-31,3,393,393,5000,4500,4500,5000,606,0af2c93b75aff1a9258149b8600d7e45466432ddd8096abdba1e6fced77b1391,eligible,214.35056213801727,31,32,True,True,0.2162017907737612,0.9838709677419356,186.0,0.9838709677419356,186.0,0.9946236559139784,186.0
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,2008-11-07,1,249,249,5000,4500,4500,5000,616,a15e1e9fdbf6948d10575a847e110ea418e938cd4b161044660dfd059939583e,eligible,20.135878509026952,18,19,True,True,0.1466477740632595,1.0,108.0,1.0,108.0,1.0,108.0
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2008-11-07,2,249,249,5000,4500,4500,5000,615,87e34630350a94288f9dff14c548ed2a2d6f8e5aa6d5635f30c15fd2872e549b,eligible,158.17715275799856,18,19,True,True,0.1101078630113726,0.9925925925925926,108.0,0.9925925925925926,108.0,0.9685185185185186,108.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,2008-11-13,1,248,248,5000,4500,4500,5000,621,c59fe6e2f185e4928e425db9e5e1d56139efbc2212b104a2ecea3e1e72f7e0e4,eligible,157.25010756996926,20,20,True,True,0.2053473558096658,0.995,120.0,0.995,120.0,0.9966666666666668,120.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2008-11-13,2,248,248,5000,4500,4500,5000,618,4bb9a9a1d25e96bbf674bccc7ad306163e847fc2d6182379af0a520bd6f7b0ae,eligible,55.24982717796229,20,20,True,True,0.1951781741729381,1.0,120.0,1.0,120.0,0.995,120.0
monkeyM_session-o081127010-14_lfp-1,M,o081127010-14,2008-11-27,1,228,228,5000,4500,4500,5000,643,065eb7aa034e1974739aa7a24f4802cdaba43dd7d2bd599edf1da65b3b8a03ba,eligible,161.3695635389886,17,16,True,True,0.2263857871525975,0.9941176470588236,102.0,0.99375,96.0,0.9916666666666668,96.0
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2008-12-02,2,238,238,5000,4500,4500,5000,648,be95d5998de5cb8f1cdce3b1ce374f81c5925b1e6a7919964d3278265ac67f51,eligible,213.93732255295615,20,19,True,True,0.2269659345832078,0.995,120.0,0.9912280701754386,114.0,0.9929824561403509,114.0
monkeyM_session-o081202001-7_lfp-4,M,o081202001-7,2008-12-02,4,238,238,5000,4500,4500,5000,647,5466bd0e02df6849e685beaa90de32770aa24144e2bd9dc49c3e1b1642fd1182,eligible,253.80248543201012,20,19,True,True,0.2153764501170689,0.985,120.0,0.9929824561403509,114.0,0.9947368421052633,114.0
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,2007-01-30,1,253,253,4500,4500,4000,4500,1,958a573e89d47da5a78d6f07ace619bf0968be95d4ef33fd5ed16870859e4bbc,eligible,41.42229113302892,21,21,True,True,0.2112724056123124,1.0,126.0,1.0,126.0,0.992063492063492,126.0
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2007-01-30,2,253,253,4500,4500,4000,4500,0,62cd424772279ddbd5b5735b56ab972b1f1b45ad41a78de7bb6128f90419b33d,eligible,141.7000009030453,21,21,True,True,0.2244646082924289,0.9968253968253968,126.0,0.9968253968253968,126.0,0.9857142857142858,126.0
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,2007-02-01,1,187,187,4500,4500,4000,4500,4,55745fd1762ef74bae59352908cc7a6ce7b453590267323f4034016a34d89a2e,eligible,59.86305302003166,15,14,True,False,0.2147331927037475,0.9888888888888888,90.0,,,,
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,2007-02-02,1,258,258,4500,4500,4000,4500,9,13962b6efba3604aa4c21c997acfeec10a49d61fd9358601ee740dce4a60d961,eligible,217.04882899898803,21,20,True,True,0.2061870718191472,0.9873015873015872,126.0,0.9916666666666668,120.0,0.99,120.0
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,2007-02-06,1,316,316,4500,4500,4000,4500,14,85bcd1e455c31b436570dda35c35b4093619996516efecbfbb94f02396cf95e5,eligible,97.91419058898464,26,26,True,True,0.2103206417682186,0.9910256410256412,156.0,0.9910256410256412,156.0,0.9948717948717948,156.0
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,2007-02-07,1,329,329,4500,4500,4000,4500,18,d005e93695debd4b8bc373c8edb40164675c32dbe7d21cf0d84ec0e8f5feec7c,eligible,150.99673906702083,26,26,True,True,0.1913779129646034,0.9846153846153848,156.0,0.9846153846153848,156.0,0.9897435897435898,156.0
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2007-02-07,2,329,329,4500,4500,4000,4500,17,5e6462fe097cb545a50b8ad2cca744d5b24b658d617aba99f77fa526ebc2092e,eligible,74.9215748530114,26,26,True,True,0.2168179528047666,0.9987179487179488,156.0,0.9987179487179488,156.0,0.9961538461538462,156.0
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,2007-02-07,1,264,264,4500,4500,4000,4500,22,337784aa0e63e86306de11ffa4f77f54064350708fc75e93ea071fe5f17f9e83,eligible,52.99702626198996,22,22,True,True,0.2106672173293231,1.0,132.0,1.0,132.0,0.9984848484848484,132.0
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2007-02-07,2,264,264,4500,4500,4000,4500,20,675bd9f0ca03d659bdd9d613f3b4418d477486dc640f5c66e5ceb80501c59866,eligible,115.029350797995,22,22,True,True,0.2073462838870756,0.9818181818181818,132.0,0.9818181818181818,132.0,0.9954545454545456,132.0
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,2007-02-08,1,283,283,4500,4500,4000,4500,24,ba5a0f80bdd4a47dcff75605463fd39f46e9e5d54ea1c1fce3fd22b575ff66f8,eligible,144.869135387009,22,23,True,True,0.1928203482967406,0.9893939393939394,132.0,0.9893939393939394,132.0,0.9924242424242424,132.0
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2007-02-08,2,283,283,4500,4500,4000,4500,23,eaac975d8769ddd6f1f6f094ba0ded614f4e8983e4317465b0d054967cbf4be5,eligible,86.66540395602351,22,23,True,True,0.2055321452290218,1.0,132.0,1.0,132.0,0.9954545454545456,132.0
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,2007-02-09,1,312,312,4500,4500,4000,4500,27,7e1d3ffea6716ff49407cf0389382843bb52f17b1bd8660d2e3fc99e68151368,eligible,141.44786484597716,26,26,True,True,0.1964156130968705,0.9884615384615384,156.0,0.9884615384615384,156.0,0.9974358974358974,156.0
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2007-02-09,2,312,312,4500,4500,4000,4500,25,69bd5e1a935fe0501530cd907e3db2a6eebad00414e529875020be8f7120f561,eligible,133.90714819199638,26,26,True,True,0.1989650292455084,0.9923076923076924,156.0,0.9923076923076924,156.0,0.9935897435897436,156.0
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,2007-02-13,1,298,298,4500,4500,4000,4500,28,967d06a7266bfed3161eb838aaff29b7db35fc4fe1dd5b51ca5026e5e0ed3002,eligible,143.92888699600007,23,22,True,True,0.2201363133449307,1.0,138.0,0.993939393939394,132.0,0.990909090909091,132.0
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2007-02-14,2,265,265,4500,4500,4000,4500,29,178ab47fdc3a661a20cb377eef0f86905d64ae1eeb4f16e64ea031d66eecd7fc,eligible,139.34525382501306,22,22,True,True,0.2096087783360152,0.996969696969697,132.0,0.996969696969697,132.0,0.990909090909091,132.0
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2007-02-14,2,258,258,4500,4500,4000,4500,30,9de1ba3a3a408b8e68b424e2aedf7346691a0ba1c20934204223cb07439961cd,eligible,138.47899235901423,21,21,True,True,0.2214632433888215,0.9952380952380953,126.0,0.9952380952380953,126.0,0.9952380952380953,126.0
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,2007-02-15,1,264,264,4500,4500,4000,4500,47,cd56a252a63baec3a4a96a51990e4d5807661eaabaf6449ebaaa0e8d75a4e9de,eligible,97.27730259700913,21,22,True,True,0.2098213514459652,0.9936507936507936,126.0,0.9936507936507936,126.0,0.9968253968253968,126.0
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2007-02-15,2,264,264,4500,4500,4000,4500,45,50719cf68819b528bc5152b7a94275648572692293eabd838fd85af99a836f3f,eligible,101.87717691599391,21,22,True,True,0.2310593083172729,0.9952380952380953,126.0,0.9952380952380953,126.0,0.9984126984126984,126.0
monkeyT_session-y070215011-16_lfp-1,T,y070215011-16,2007-02-15,1,234,234,4500,4500,4000,4500,53,da9e5a8f738052e378b8369b3f11af4d4b37a5f106e479e0823cc07f3d80059a,eligible,127.95476256596156,19,17,True,True,0.20197417694941,1.0,114.0,0.9941176470588236,102.0,0.9941176470588236,102.0
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2007-02-15,2,234,234,4500,4500,4000,4500,51,700cca6639fc067fa885dd7d9e7203934115de0276820059e425e5ee2e676795,eligible,169.31134378397837,19,17,True,True,0.2162459230411725,0.9982456140350876,114.0,0.9980392156862744,102.0,0.9862745098039216,102.0
monkeyT_session-y070228001-5_lfp-8,T,y070228001-5,2007-02-28,8,216,216,4500,4500,4000,4500,61,453e0321e5626329746e463e40a9a7c4ce1c6d9b7912b875e9c0641ad00d69a0,eligible,107.4690745230182,16,17,True,True,0.2188733334545315,0.99375,96.0,0.99375,96.0,0.9916666666666668,96.0
monkeyT_session-y070301002-6_lfp-8,T,y070301002-6,2007-03-01,8,264,264,4500,4500,4000,4500,67,4d177dc8e96176afd9fa05cb50d94de78ac5bef3399157164a758e584af591c5,eligible,160.31607774400618,22,22,True,True,0.2243340544405018,0.9863636363636364,132.0,0.9863636363636364,132.0,0.990909090909091,132.0
monkeyT_session-y070301012-19_lfp-7,T,y070301012-19,2007-03-01,7,359,359,4500,4500,4000,4500,72,7cae9ed90ad86e34e5b271eac3140fa1f6ec763234a75954f2d41dbbbf97686d,eligible,148.99149826302892,29,30,True,True,0.2072763859766791,0.996551724137931,174.0,0.996551724137931,174.0,0.996551724137931,174.0
monkeyT_session-y070306001-5_lfp-5,T,y070306001-5,2007-03-06,5,203,203,4500,4500,4000,4500,78,fe986910d85af3a4de4d4d1c1e4cff750fb44ceb5a145579c46809f487abf261,eligible,29.91608203301439,17,16,True,True,0.2008841442190253,1.0,102.0,1.0,96.0,1.0,96.0
monkeyT_session-y070306001-5_lfp-7,T,y070306001-5,2007-03-06,7,203,203,4500,4500,4000,4500,77,104e4034fbc57e1072e4cd672c7ff532e40acbd806ae720380c9d825d5502d7e,eligible,78.75478560902411,17,16,True,True,0.212714456536626,0.992156862745098,102.0,0.99375,96.0,1.0,96.0
monkeyT_session-y070306006-11_lfp-5,T,y070306006-11,2007-03-06,5,217,217,4500,4500,4000,4500,81,8e4f4103c937fe11d1760afa88330c9b3ec799c120d7fef71d3461cf09fe57e3,eligible,35.00887171499198,17,17,True,True,0.2103433790924678,0.9901960784313726,102.0,0.9901960784313726,102.0,0.992156862745098,102.0
monkeyT_session-y070306006-11_lfp-7,T,y070306006-11,2007-03-06,7,217,217,4500,4500,4000,4500,80,6790d25fedf5ea2fd26f47dc0fd094e6d5cdda72579b4b3221d6f2296cd2b799,eligible,94.145704271039,17,17,True,True,0.2370119985659912,0.9980392156862744,102.0,0.9980392156862744,102.0,0.996078431372549,102.0
monkeyT_session-y070307002-6_lfp-5,T,y070307002-6,2007-03-07,5,258,258,4500,4500,4000,4500,84,915020f0565cf95c44b5093c3d4b575e6ea554a84c5cc1bc661cc17600e39ec1,eligible,48.82922407303704,21,19,True,True,0.1876650171192359,1.0,126.0,1.0,114.0,0.9964912280701754,114.0
monkeyT_session-y070307008-13_lfp-5,T,y070307008-13,2007-03-07,5,277,277,4500,4500,4000,4500,88,56f20b586f5e59fe98c0b692db19b8a4d802d37d2db165b7f593a13a50daeb29,eligible,98.4392723320052,22,22,True,True,0.1908693123644068,1.0,132.0,1.0,132.0,0.993939393939394,132.0
monkeyT_session-y070308002-6_lfp-6,T,y070308002-6,2007-03-08,6,255,255,4500,4500,4000,4500,95,80187c0010749f2753dac30446194f1767404f50e772d50c03c1e6950c704eba,eligible,132.3107427880168,21,21,True,True,0.2095281386836801,0.9904761904761904,126.0,0.9904761904761904,126.0,0.9904761904761904,126.0
monkeyT_session-y070312001-5_lfp-7,T,y070312001-5,2007-03-12,7,265,265,4500,4500,4000,4500,106,04b39f164241334dd362cb2002ccc2a3d10d7d0cb449bdad5e98a8059e62464a,eligible,110.76134990697028,21,22,True,True,0.2170897893805016,0.992063492063492,126.0,0.992063492063492,126.0,0.9984126984126984,126.0
monkeyT_session-y070312001-5_lfp-8,T,y070312001-5,2007-03-12,8,265,265,4500,4500,4000,4500,109,335122926f250554710adf8ed5cfb79b4a9a8567a4a880e69588103dbf5b90b6,eligible,85.20724584901473,21,22,True,True,0.2210196508114741,0.9904761904761904,126.0,0.9904761904761904,126.0,0.9936507936507936,126.0
monkeyT_session-y070314001-8_lfp-5,T,y070314001-8,2007-03-14,5,213,213,4500,4500,4000,4500,118,ca5888b9eff755d83f1d56041f9b4991d46238b0bb745a90915f65ee247fc680,eligible,104.54067174199736,17,17,True,True,0.2145559242537315,0.996078431372549,102.0,0.996078431372549,102.0,0.9941176470588236,102.0
monkeyT_session-y070314001-8_lfp-7,T,y070314001-8,2007-03-14,7,213,213,4500,4500,4000,4500,117,a09c42af48987a3e98277c5286a2e8bde1d6618b7db9da3153eaf4a5e0f7620d,eligible,90.94311219599332,17,17,True,True,0.1961994495101998,0.9862745098039216,102.0,0.9862745098039216,102.0,0.9901960784313726,102.0
monkeyT_session-y070315003-8_lfp-5,T,y070315003-8,2007-03-15,5,253,253,4500,4500,4000,4500,123,ebcb632de36b1ce8102587328e522a7a8e20183470fa6cf3901491bcd0a64c22,eligible,136.53335843299283,21,20,True,True,0.2134388548774355,0.992063492063492,126.0,0.9966666666666668,120.0,0.9916666666666668,120.0
monkeyT_session-y070315003-8_lfp-6,T,y070315003-8,2007-03-15,6,253,253,4500,4500,4000,4500,120,049a61b87b75b67afdd821001bfac68c7bc77ae8356ea70b7f5aecbbbc9bea60,eligible,87.21907064598054,21,20,True,True,0.2155123563229246,1.0,126.0,0.9966666666666668,120.0,0.9983333333333332,120.0
monkeyT_session-y070315003-8_lfp-8,T,y070315003-8,2007-03-15,8,253,253,4500,4500,4000,4500,125,fcd9b911ac4a6f6295948044f508ba329dd628b06b1f393841c049a4fe9ba669,eligible,184.5970861770329,21,20,True,True,0.220016544860914,0.9952380952380953,126.0,0.9916666666666668,120.0,0.995,120.0
monkeyT_session-y070315009-14_lfp-5,T,y070315009-14,2007-03-15,5,281,281,4500,4500,4000,4500,130,5c0e6e79f321ff4bb98b05acbb8a5df1d771ab2b4ef42d454e72b611798a6bea,eligible,125.39687238301848,20,22,True,True,0.2294855219423719,0.995,120.0,0.995,120.0,0.9883333333333332,120.0
monkeyT_session-y070315009-14_lfp-6,T,y070315009-14,2007-03-15,6,281,281,4500,4500,4000,4500,128,2fbc57fe84393a08ae515973c7ffc9c47588b8c015901595477ad4ea83e847e9,eligible,36.34610756800976,20,22,True,True,0.2057358381288655,1.0,120.0,1.0,120.0,1.0,120.0
monkeyT_session-y070315009-14_lfp-7,T,y070315009-14,2007-03-15,7,281,281,4500,4500,4000,4500,134,5a7afb0ce97c04dea6ec0fa4f001e547cf07fede2906ef76b0cd9bef83a9723a,eligible,113.9196545710438,20,22,True,True,0.192376693327905,0.9966666666666668,120.0,0.9966666666666668,120.0,0.99,120.0
monkeyT_session-y070316001-4_lfp-7,T,y070316001-4,2007-03-16,7,256,256,4500,4500,4000,4500,145,2b26d4ae1034a48344747efd9731b39ef5e74899781d511f7ca4da51790a902a,eligible,141.53560797899263,21,20,True,True,0.2147028347809312,1.0,126.0,0.9983333333333332,120.0,0.9866666666666668,120.0
monkeyT_session-y070316001-4_lfp-8,T,y070316001-4,2007-03-16,8,257,257,4500,4500,4000,4500,143,d7f7732a957aeb3241b4923c2a28c19ac11d11d82d2dda5883e91e6b237092b8,eligible,118.42389551998347,21,21,True,True,0.1994812034074787,0.9968253968253968,126.0,0.9968253968253968,126.0,0.9952380952380953,126.0
monkeyT_session-y070316006-8_lfp-7,T,y070316006-8,2007-03-16,7,273,273,4500,4500,4000,4500,151,0332a5815eb96d440f8b0af3365c010f989ec2821d393d9c26ce0250c3817c02,eligible,105.6089786660159,22,22,True,True,0.2226060955093814,0.996969696969697,132.0,0.996969696969697,132.0,0.9954545454545456,132.0
monkeyT_session-y070316006-8_lfp-8,T,y070316006-8,2007-03-16,8,270,270,4500,4500,4000,4500,148,c92933cda8fb8676e3bc061defd635381d445c9f772a7289790467a39d8259b8,eligible,118.69536367501132,21,21,True,True,0.2275892459875464,0.9936507936507936,126.0,0.9936507936507936,126.0,0.9968253968253968,126.0
monkeyT_session-y070316009-12_lfp-7,T,y070316009-12,2007-03-16,7,404,404,4500,4500,4000,4500,156,44496fb78e75ccd2c39d68a2c83ce090386f26f1ff06cee63278859768038cd4,eligible,138.0348861149978,33,31,True,True,0.2110375626009096,0.9949494949494948,198.0,0.9946236559139784,186.0,0.9881720430107528,186.0
monkeyT_session-y070316009-12_lfp-8,T,y070316009-12,2007-03-16,8,404,404,4500,4500,4000,4500,153,ac7bce7e0b0989b45e6f0587e3cfae92a8d5b0b6e2904b4a9d523621f6750040,eligible,159.53784518002067,33,31,True,True,0.2380805098635502,0.9949494949494948,198.0,0.9978494623655914,186.0,0.9946236559139784,186.0
monkeyT_session-y070412010-15_lfp-5,T,y070412010-15,2007-04-12,5,270,270,4500,4500,4000,4500,175,3ee81280cb1f0b8bbd22d81df6bd813e7af83751189d5eea94cb5dc22691922e,eligible,142.94255834503565,22,22,True,True,0.2052322735873512,0.9984848484848484,132.0,0.9984848484848484,132.0,0.990909090909091,132.0
monkeyT_session-y070412010-15_lfp-6,T,y070412010-15,2007-04-12,6,270,270,4500,4500,4000,4500,173,453d7e73617b80e644f51503e47b72e4b3a359bb86d45c6a10fd47e0dfdccd3f,eligible,71.44432981603313,22,22,True,True,0.1995469068439482,0.9848484848484848,132.0,0.9848484848484848,132.0,0.9954545454545456,132.0
monkeyT_session-y070412010-15_lfp-7,T,y070412010-15,2007-04-12,7,270,270,4500,4500,4000,4500,178,f103be0f16825c1a5fb5e46075219ce5421810813ca8bdb7be4b9f385c8a3bf9,eligible,105.30789206095506,22,22,True,True,0.2122766780497447,1.0,132.0,1.0,132.0,0.9848484848484848,132.0
monkeyT_session-y070412010-15_lfp-8,T,y070412010-15,2007-04-12,8,268,268,4500,4500,4000,4500,177,1dee48b41089cdf253fbe161af1797fb2b02161ad29ca1dcebdbdee219b32d2b,eligible,86.7725489110453,21,22,True,True,0.2194183004845809,0.9936507936507936,126.0,0.9936507936507936,126.0,0.9888888888888888,126.0
monkeyT_session-y070413002-8_lfp-6,T,y070413002-8,2007-04-13,6,301,301,4500,4500,4000,4500,188,581f7ed4d87dde015a4d58b84aae1de547cc617ffbfe6f1e212d5d37cd18af2b,eligible,179.1061555769993,24,22,True,True,0.1898937477952572,0.9958333333333332,144.0,0.9954545454545456,132.0,0.9924242424242424,132.0
monkeyT_session-y070413009-13_lfp-5,T,y070413009-13,2007-04-13,5,254,254,4500,4500,4000,4500,195,833b04511e04d223773b1684c618aa8c46b5c46f76f48826b1b818a71b460b43,eligible,27.50263835303485,21,21,True,True,0.1444527067121544,1.0,126.0,1.0,126.0,1.0,126.0
monkeyT_session-y070413009-13_lfp-6,T,y070413009-13,2007-04-13,6,254,254,4500,4500,4000,4500,193,d9f68348289ea3f1e095e841e00660fc17d5713422180684ce0d7ff98290fdf2,eligible,122.12090066599194,21,21,True,True,0.1915151853524401,0.9984126984126984,126.0,0.9984126984126984,126.0,0.9904761904761904,126.0
monkeyT_session-y070413009-13_lfp-7,T,y070413009-13,2007-04-13,7,254,254,4500,4500,4000,4500,199,d5c8301841bd8c265653753a81838478fe56ec5c4d813290b853080912fa8af1,eligible,49.42488267703448,21,21,True,True,0.1365321881598438,0.9984126984126984,126.0,0.9984126984126984,126.0,0.992063492063492,126.0
monkeyT_session-y070413009-13_lfp-8,T,y070413009-13,2007-04-13,8,254,254,4500,4500,4000,4500,197,640de55db3f93b78062b38a9181e3116ae4d3c26ecb4c5e04dd6cd62e175f051,eligible,57.170347491977736,21,21,True,True,0.1258477840139104,1.0,126.0,1.0,126.0,1.0,126.0
monkeyT_session-y070416003-7_lfp-5,T,y070416003-7,2007-04-16,5,255,255,4500,4500,4000,4500,201,0b740794bf43473b3f782dcf006acfd6dce1d7eea65e1dc84c68a06cc66acb66,eligible,18.866849120007828,21,21,True,True,0.1935774324554155,0.992063492063492,126.0,0.992063492063492,126.0,1.0,126.0
monkeyT_session-y070416003-7_lfp-6,T,y070416003-7,2007-04-16,6,255,255,4500,4500,4000,4500,200,ab486baaf1525b25ab59ef8a261853f511f585770697a9ad7cf29b19181387bc,eligible,86.32793104398297,21,21,True,True,0.2010456366628534,0.9936507936507936,126.0,0.9936507936507936,126.0,0.9936507936507936,126.0
monkeyT_session-y070416009-13_lfp-5,T,y070416009-13,2007-04-16,5,253,253,4500,4500,4000,4500,207,b54b4d16237b31d4c1a2dcf42708d61b9b3199659335c878e57d9e12fa7e7440,eligible,27.66715531097725,21,21,True,True,0.2074047228885212,1.0,126.0,1.0,126.0,1.0,126.0
monkeyT_session-y070416009-13_lfp-6,T,y070416009-13,2007-04-16,6,253,253,4500,4500,4000,4500,205,5f97d988e5c345325b6c19d11ff2deb1e7788f50e2bb68d7a1fb7ac2c2c793ff,eligible,25.85327884199796,21,21,True,True,0.2106752558918566,0.992063492063492,126.0,0.992063492063492,126.0,1.0,126.0
monkeyT_session-y070419002-5_lfp-5,T,y070419002-5,2007-04-19,5,252,252,4500,4500,4000,4500,211,bfa8a72fc45e9c8dc52286e0d1ec551e597961648f5d957382ccc7846fb052a9,eligible,42.4779923009919,21,21,True,True,0.1667404448858871,1.0,126.0,1.0,126.0,0.9984126984126984,126.0
monkeyT_session-y070419002-5_lfp-7,T,y070419002-5,2007-04-19,7,252,252,4500,4500,4000,4500,210,efe0ffc4d087e25c4f63d1574d5abe6f6ee1bc7c3b3c1de458edb38a99bab1b3,eligible,107.68524212401826,21,21,True,True,0.186953323909246,0.992063492063492,126.0,0.992063492063492,126.0,0.9904761904761904,126.0
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,2007-04-20,5,259,259,4500,4500,4000,4500,223,94f756ef5a1b95cc2656ae8b2fa064a73e492dd44b0acd25ffd983e629bc14b9,eligible,122.48889672302175,21,21,True,True,0.1983176622187072,0.9936507936507936,126.0,0.9936507936507936,126.0,0.9968253968253968,126.0
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,2007-04-20,8,259,259,4500,4500,4000,4500,221,3b07494f7f01de09d6d1d4b48fdceb07815b6634c3cda0a75d8a4660ffe0e99a,eligible,111.09884018899174,21,21,True,True,0.1632525602224274,0.9984126984126984,126.0,0.9984126984126984,126.0,0.9936507936507936,126.0
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,2007-04-20,5,259,259,4500,4500,4000,4500,229,515b0e2c161f45c9f7a8287091f5b4bfe52fd8413b5c9cc0e035dc0978bc2aea,eligible,116.8448467340204,21,21,True,True,0.1902433439137534,1.0,126.0,1.0,126.0,0.9984126984126984,126.0
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,2007-04-20,7,259,259,4500,4500,4000,4500,226,7aa8bc4f90434776fbe20046417f9c66095065871fbc4779fe93acf05857bbee,eligible,93.33180167002138,21,21,True,True,0.1421081242445286,0.9952380952380953,126.0,0.9952380952380953,126.0,0.9984126984126984,126.0
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,2007-04-23,5,256,256,4500,4500,4000,4500,234,27771d880e03c03252d1acc19b315dd6154e717e4ac12b27e83ba87e806cf7a0,eligible,78.56679727899609,21,21,True,True,0.1684343606270232,0.9984126984126984,126.0,0.9984126984126984,126.0,0.9968253968253968,126.0
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,2007-04-23,6,256,256,4500,4500,4000,4500,231,e4ed3a5e55117ae6191d1a62c348674e0b223fdcbc8d543f1d8bc11a0ada4eeb,eligible,82.95247049897444,21,21,True,True,0.1723695640788855,1.0,126.0,1.0,126.0,0.9968253968253968,126.0
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,2007-04-23,5,257,257,4500,4500,4000,4500,238,014ad1f91166dafcd52309071a4efb993f560cef5745552215f2c77bdd720357,eligible,68.80742305301828,21,20,True,True,0.17986446242742,1.0,126.0,1.0,120.0,0.9983333333333332,120.0
