recording,day,difference,monkey,enhanced,baseline
monkeyM_session-o080925002-6_lfp-7,2008-09-25,0.0477835246991593,M,torus_power_frequency,power_frequency
monkeyM_session-o080925007-12_lfp-6,2008-09-25,-0.0057411435278988,M,torus_power_frequency,power_frequency
monkeyM_session-o080925007-12_lfp-7,2008-09-25,0.002128219915286,M,torus_power_frequency,power_frequency
monkeyM_session-o080926001-6_lfp-5,2008-09-26,0.0462471856302559,M,torus_power_frequency,power_frequency
monkeyM_session-o080926007-11_lfp-5,2008-09-26,0.021241212594736,M,torus_power_frequency,power_frequency
monkeyM_session-o080926007-11_lfp-6,2008-09-26,0.0169320403883355,M,torus_power_frequency,power_frequency
monkeyM_session-o080930001-5_lfp-1,2008-09-30,-0.0061143003376636,M,torus_power_frequency,power_frequency
monkeyM_session-o081001001-12_lfp-1,2008-10-01,-0.0930789975199475,M,torus_power_frequency,power_frequency
monkeyM_session-o081001001-12_lfp-3,2008-10-01,-0.0266062054033657,M,torus_power_frequency,power_frequency
monkeyM_session-o081001013-26_lfp-1,2008-10-01,-0.1074973709326831,M,torus_power_frequency,power_frequency
monkeyM_session-o081001013-26_lfp-3,2008-10-01,0.0074950617386024,M,torus_power_frequency,power_frequency
monkeyM_session-o081002010-22_lfp-2,2008-10-02,0.0122842933553432,M,torus_power_frequency,power_frequency
monkeyM_session-o081003003-14_lfp-1,2008-10-03,-0.0155087354354357,M,torus_power_frequency,power_frequency
monkeyM_session-o081003003-14_lfp-2,2008-10-03,0.1048361341980993,M,torus_power_frequency,power_frequency
monkeyM_session-o081003015-26_lfp-1,2008-10-03,-0.0230620509589787,M,torus_power_frequency,power_frequency
monkeyM_session-o081003015-26_lfp-2,2008-10-03,-0.0696278928647573,M,torus_power_frequency,power_frequency
monkeyM_session-o081008001-15_lfp-1,2008-10-08,-0.0106215373343322,M,torus_power_frequency,power_frequency
monkeyM_session-o081008001-15_lfp-2,2008-10-08,0.0617150515176831,M,torus_power_frequency,power_frequency
monkeyM_session-o081028001-12_lfp-4,2008-10-28,-0.0148192025843119,M,torus_power_frequency,power_frequency
monkeyM_session-o081031013-23_lfp-1,2008-10-31,0.0063414088498189,M,torus_power_frequency,power_frequency
monkeyM_session-o081031013-23_lfp-3,2008-10-31,0.043175608842481,M,torus_power_frequency,power_frequency
monkeyM_session-o081107007-13_lfp-1,2008-11-07,-0.0046794153808678,M,torus_power_frequency,power_frequency
monkeyM_session-o081107007-13_lfp-2,2008-11-07,0.0009442085259628,M,torus_power_frequency,power_frequency
monkeyM_session-o081113002-9_lfp-1,2008-11-13,0.0075147113287981,M,torus_power_frequency,power_frequency
monkeyM_session-o081113002-9_lfp-2,2008-11-13,0.0170923822014721,M,torus_power_frequency,power_frequency
monkeyM_session-o081127010-14_lfp-1,2008-11-27,-0.025558346866994,M,torus_power_frequency,power_frequency
monkeyM_session-o081202001-7_lfp-2,2008-12-02,-0.1012613774415505,M,torus_power_frequency,power_frequency
monkeyM_session-o081202001-7_lfp-4,2008-12-02,0.0404941769287083,M,torus_power_frequency,power_frequency
