analysis,monkey,method,mean,sd,n_lfps,n_days,n_trials,n_animals
matched_long,T,all_bands,0.1789977125854263,0.0397062290110849,94,29,12144,1
matched_long,T,power_frequency,0.2081952955487704,0.0496630902278584,94,29,12144,1
matched_long,T,torus,0.1819133295595057,0.0404928233762872,94,29,12144,1
matched_short,T,all_bands,0.1981239419979781,0.0444030488513569,94,29,12144,1
matched_short,T,power_frequency,0.221723942007279,0.0494186651883144,94,29,12144,1
matched_short,T,torus,0.1885950418919738,0.0351519807902385,94,29,12144,1
