recording,raw_trial_index,direction,fold,R2
monkeyM_session-o080925002-6_lfp-7,12,1,0,0.5281822099005892
monkeyM_session-o080925002-6_lfp-7,3,1,3,0.6438340318475071
monkeyM_session-o080925002-6_lfp-7,10,1,4,0.6030203485768367
monkeyM_session-o080925002-6_lfp-7,1,1,1,0.9090770963584568
monkeyM_session-o080925002-6_lfp-7,16,1,0,1.2613190639738745
monkeyM_session-o080925002-6_lfp-7,19,1,4,0.9587308293335204
monkeyM_session-o080925002-6_lfp-7,4,1,2,0.7797817482740561
monkeyM_session-o080925002-6_lfp-7,6,1,3,0.755777058768028
monkeyM_session-o080925002-6_lfp-7,11,1,3,0.6750833644782294
monkeyM_session-o080925002-6_lfp-7,7,1,0,0.7495782819019889
monkeyM_session-o080925002-6_lfp-7,13,1,2,0.882951622389429
monkeyM_session-o080925002-6_lfp-7,17,1,1,0.9320817045147628
monkeyM_session-o080925002-6_lfp-7,2,1,4,1.0683394462568887
monkeyM_session-o080925002-6_lfp-7,14,1,2,1.0301652339814045
monkeyM_session-o080925002-6_lfp-7,9,1,1,1.1276235627102331
monkeyM_session-o080925002-6_lfp-7,15,1,0,0.5327813754457226
monkeyM_session-o080925002-6_lfp-7,32,2,4,0.962142130157398
monkeyM_session-o080925002-6_lfp-7,26,2,4,1.39858634382253
monkeyM_session-o080925002-6_lfp-7,34,2,2,0.6095441500443242
monkeyM_session-o080925002-6_lfp-7,35,2,0,0.8901584337277694
monkeyM_session-o080925002-6_lfp-7,38,2,1,0.6911165175298929
monkeyM_session-o080925002-6_lfp-7,24,2,2,0.5107172632781252
monkeyM_session-o080925002-6_lfp-7,23,2,1,0.8000155212858181
monkeyM_session-o080925002-6_lfp-7,29,2,0,0.7870510013106087
monkeyM_session-o080925002-6_lfp-7,30,2,1,1.0400194394235702
monkeyM_session-o080925002-6_lfp-7,25,2,0,1.0555848721737444
monkeyM_session-o080925002-6_lfp-7,37,2,3,0.7000473403302729
monkeyM_session-o080925002-6_lfp-7,31,2,3,0.8649989404903193
monkeyM_session-o080925002-6_lfp-7,33,2,4,0.8149881642310207
monkeyM_session-o080925002-6_lfp-7,39,2,2,1.3298796579380998
monkeyM_session-o080925002-6_lfp-7,22,2,1,0.8121303174103206
monkeyM_session-o080925002-6_lfp-7,36,2,3,0.9975935372608802
monkeyM_session-o080925002-6_lfp-7,47,3,1,1.1839317414895791
monkeyM_session-o080925002-6_lfp-7,43,3,0,0.7625522496158315
monkeyM_session-o080925002-6_lfp-7,51,3,4,0.6716272826062389
monkeyM_session-o080925002-6_lfp-7,41,3,0,1.272345839392935
monkeyM_session-o080925002-6_lfp-7,42,3,3,0.9488723122638684
monkeyM_session-o080925002-6_lfp-7,50,3,2,0.911429232626314
monkeyM_session-o080925002-6_lfp-7,45,3,3,1.2172258386622008
monkeyM_session-o080925002-6_lfp-7,48,3,2,0.9107770622739316
monkeyM_session-o080925002-6_lfp-7,55,3,1,0.9949437646749726
monkeyM_session-o080925002-6_lfp-7,44,3,2,0.9778869739075826
monkeyM_session-o080925002-6_lfp-7,40,3,0,0.6766064645225255
monkeyM_session-o080925002-6_lfp-7,54,3,4,0.6158055717226874
monkeyM_session-o080925002-6_lfp-7,52,3,3,0.4963364922711041
monkeyM_session-o080925002-6_lfp-7,49,3,2,0.919392597362576
monkeyM_session-o080925002-6_lfp-7,46,3,1,0.7535134388151253
monkeyM_session-o080925002-6_lfp-7,53,3,4,1.3194445546080222
monkeyM_session-o080925002-6_lfp-7,70,4,3,0.8985197802121335
monkeyM_session-o080925002-6_lfp-7,60,4,3,0.8812295721970741
monkeyM_session-o080925002-6_lfp-7,67,4,0,1.009876338567732
monkeyM_session-o080925002-6_lfp-7,69,4,4,1.3370182657257752
monkeyM_session-o080925002-6_lfp-7,66,4,0,0.5658012121436197
monkeyM_session-o080925002-6_lfp-7,56,4,4,0.3487478134322
monkeyM_session-o080925002-6_lfp-7,64,4,2,0.6574450279331134
monkeyM_session-o080925002-6_lfp-7,58,4,1,1.2334196242107942
monkeyM_session-o080925002-6_lfp-7,61,4,3,1.10823351081835
monkeyM_session-o080925002-6_lfp-7,68,4,1,0.651960986839387
monkeyM_session-o080925002-6_lfp-7,63,4,2,0.8506214513247009
monkeyM_session-o080925002-6_lfp-7,62,4,1,0.91874600178845
monkeyM_session-o080925002-6_lfp-7,71,4,4,1.0579014093856332
monkeyM_session-o080925002-6_lfp-7,65,4,0,0.8997965600563397
monkeyM_session-o080925002-6_lfp-7,59,4,3,0.4589389915580223
monkeyM_session-o080925002-6_lfp-7,57,4,2,0.8569933548924994
monkeyM_session-o080925002-6_lfp-7,75,5,3,0.920349068841664
monkeyM_session-o080925002-6_lfp-7,86,5,3,1.207976077458366
monkeyM_session-o080925002-6_lfp-7,85,5,4,1.2290984598284755
monkeyM_session-o080925002-6_lfp-7,78,5,1,0.9317443850294438
monkeyM_session-o080925002-6_lfp-7,90,5,1,0.4874284749167342
monkeyM_session-o080925002-6_lfp-7,80,5,4,0.7008400679373573
monkeyM_session-o080925002-6_lfp-7,81,5,1,0.7783327030013119
monkeyM_session-o080925002-6_lfp-7,88,5,2,0.5782648780941919
monkeyM_session-o080925002-6_lfp-7,76,5,2,0.6749991127050269
monkeyM_session-o080925002-6_lfp-7,73,5,3,0.7395358835251603
monkeyM_session-o080925002-6_lfp-7,82,5,2,0.880582768287522
monkeyM_session-o080925002-6_lfp-7,77,5,0,0.7200621399161141
monkeyM_session-o080925002-6_lfp-7,87,5,4,1.1637779712267284
monkeyM_session-o080925002-6_lfp-7,72,5,4,0.8339550752811764
monkeyM_session-o080925002-6_lfp-7,83,5,0,0.8825125633487481
monkeyM_session-o080925002-6_lfp-7,84,5,0,0.9492733434245844
monkeyM_session-o080925002-6_lfp-7,106,6,0,1.380334662992392
monkeyM_session-o080925002-6_lfp-7,110,6,1,0.4834120399699596
monkeyM_session-o080925002-6_lfp-7,109,6,3,1.0837064520654047
monkeyM_session-o080925002-6_lfp-7,97,6,0,1.001002699503584
monkeyM_session-o080925002-6_lfp-7,99,6,1,0.7927361501641733
monkeyM_session-o080925002-6_lfp-7,108,6,2,1.0829183738863983
monkeyM_session-o080925002-6_lfp-7,107,6,3,1.0949117963074697
monkeyM_session-o080925002-6_lfp-7,103,6,1,0.6708444775817239
monkeyM_session-o080925002-6_lfp-7,105,6,0,1.4457117091656808
monkeyM_session-o080925002-6_lfp-7,98,6,0,0.6575749233429926
monkeyM_session-o080925002-6_lfp-7,96,6,3,1.058294258805224
monkeyM_session-o080925002-6_lfp-7,92,6,2,0.7251740803298219
monkeyM_session-o080925002-6_lfp-7,100,6,4,1.0765584749996733
monkeyM_session-o080925002-6_lfp-7,95,6,4,1.0092140077516965
monkeyM_session-o080925002-6_lfp-7,101,6,2,1.4611963624329751
monkeyM_session-o080925002-6_lfp-7,104,6,4,0.8541348711376618
