analysis,monkey,method,mean,sd,n_lfps,n_days,n_trials,n_animals
matched_long,M,all_bands,0.1724423603623557,0.0451109088407315,108,46,12294,1
matched_long,M,power_frequency,0.1721589740460676,0.0424133071104664,108,46,12294,1
matched_long,M,torus,0.1641017059666589,0.0408571106713249,108,46,12294,1
matched_short,M,all_bands,0.1846537240350877,0.0443609343294102,108,46,12294,1
matched_short,M,power_frequency,0.1875645936724095,0.0545362809408618,108,46,12294,1
matched_short,M,torus,0.1719160372640789,0.0411523025043389,108,46,12294,1
