monkey,recording,curve,x,y
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,53.0,0.03384913355518544
T,monkeyT_session-y070215011-16_lfp-1,ami,54.0,0.03381214078198332
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,54.0,0.03479664130313337
T,monkeyT_session-y070215011-16_lfp-1,ami,55.0,0.03664312540649553
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,55.0,0.036622130499106134
T,monkeyT_session-y070215011-16_lfp-1,ami,56.0,0.039533477765778674
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,56.0,0.03833433524666055
T,monkeyT_session-y070215011-16_lfp-1,ami,57.0,0.038847613299544066
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,57.0,0.03920686411376316
T,monkeyT_session-y070215011-16_lfp-1,ami,58.0,0.03927581208101973
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,58.0,0.040224488141286444
T,monkeyT_session-y070215011-16_lfp-1,ami,59.0,0.042839586304258714
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,59.0,0.041720247693395954
T,monkeyT_session-y070215011-16_lfp-1,ami,60.0,0.04232049656568014
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,60.0,0.042932507464866536
T,monkeyT_session-y070215011-16_lfp-1,ami,61.0,0.04454932543078366
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,61.0,0.04391292593212241
T,monkeyT_session-y070215011-16_lfp-1,ami,62.0,0.04440286749500998
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,62.0,0.04458916362740794
T,monkeyT_session-y070215011-16_lfp-1,ami,63.0,0.04561556067349237
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,63.0,0.04481760221236003
T,monkeyT_session-y070215011-16_lfp-1,ami,64.0,0.04389348676715277
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,64.0,0.044678012966915995
T,monkeyT_session-y070215011-16_lfp-1,ami,65.0,0.04557086963261975
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,65.0,0.044252879377936885
T,monkeyT_session-y070215011-16_lfp-1,ami,66.0,0.042833312502239325
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,66.0,0.04302497389693889
T,monkeyT_session-y070215011-16_lfp-1,ami,67.0,0.04155709501220174
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,67.0,0.0412175082877176
T,monkeyT_session-y070215011-16_lfp-1,ami,68.0,0.0390454730103825
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,68.0,0.03933388158359776
T,monkeyT_session-y070215011-16_lfp-1,ami,69.0,0.0368079162557359
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,69.0,0.038156723718007754
T,monkeyT_session-y070215011-16_lfp-1,ami,70.0,0.03903581933279966
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,70.0,0.03775280147763323
T,monkeyT_session-y070215011-16_lfp-1,ami,71.0,0.03653150830510513
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,71.0,0.03707154260260223
T,monkeyT_session-y070215011-16_lfp-1,ami,72.0,0.03663327154913436
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,72.0,0.03608551061285634
T,monkeyT_session-y070215011-16_lfp-1,ami,73.0,0.03457584155072648
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,73.0,0.03501904233583944
T,monkeyT_session-y070215011-16_lfp-1,ami,74.0,0.03396763752425286
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,74.0,0.0343163968483811
T,monkeyT_session-y070215011-16_lfp-1,ami,75.0,0.033934299609443434
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,75.0,0.0342619812747043
T,monkeyT_session-y070215011-16_lfp-1,ami,76.0,0.034923194878746
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,76.0,0.03456055196046827
T,monkeyT_session-y070215011-16_lfp-1,ami,77.0,0.0343834728514289
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,77.0,0.03497108632550111
T,monkeyT_session-y070215011-16_lfp-1,ami,78.0,0.03592542391140633
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,78.0,0.03560739258625077
T,monkeyT_session-y070215011-16_lfp-1,ami,79.0,0.03623599905110958
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,79.0,0.03624842046400639
T,monkeyT_session-y070215011-16_lfp-1,ami,80.0,0.036502483227287746
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,80.0,0.036904583372188104
T,monkeyT_session-y070215011-16_lfp-1,ami,81.0,0.03860850316835218
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,81.0,0.03730264488370352
T,monkeyT_session-y070215011-16_lfp-1,ami,82.0,0.0365025858386262
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,82.0,0.036968320816091985
T,monkeyT_session-y070215011-16_lfp-1,ami,83.0,0.03594235644337395
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,83.0,0.03683987498346669
T,monkeyT_session-y070215011-16_lfp-1,ami,84.0,0.0381499520706757
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,84.0,0.03724247112934553
T,monkeyT_session-y070215011-16_lfp-1,ami,85.0,0.037423534249987594
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,85.0,0.03718799445208783
T,monkeyT_session-y070215011-16_lfp-1,ami,86.0,0.0362202525586509
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,86.0,0.036800213632607215
T,monkeyT_session-y070215011-16_lfp-1,ami,87.0,0.03677842011509479
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,87.0,0.03676227830210815
T,monkeyT_session-y070215011-16_lfp-1,ami,88.0,0.03712651849041765
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,88.0,0.03689976200797113
T,monkeyT_session-y070215011-16_lfp-1,ami,89.0,0.03658519805359593
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,89.0,0.03708045127242933
T,monkeyT_session-y070215011-16_lfp-1,ami,90.0,0.037715468920540236
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,90.0,0.03744504814985281
T,monkeyT_session-y070215011-16_lfp-1,ami,91.0,0.038058757814042055
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,91.0,0.03748292106499343
T,monkeyT_session-y070215011-16_lfp-1,ami,92.0,0.03716268229369424
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,92.0,0.036779294665051546
T,monkeyT_session-y070215011-16_lfp-1,ami,93.0,0.0345698702315755
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,93.0,0.03611853193222071
T,monkeyT_session-y070215011-16_lfp-1,ami,94.0,0.037296286345132615
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,94.0,0.036131777497945425
T,monkeyT_session-y070215011-16_lfp-1,ami,95.0,0.03554998067230121
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,95.0,0.03609831664472872
T,monkeyT_session-y070215011-16_lfp-1,ami,96.0,0.03586700860553896
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,96.0,0.03635928166563829
T,monkeyT_session-y070215011-16_lfp-1,ami,97.0,0.03692223934856067
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,97.0,0.03750553526020683
T,monkeyT_session-y070215011-16_lfp-1,ami,98.0,0.04003345081737153
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,98.0,0.038926017183890896
T,monkeyT_session-y070215011-16_lfp-1,ami,99.0,0.039603542040361914
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,99.0,0.03964594785858285
T,monkeyT_session-y070215011-16_lfp-1,ami,100.0,0.03994206957444714
T,monkeyT_session-y070215011-16_lfp-1,ami_smoothed,100.0,0.039832883876358374
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,2.0,-0.11453501495400725
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,4.0,-0.049766120939828094
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,6.0,0.00894557666058226
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,8.0,0.026512296409647834
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,10.0,0.004700732496723958
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,12.0,-0.04143460079807901
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,14.0,-0.06474583083737716
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,16.0,-0.017638350912734753
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,18.0,0.11116880703890178
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,20.0,0.3038247877051319
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,22.0,0.502517692071107
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,24.0,0.615061827276149
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,26.0,0.5929634943348518
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,28.0,0.48287581858644496
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,30.0,0.35405486114944096
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,32.0,0.22476754904867646
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,34.0,0.09159653817202804
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,36.0,-0.036037805167407885
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,38.0,-0.13769211478075633
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,40.0,-0.19939687570349762
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,42.0,-0.2273906248985771
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,44.0,-0.23762302096365467
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,46.0,-0.24111456750803792
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,48.0,-0.24889451893257009
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,50.0,-0.27941430975553017
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,52.0,-0.3346385192878974
T,monkeyT_session-y070215011-16_lfp-1,psd_residual_smoothed,54.0,-0.38089938544589874
