row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,12_25Hz_log10_peak_psd,25_40Hz_log10_peak_psd,12_25Hz_peak_frequency_hz,25_40Hz_peak_frequency_hz,delta_2_4Hz_log10_integrated_power,theta_4_8Hz_log10_integrated_power,alpha_8_13Hz_log10_integrated_power,beta_13_30Hz_log10_integrated_power,low_gamma_30_55Hz_log10_integrated_power
161,170,567,5,1,short,5.459236362004342,5.941360365478944,25.0,28.700000000000003,5.292179391173681,4.848619615737717,5.432783392716649,6.6202716995981925,6.033737305481482
162,149,229,5,1,short,5.610865368712687,5.792692998310031,12.0,31.400000000000002,5.013524874332925,5.863938818338433,6.323341021317239,6.501488563604881,6.784822306242886
163,162,138,5,4,short,5.525160904626443,6.254562358717977,12.0,30.700000000000003,5.352469500916142,5.194840620456059,6.207468956977695,6.8741131643295015,6.860581806573781
164,145,102,5,3,short,5.29548236391696,5.652764691574591,25.0,28.6,5.128757207161061,5.376166214052237,5.668027437784714,6.343470401436661,6.191066366057544
165,184,472,6,3,short,4.739717468722666,5.480672963503378,14.8,32.7,4.957252675174605,5.425943023247473,4.98013635788019,5.707056655512431,6.114558620054163
166,189,740,6,4,short,5.492848984827735,6.28764301923197,25.0,30.5,5.6738450922355845,6.330460291300559,6.298244700091281,6.739055438308796,6.876446983223184
167,203,362,6,1,short,5.18090010421436,5.160596063335549,18.6,37.2,6.268779611407036,6.074182207731946,5.588993863651536,6.33985265150245,6.206351026754553
168,211,519,6,2,short,5.253527824403969,6.102672739924834,17.1,32.0,5.872952215836026,6.074435726559371,5.713329606581598,6.219905635097943,6.795279094381149
169,186,573,6,1,short,4.781724942864859,5.710357799883061,17.3,33.1,5.923246769292594,5.098594972095528,5.270287619469639,6.0609409712066125,6.542151385412744
170,181,498,6,4,short,5.432654915025362,6.279129613713265,15.200000000000001,31.5,5.779334541420083,5.701997980078325,4.934625072850404,6.387219455402524,6.978487893566687
171,198,12,6,3,short,5.341219353303158,5.987226250407514,12.0,34.5,5.1717732996337595,6.178126894964913,6.038146710173145,6.372640728897768,6.804586940891092
172,202,746,6,1,short,5.553120930102217,6.313346324978193,15.700000000000001,30.700000000000003,4.590175632374217,5.486931173340475,5.793862102410888,6.799684128887762,6.951064091680389
173,199,684,6,0,short,5.273983833631131,6.188065193422284,25.0,30.5,6.193704485715934,5.9978867556594,5.029378029473769,6.696695918746358,6.912160918983954
174,195,383,6,0,short,5.572479597192586,6.35803017088276,25.0,30.0,4.647132945402644,5.857076712697445,6.212687606137018,7.035362289296125,6.8345668162571815
175,188,151,6,3,short,5.25816560586693,5.356254680350139,18.5,36.1,5.670323565873348,6.232055831769035,5.769179461314303,6.181552951203531,6.127671161885883
176,210,514,6,0,short,5.621423825213696,6.550893580017091,25.0,30.0,5.580293405045703,5.893929999606269,5.2785868687121065,7.147584928153164,7.030569636102741
177,187,5,6,3,short,5.282003296479906,6.128714404787614,25.0,32.0,5.179377117323266,5.6120427443645955,5.887853308105223,6.493526549406285,6.902650837495738
178,179,326,6,4,short,5.328630953233646,6.213268542821327,19.0,31.1,5.601782855586968,6.16977099227982,5.861779304681646,6.627066667571015,6.952927321442764
179,196,11,6,1,short,6.172501062917599,6.481189631812421,25.0,27.6,5.738965517499995,5.589740386909626,6.003317740399524,7.213959930014353,6.5521702488850835
180,183,689,6,3,short,5.01318024605681,5.479994934076273,25.0,30.400000000000002,5.837688009455923,5.871449516617884,5.763090399343658,6.313471881482767,6.345000155917734
181,200,250,6,0,short,5.5174444901135615,5.835257617953337,12.0,34.4,5.363527080795127,6.241614322190908,6.499296727886469,6.538409847757519,6.777834351681263
182,208,776,6,4,short,5.038052173578582,4.957085818897381,23.700000000000003,25.0,6.915178713726458,6.156461703389513,5.736255987868942,5.86176000028898,5.937784833270066
183,178,455,6,2,short,5.505282379006532,6.024469204052718,12.0,30.3,5.221574742093134,6.020343713981019,6.056961162198244,6.710875482679163,6.730453072053338
184,194,393,6,2,short,5.390687206916147,5.9210362902255955,25.0,33.300000000000004,5.67221795059672,5.883062669953647,5.623608277192799,6.459653094878049,6.6429181061301055
185,182,666,6,4,short,5.560466367707238,6.174343441444956,25.0,30.3,5.635701203872781,5.851427761266547,5.655060139729432,6.690844191057439,6.691359073684768
186,177,145,6,4,short,5.229030121837179,4.855416417189568,20.200000000000003,36.6,6.143359719827693,5.659138908233262,6.082613078582526,6.057661801864715,6.025989380172955
187,192,278,6,2,short,5.430608702382189,6.011835522012026,25.0,29.700000000000003,5.520751332956936,5.896110889008993,6.067010858828381,6.648898944798838,6.716140442775349
188,185,120,6,1,short,5.734803947547569,6.509972051661594,25.0,30.5,5.787410120585551,5.7510848993614605,5.607393891046545,7.144869382218982,7.171406908389918
189,190,243,6,2,short,5.391467038538276,6.158554675516127,17.5,32.7,5.631329624389523,6.119513540898033,6.038394359311802,6.343238289201526,7.081145215274894
190,197,189,6,2,short,4.928253479865477,5.3691974104996705,17.1,38.0,5.576057920635888,5.818428061998606,5.300700414283362,5.833287446413571,6.369058922131702
191,212,146,6,2,short,5.464621454049054,6.018081864069139,25.0,29.400000000000002,5.781101741518203,6.107119366750375,5.247457067782048,6.8583854311053924,6.626535331686696
192,193,590,6,3,short,5.365158077746671,5.1286948976657705,18.8,38.2,4.850847879794367,6.128005960219652,6.157562454243268,6.38778116890618,6.097861031393046
193,191,127,6,0,short,5.019689979668144,5.762611122286704,15.8,33.0,4.921951919082202,5.212295705227537,5.371288632732789,5.835008532794235,6.421548741939457
194,209,68,6,1,short,5.314720217792139,5.638303347798074,19.0,32.6,5.035433377836376,5.6302121519729,5.872287045944485,6.305645866999248,6.318802914086623
195,176,610,6,0,short,5.817011647372647,5.819877372722489,13.200000000000001,33.800000000000004,5.5919691766114,5.995479826871085,6.6505161676997995,6.915563620010274,6.799424596363737
196,206,122,6,1,short,5.404333287076318,6.117731276705717,13.100000000000001,32.300000000000004,5.7785740574627,5.365986668014442,5.6656685631185075,6.382074179142949,6.801554619594788
197,201,320,6,0,short,5.538878793457994,5.186109676887855,12.5,25.700000000000003,5.695062571903906,5.792550367492471,6.278306018602148,6.428921664685227,6.116890506385863
