window_index,stage_name,original_trial_number,fit_status,usable,unusable_reason,elapsed_seconds,model,n_points,optimizer_success,optimizer_status,optimizer_message,nfev,cost,optimality,flags,cloud_variance_sum,normalized_3d_set_error,rms_3d_set_distance,mean_3d_set_distance,active_bounds,near_bounds,native_mse,native_mean_error,native_frac_inside,native_r_squared,native_hole_quality,native_frac_in_hole,R1,R2,minor_radius,R1_in,R2_in,center_x,center_y,center_z,direction_x,direction_y,direction_z,u_axis_x,u_axis_y,u_axis_z,v_axis_x,v_axis_y,v_axis_z
335,post_GO,589,returned,True,,0.03961858700495213,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,35,2.2013316248293187,0.30435812918100236,,778.705078125,0.0024307369644092367,0.0802383188729034,0.0643606613201369,0,0,0.006438187815549727,0.012696804889674621,0.8231292517006803,0.999387052018565,0.16958469664254916,0.09183673469387756,2.9159739872028068,0.9603709825014108,0.8047440459837077,0.4945045640375221,0.1628642217318645,0.06667639367570392,0.08640691817988538,0.11017304868279862,-0.4221796961440147,0.8041842010286074,-0.41839225014218645,0.5686269840760577,0.5943761961815444,0.5686653588810603,0.7059940914360039,0.0021698450608868217,-0.7082143987719137
336,pre_TC,530,returned,True,,0.03286047501023859,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,30,3.3557449316234664,2992804.850254967,,1277.36962890625,0.002633980423938199,0.10697711937752775,0.08534063684585885,0,0,0.011444104070313824,0.008361191380963582,0.9115646258503401,0.9997390742810802,0.11159411116283284,0.05102040816326531,5.604006902114237,1.8104671820101885,1.646765609741638,0.6253741691919302,0.20203747596594174,0.33410540295826685,0.48330968502572735,0.5118192335896493,0.41914361113835796,-0.7901981958286639,0.4471078667957707,-0.5706158066156136,-0.612310016537381,-0.5472422177485987,0.7061984384580572,-0.025753736741348333,-0.7075454123667675
337,post_TC,530,returned,True,,0.0536057980498299,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,44,2.2523433856546853,0.6049231682364176,,1221.666259765625,0.001535982992007892,0.07989062669917792,0.06574807763917336,0,0,0.006382512234387399,0.008685663519099397,0.8877551020408163,0.9996875220909035,0.1684081247840774,0.047619047619047616,4.430586747242497,1.0527172218138232,1.139967757501562,0.7461468057964625,0.17728613325360965,0.4152686366310874,0.3913492276253523,0.3658501971866922,-0.41152661959818065,0.8057269355582992,-0.42596941988536596,-0.5721240358975636,-0.59219941766954,-0.5674274731259857,-0.7094504414746953,0.01019583379108732,0.7046815706847063
338,pre_SC,530,returned,True,,0.13227464095689356,one_torus,294,True,2,`ftol` termination condition is satisfied.,89,2.355537237252282,0.36961364400741337,active_optimizer_bound;near_optimizer_bound,833.9267578125,0.0033356560092660166,0.09727044843838613,0.07865075567171387,1,1,0.009461540139404733,0.010964586778202405,0.8809523809523809,0.9994665202924938,0.2312614870777692,0.05442176870748299,3.643360038979813,1.2979074865015263,0.9496356623722807,0.842568860574422,0.300156015417795,0.30313602466367306,0.4034174921171079,0.4661760149980046,0.43614328018277776,-0.7859533298142126,0.4382424015368772,-0.556421998859413,-0.6182833478055931,-0.5550858140950851,0.7072295230934427,-0.001750765305741234,-0.7069818501799504
339,post_SC,530,returned,True,,3.994455688050948,one_torus,294,True,2,`ftol` termination condition is satisfied.,2176,2.327503646926102,0.005375964860311569,,952.5384521484375,0.00303579837134289,0.09917542146812357,0.07857340478230027,0,0,0.009835764223379945,0.011217921643740093,0.8707482993197279,0.9993864455105874,0.25002436630263203,0.07142857142857142,3.577350312584599,1.0723636605635385,0.871793045880739,0.8944247449467371,0.26811704467844444,0.07023012990365499,-0.013929017493733209,-0.09590355935825247,-0.42006296468497867,0.8002901873074987,-0.4278816679864142,-0.5665301240220378,-0.5995923904336325,-0.5652721326119455,-0.7089363330186251,0.004957966552326801,0.7052550561972392
340,pre_GO,530,returned,True,,0.028220965061336756,one_torus,294,True,2,`ftol` termination condition is satisfied.,26,2.6827040489225453,0.28008529008676214,,773.5901489257812,0.003942646325235697,0.10185344209367271,0.07851047039337948,0,0,0.01037412366632914,0.010669484195837508,0.8775510204081632,0.9992595257765197,0.20050546029666283,0.05442176870748299,3.555022889554015,1.3995920663122867,0.99029690088683,0.7128015008354006,0.2806258514835814,-0.2350379677736464,-0.2609706545961294,-0.23108977990893528,-0.4352505490709844,0.784457981793048,-0.44179478758131807,0.5577905422971542,0.6201496005924613,0.5516196006369402,0.7067012596957257,-0.006336220093495887,-0.707483697237895
341,post_GO,530,returned,True,,0.039921754971146584,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,37,3.3694698323374883,0.5884873908373792,,993.4890747070312,0.0038908715827977243,0.11466512035122922,0.09037848218365359,0,0,0.013148089825161883,0.012579982781482155,0.9081632653061225,0.999268811511021,0.17575943994741702,0.05442176870748299,4.808219032159102,1.3481858392836543,1.2685896497870508,0.8450898842369711,0.23695638805758273,0.36963053297246246,0.23631983797435546,0.04344446759505099,-0.42373190829565804,0.799338608966083,-0.4260387988292514,-0.5637521481550007,-0.6008808406050996,-0.5666795662826841,-0.708967407812959,6.007402424910852e-05,0.7052412431559042
342,pre_TC,531,returned,True,,0.04361208504997194,one_torus,294,True,3,`xtol` termination condition is satisfied.,41,3.1710515762086287,1424682.5873612072,,1201.9927978515625,0.0024619443290092385,0.10032666631261805,0.08024350472258927,0,0,0.010065439973403409,0.008235027536657105,0.9047619047619048,0.9997096112411052,0.14592656853926553,0.030612244897959183,5.360426880997693,1.4794811096941152,1.4604459221214159,0.7822287006497771,0.2158956015563672,-0.5960194969655156,-0.7324396500503892,-0.7691125099269096,0.4256422605012876,-0.7975385592614106,0.42750545325903644,0.5653778701290556,0.6032636907951631,0.5625129183712412,-0.7065242600519684,0.0022728524954396057,0.707685173009547
343,post_TC,531,returned,True,,0.059870304889045656,one_torus,294,True,2,`ftol` termination condition is satisfied.,46,2.722732703276123,0.10941412753396412,,1510.202880859375,0.0019087369065919177,0.0990186537627404,0.07486712046852119,0,0,0.009804693792985462,0.010957597924440725,0.8809523809523809,0.9996829513113863,0.1783461547816419,0.06462585034013606,5.096550715770721,1.4133754242995618,1.337226461269006,0.908950222807511,0.2520700721867479,-0.5783968156128602,-0.6986196289527408,-0.7640204341114866,-0.42523311285843024,0.8022702716985084,-0.41897399785325423,0.5657663338785262,0.5969413204535109,0.5688317109504981,0.7064596628093301,0.004844696384202936,-0.7077367262890012
344,pre_SC,531,returned,True,,0.03553312609437853,one_torus,294,True,2,`ftol` termination condition is satisfied.,30,2.9284296040854154,0.005945826665260427,,1314.60693359375,0.002499481980025442,0.10571808779092792,0.08680737794938437,0,0,0.011176314086170343,0.00902753830656537,0.9047619047619048,0.9996525546553382,0.16610239748287903,0.04421768707482993,4.394423272256529,1.3647877994544975,1.2006480762724165,0.729924241076534,0.2266945255448263,-0.023692517922285213,0.0614485504537922,0.10524963332894037,0.4274012979799655,-0.7968356912647652,0.4270608991832304,0.5638536764960097,0.6041960419382383,0.5630418940062097,-0.7066803817747145,0.00015502177680405048,0.7075329066417989
345,post_SC,531,returned,True,,0.024474852019920945,one_torus,294,True,2,`ftol` termination condition is satisfied.,23,3.759039890634147,0.028026165473704765,,1909.38134765625,0.0017141049862922121,0.1055094554996521,0.07980144861596551,0,0,0.011132245199833067,0.010325691119823942,0.8979591836734694,0.9996893090936732,0.08806957128471402,0.05102040816326531,6.842405887312345,1.6046951946922148,1.9257921277784165,0.6026077530516895,0.1413248178392047,-0.08525865833176303,0.05034095686428457,0.17278426516078188,0.40218397825537716,-0.8074019654671521,0.43168288568596913,0.5736977736668674,0.5896945943998567,0.5684462593977274,-0.7135256912842274,0.01903553241916601,0.700370427974286
346,pre_GO,531,returned,True,,0.04292634595185518,one_torus,294,True,2,`ftol` termination condition is satisfied.,38,2.3779345315237252,0.11312552434482061,active_optimizer_bound;near_optimizer_bound,775.1378173828125,0.002595353978526165,0.08272068028268693,0.06639702563168413,1,1,0.0068427109464305105,0.010710955927203608,0.8775510204081632,0.999313208285396,0.1562191445661996,0.06462585034013606,3.677243903350611,1.155382735909132,1.0194194599166382,0.5744558969428614,0.18049290265032897,0.060786255598450786,0.09020974986536379,0.10632828968945084,0.43300100049567425,-0.791399043245352,0.43150630113538624,-0.5594713679021991,-0.6112991491285897,-0.5597366691313912,0.706754499147802,0.0009511171933760475,-0.7074582484559949
347,post_GO,531,returned,True,,0.053074366063810885,one_torus,294,True,2,`ftol` termination condition is satisfied.,41,3.4446288536172056,0.39267910093837,,928.4814453125,0.004514126185870053,0.11939875461382364,0.09586800798592819,0,0,0.014256062603332073,0.013780437454920205,0.8571428571428571,0.9993066657363685,0.19106954626707187,0.07142857142857142,4.085780755130295,1.585872463271463,1.1469932528443225,0.7806682750296708,0.3030119319947962,0.23161250610797599,0.31641362468081824,0.32810580636340575,-0.43820438404349094,0.7874983256196612,-0.4333858615031241,-0.555260170961162,-0.6163033565933846,-0.5584409684057112,-0.7068684887215838,-0.004069373034501109,0.7073332876753151
348,pre_TC,91,returned,True,,0.04706304694991559,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,43,3.709641953608221,0.27876916945466396,,1969.94140625,0.001934447604909784,0.11384959100146308,0.08932878617113663,0,0,0.012961729371200425,0.0077035416868488655,0.9183673469387755,0.9998404048259708,0.12051572520831313,0.034013605442176874,7.517187272194147,1.7084922772656912,2.028460022004259,0.9059392756352993,0.20590018580750455,0.9304481799281146,0.8751514238880044,0.7237016335233611,-0.42231828845821523,0.8023959835520665,-0.42167279828436793,0.5667161093628005,0.5967912764524544,0.5680431530587623,0.7074461920321031,0.0009262445023426169,-0.706766600405253
349,post_TC,91,returned,True,,0.033482584985904396,one_torus,294,True,2,`ftol` termination condition is satisfied.,27,1.9717669897462828,0.21550807527544513,,495.016845703125,0.0034851241425016125,0.07660294216266136,0.05944366589144404,0,0,0.005868010747976043,0.013236919263338054,0.826530612244898,0.99885599092605,0.21387908335601546,0.10204081632653061,2.9418902789627532,0.9595393237054998,0.766748853867815,0.6292087961987402,0.20522539099825304,-0.028374679184507413,-0.005717040174944624,-0.002631486366441236,-0.43491697566053117,0.7890145694849312,-0.4339392047535295,-0.5580579350009539,-0.6143743400436662,-0.5577772955906154,-0.706695525288662,-0.0004235979696699307,0.707517671227894
350,pre_SC,91,returned,True,,0.03385563299525529,one_torus,294,True,2,`ftol` termination condition is satisfied.,31,3.0585851421645383,0.08284154328544024,,979.964111328125,0.002772498188706144,0.09613179593298035,0.07959097672657384,0,0,0.009241322189300178,0.009579563329073212,0.8673469387755102,0.9996537418567625,0.09890587902104159,0.08163265306122448,4.427551329187605,1.3460726244118737,1.300644650332913,0.43791085612418007,0.13313449614364678,0.2182437362716736,0.15338481668042225,0.04453444122782521,0.43221945611302015,-0.7934977538430541,0.42842462161148187,0.5611384854175243,0.6085696003224516,0.5610406774421072,-0.7059107181074539,-0.0020871531746655117,0.7082977494321469
351,post_SC,91,returned,True,,0.04197665199171752,one_torus,294,True,2,`ftol` termination condition is satisfied.,33,2.9580656758029042,0.29878730091630445,,1611.5289306640625,0.0015637407280887927,0.09258225655685379,0.07454616888268994,0,0,0.008571474229159097,0.007630633320752405,0.8809523809523809,0.9998412500175871,0.10610530462071507,0.05782312925170068,5.504516815566036,1.341732208081631,1.5299564213710315,0.5840584335055888,0.14236490465795199,-1.084621715974654,-1.0360808231057737,-0.9039768437009764,-0.43057037805445747,0.8045058339944815,-0.4091204133388141,0.5662933378684812,0.593769171649688,0.5716205264703302,0.7027951373096709,0.01444070172625099,-0.7112457107818186
352,pre_GO,91,returned,True,,0.03526686900295317,one_torus,294,True,3,`xtol` termination condition is satisfied.,32,2.3691771073157994,102518.95160024955,,779.88330078125,0.0028360242771959163,0.08673534643426797,0.06857348233856027,0,0,0.007523020321072482,0.009588856994816092,0.891156462585034,0.9995397219103334,0.17650925714930563,0.047619047619047616,3.3850210671626204,1.266736356770999,0.9576697941490215,0.5974875539998005,0.22359069333773288,0.1839256139335216,0.13915197362423068,0.08078930820507398,0.42850183138408926,-0.7931476522507962,0.43278514557334435,0.5628262355465873,0.6090155286482798,0.5588619815694333,-0.7068329428367057,0.004109451690085052,0.7073685767162755
353,post_GO,91,returned,True,,0.0410696140024811,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,37,2.3892629120967928,0.41504016851788655,,844.3871459960938,0.0028859196808597156,0.0910414700098144,0.0713841665385662,0,0,0.008288549261547935,0.009014711887414147,0.8707482993197279,0.9994489328539438,0.18456151401810522,0.07142857142857142,3.613191598647295,1.115086297685512,0.96390494227176,0.6668561118840273,0.20580201536173864,-0.10917766713268076,-0.1014039044864318,-0.12020437896178879,0.42720904870952026,-0.7910002095579608,0.4379624380919157,-0.5669337027267326,-0.6116864501518237,-0.5517480071656058,0.7043284783476582,-0.012583925414088634,-0.7097626641403766
354,pre_TC,96,returned,True,,0.03044622705783695,one_torus,294,True,2,`ftol` termination condition is satisfied.,28,2.967259354911905,0.16775210612665872,,787.5572509765625,0.0037059764898459413,0.09963656161246853,0.07397549052036809,0,0,0.009927444409955239,0.01212848323958441,0.8707482993197279,0.9991973472213704,0.17179178307684506,0.06462585034013606,3.9063077604365,1.5569367947171002,1.1311760079096644,0.6710715754124754,0.26746894810246696,0.6474564945075058,0.5435665931741304,0.26461691179016344,0.4357227378927321,-0.7832055068984974,0.44354800151349705,-0.5530072139243909,-0.6217523670776396,-0.5546233094442886,0.7101610500647914,-0.003623257668518021,-0.7040299389747147
355,post_TC,96,returned,True,,0.03280648204963654,one_torus,294,True,3,`xtol` termination condition is satisfied.,33,2.767316206410332,0.9927069136042932,,1035.246337890625,0.0033807250925362805,0.10910712565603682,0.08827339018211618,0,0,0.011904364868922207,0.015457159109632858,0.8571428571428571,0.9992140216404856,0.21874842644191966,0.07142857142857142,3.9103716732461424,1.3309771263140544,1.0237029993057165,0.8553876503258688,0.29114915201146196,0.5366594538178755,0.5054372850002914,0.4276251592580116,0.4407662070424424,-0.7881022477430695,0.42967429272790897,-0.5576785257650223,-0.6155166353742642,-0.556896699106842,0.7033632152936772,0.005841119652151667,-0.7108066324190776
356,pre_SC,96,returned,True,,0.03843052405864,one_torus,294,True,2,`ftol` termination condition is satisfied.,22,1.4463629061864138,0.0004656459937100096,,815.0374145507812,0.002404831759448414,0.0816502383792139,0.06747909431314811,0,0,0.006666761427382454,0.01237026751415353,0.8163265306122449,0.9995253749330424,0.32878086706907633,0.10884353741496598,3.351831978987925,1.006720141400388,0.7313858937702137,1.1020182243218368,0.3309903209856214,0.33884863040018853,0.3816726224502808,0.37478025683614974,-0.42878669987803636,0.7968252311515197,-0.42568946076621766,0.5604835585926946,0.6041947538166857,0.5663981638438319,0.7085196867788717,0.004272055665922367,-0.7056781157051399
357,post_SC,96,returned,True,,0.10272896802052855,one_torus,294,True,2,`ftol` termination condition is satisfied.,64,1.495349091088106,0.00010415445713501107,near_optimizer_bound,1099.237548828125,0.0018936907817801699,0.08414467645382288,0.06947158958026589,0,1,0.007080326575518536,0.01106519003577055,0.826530612244898,0.9996105068747889,0.34756615492979454,0.05102040816326531,4.622695456283834,1.1593272723699724,0.9430968302846223,1.6066924851523519,0.4029429223629651,-1.2282294846009034,-1.365819411928626,-1.3854336865819628,-0.4232279051817865,0.8021390457049526,-0.42124944110414186,0.5657026078052988,0.5971325322798927,0.5686943805008865,0.7077137131609093,0.0023854239789068313,-0.706495300730613
358,pre_GO,96,returned,True,,0.03884657705202699,one_torus,294,True,2,`ftol` termination condition is satisfied.,36,2.317813496389731,0.4751731570843162,,867.7392578125,0.0015602826924864357,0.06786136692506517,0.05370202840488027,0,0,0.004605165120938329,0.008372002337625776,0.8741496598639455,0.9997182180941927,0.12000492149833943,0.061224489795918366,3.786773052696822,1.553826082693798,1.1749252388484501,0.4544314029210293,0.1864667770757907,-0.09832609132983382,-0.053550229632190395,0.02993102512495519,0.44057436488733803,-0.7847698992750648,0.43592480337254874,-0.5547141399764057,-0.6197810797491959,-0.555124883330911,0.7058232441005616,0.0027601405094873424,-0.7083826153356158
359,post_GO,96,returned,True,,0.033783357008360326,one_torus,294,True,3,`xtol` termination condition is satisfied.,33,1.8204324251332722,0.18771155565061015,,634.8878173828125,0.0027906028007550366,0.07762897368653619,0.06013379912761845,0,0,0.006026257555624928,0.014986481113569311,0.7857142857142857,0.9990984339057513,0.23381750001071266,0.09523809523809523,2.9267165415529988,0.7074563981007469,0.6961099270742584,0.684317544986155,0.16541568637055665,-0.2729082357339338,-0.24198940025487484,-0.1998209132705297,-0.4170023875256922,0.8070811877668367,-0.41800593913252115,-0.5709274603139465,-0.5904399762024372,-0.5704581225291937,-0.7072134358562263,0.0007686701469790244,0.7069996925661542
360,pre_TC,197,returned,True,,0.04202960408292711,one_torus,294,True,3,`xtol` termination condition is satisfied.,38,2.5434005448273878,580488.0317136274,,726.98291015625,0.0033416711870401907,0.09090134153197156,0.077123871168248,0,0,0.008263053892312137,0.01334446535954384,0.826530612244898,0.9994562943788037,0.16348174516750646,0.10884353741496598,3.4715788841628705,1.1792698999507514,0.9726299770940833,0.5675397744697743,0.1927891012675151,0.2601860144274705,0.29091737835438025,0.3004609613971169,0.43812819925214713,-0.7886882123316442,0.43129408151354226,-0.5524719740940107,-0.6147366608024419,-0.5629152295897937,0.7090968896131268,0.008351143242937804,-0.7050615998233948
361,post_TC,197,returned,True,,0.0328869839431718,one_torus,294,True,2,`ftol` termination condition is satisfied.,29,3.250533585144215,0.044846983282063296,active_optimizer_bound;near_optimizer_bound,1397.415771484375,0.0020950996247362996,0.09979102754435815,0.08138127121638307,1,1,0.009958249178358846,0.007910315792503212,0.9047619047619048,0.9997409909739141,0.0991207167948666,0.03741496598639456,6.0191999218542795,1.6757174562792803,1.7330479129838896,0.5966274107859003,0.16609831541210038,-0.3971828859177893,-0.3713489942199089,-0.31251346987335504,-0.43155474912036057,0.7939085952077368,-0.4283335627365759,0.5576201566827592,0.6080162450739962,0.5651336183463281,0.7090982015003764,0.005038668519278149,-0.7050917333556568
362,pre_SC,197,returned,True,,0.03618516004644334,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,33,1.9504976274828978,7060290.1396920765,,782.1890869140625,0.00265108404399899,0.08398349788722892,0.06860917375704594,0,0,0.007053227917374185,0.009434733886131154,0.8503401360544217,0.9994887917959259,0.23324826291100648,0.06462585034013606,3.1534702001235426,1.261991114539575,0.8463906582667174,0.7355414463206735,0.2943572352755742,0.12870419230125257,0.13980172048824538,0.08123000373130863,0.4353221850148497,-0.7876473342088232,0.43601177982595496,-0.5558819909486576,-0.616126105873059,-0.558017771938006,0.7081594505272893,0.0005464195104514026,-0.706052330958978
363,post_SC,197,returned,True,,0.04385714000090957,one_torus,294,True,2,`ftol` termination condition is satisfied.,37,2.4583416691221416,0.1956890014879468,,671.4776000976562,0.0033351866000825166,0.0872774739719791,0.07425025004276435,0,0,0.00761735746292949,0.014169719862764784,0.8231292517006803,0.9992822354289976,0.17080435702848204,0.11564625850340136,3.4200646630726736,1.5101226345521082,1.0220224565559364,0.5841619457721309,0.2579355256289056,-0.11949702519601454,-0.1329531140791904,-0.10532316461685402,0.44513978927615805,-0.777002398748181,0.4451043027675261,0.5492330704435252,0.6294976064749367,0.5496142263183362,-0.707243665459533,-0.00018915800989005563,0.7069698451027537
364,pre_GO,197,returned,True,,0.03235628199763596,one_torus,294,True,3,`xtol` termination condition is satisfied.,34,5.464065254728433,0.6838470768941416,,2689.24755859375,0.002602872397563086,0.15430079556447057,0.12360101365094026,0,0,0.02380873551182854,0.008345088900203832,0.9387755102040817,0.9998002037520802,0.11234167736343031,0.030612244897959183,7.7951694870603365,2.211434328614579,2.2206112895776373,0.8757224155087012,0.248436241855665,0.24681218883944406,0.09841661090725057,-0.08402284256804052,0.44033140275079413,-0.7998944426862536,0.40777093607920223,-0.5604413068263883,-0.5997004434565765,-0.5711960431574398,0.7014369518015046,0.022983878627173833,-0.7123608242798485
365,post_GO,197,returned,True,,0.03431165695656091,one_torus,294,True,2,`ftol` termination condition is satisfied.,31,1.1792336492669186,0.06656440634409508,,518.2495727539062,0.002587746113272286,0.06753931376167341,0.04807360986235747,0,0,0.004561558903397767,0.014082667344608163,0.8299319727891157,0.998743734748662,0.3254895668276317,0.08503401360544217,2.8555918707606014,0.52954251632898,0.5708271154455219,0.9294653610507001,0.17236056425679414,-0.1932993051902298,-0.18817959396652323,-0.17435367302223323,0.4200054893355428,-0.8094158531978993,0.41041608828020815,-0.5681936506063948,-0.5871676537456306,-0.5765328453812752,0.7076378765560947,0.008951144374850615,-0.7065185862208877
366,pre_TC,281,returned,True,,0.02862312097568065,one_torus,294,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,28,2.753632938710168,0.4347857257187128,,1146.082275390625,0.0020578690800126314,0.08956598444906165,0.06666349552923145,0,0,0.008022065570329555,0.012430151220023106,0.8843537414965986,0.999259167882972,0.14737614724346987,0.06802721088435375,5.113693878612678,1.1697537502405853,1.3393543314766432,0.7536365020126,0.17239380093409132,0.2672911427835247,0.36487828607148165,0.4154061740493261,-0.40793325281603593,0.80050202852277,-0.43907512293167716,0.5717768994556875,0.5989139516408228,0.5606899818766291,0.7118016848069668,-0.022328924289706047,-0.7020254843266219
367,post_TC,281,returned,True,,0.045540808932855725,one_torus,294,True,3,`xtol` termination condition is satisfied.,42,2.0952153390412556,0.450874824768105,,724.5252075195312,0.002988679802610866,0.08582084357044675,0.0685692677098295,0,0,0.007365217191143092,0.011712715767099474,0.8435374149659864,0.9993273444538042,0.2203282933335223,0.07142857142857142,3.0209628442691137,0.8775435759178086,0.7598887885192686,0.6656035877020174,0.19334767840783104,-0.15042028224188655,-0.20817218251248013,-0.2501751286610989,0.41840530973276974,-0.8015674059617949,0.42711437635186417,-0.5672090329707221,-0.5978811292224036,-0.5664027438441324,0.7093736037533943,-0.005277216906840854,-0.7048129122523513
368,pre_SC,281,returned,True,,0.03514242707751691,one_torus,294,True,2,`ftol` termination condition is satisfied.,21,0.8340843457031023,6.685530648189934e-05,,644.4976196289062,0.002282084714380113,0.0707298724094191,0.05740684053619029,0,0,0.005002714851052705,0.007481751981983713,0.8537414965986394,0.9997289404419716,0.44437112703632303,0.06802721088435375,2.60172954372647,0.9462654414337135,0.49284211372118103,1.1561334895898743,0.42049304068558463,0.47683957688163703,0.46956978539230737,0.4159953458894561,-0.4304389262342344,0.7969023460801028,-0.42387378026197653,0.5628107698969322,0.6040929074550246,0.5641948213592158,0.7056673211000846,0.004290684484412123,-0.7085303253609442
369,post_SC,281,returned,True,,1.4035642379894853,one_torus,294,True,2,`ftol` termination condition is satisfied.,778,2.004545128242456,0.027020159582664,,781.0880737304688,0.0026129102721023064,0.0833179520077055,0.07150320549214516,0,0,0.006941881126758318,0.012575472903522286,0.8333333333333334,0.9994547532711563,0.25002481365214285,0.08843537414965986,3.633874992107033,1.0519993186417589,0.8785723648515349,0.908558917736993,0.2630259336056594,-0.3995231524086279,-0.3891512957390066,-0.31587136283963746,-0.4253198067111854,0.7988727899992459,-0.42532966910084025,0.5666269639228003,0.6014981773292475,0.5631463632335937,0.7057173271027514,-0.0014859567082797435,-0.7084919520768104
370,pre_GO,281,returned,True,,0.02796229301020503,one_torus,294,True,2,`ftol` termination condition is satisfied.,25,3.5551518908786264,0.04715880603060636,,1391.8946533203125,0.0023156751706367865,0.10470522095559685,0.08686383945266443,0,0,0.010963183295360357,0.007689557136953705,0.9149659863945578,0.9997729446200655,0.08276813200849945,0.05102040816326531,5.670061827360714,1.5702122267254017,1.6602525238499242,0.46930042582342796,0.12996353286299084,0.3580011780041789,0.3533310264652024,0.33148290819526316,-0.42227609085906015,0.8011833458215509,-0.4240143269591527,-0.5664866649210474,-0.5984181945588756,-0.5665584902598538,-0.7076551148361139,0.0009543574478911316,0.7065573774621197
371,post_GO,281,returned,True,,0.345331210992299,one_torus,294,True,2,`ftol` termination condition is satisfied.,207,2.8045918667642593,0.03888442108239622,,1123.1141357421875,0.0032512232436883895,0.11144527932492032,0.09010989644930091,0,0,0.012420050283809513,0.009728029321637275,0.8707482993197279,0.9994895286585899,0.22731161939720132,0.06462585034013606,3.7370038710925764,1.2994000932959113,0.9728927058261374,0.8494644016318911,0.29536873945204717,-0.41440397372406124,-0.5202147583844545,-0.5603611267798216,0.42955282180380383,-0.7973348380467542,0.42395934866070656,0.5647617226906384,0.6035326870699362,0.5628432217053386,-0.7046478339299443,-0.002334882016251164,0.7095533654784593
372,pre_TC,401,returned,True,,0.03944380197208375,one_torus,294,True,2,`ftol` termination condition is satisfied.,35,5.418312739355843,0.17603396231029692,,2212.37060546875,0.0029759002945807557,0.1496457760430888,0.11429419291380565,0,0,0.02239385828753829,0.008672614088608983,0.9387755102040817,0.99976091284992,0.1659357821429139,0.027210884353741496,8.007381140545895,2.49125269611677,2.189133704885942,1.3287110524730672,0.41338796464583083,2.27310435177167,2.2573893872542015,1.9175145935643811,0.43242880635271896,-0.7965475778525578,0.42251305737614314,-0.5610886198713674,-0.6045299995858449,-0.5654405718106746,0.7058221362960603,0.007445523290677839,-0.7083499672445774
373,post_TC,401,returned,True,,0.03368670307099819,one_torus,294,True,2,`ftol` termination condition is satisfied.,21,2.2110755644263946,0.0007385222770583538,,732.5743408203125,0.002488969226634946,0.07875206488004756,0.06283943455001205,0,0,0.006201887722871219,0.009303152378150074,0.8877551020408163,0.9994503853469661,0.1723735414445401,0.03741496598639456,3.4959192729141555,0.9797260257807082,0.9260406170772507,0.602603985676607,0.16887884470925377,0.03972502402005516,0.06169178754747115,0.10364765883744283,0.4245485660588158,-0.7958548288463512,0.4317100953866799,-0.5682267743310776,-0.6054248333261797,-0.5572962444905459,0.7048949198206492,-0.008709913479312959,-0.709258267076404
374,pre_SC,401,returned,True,,0.037784844054840505,one_torus,294,True,2,`ftol` termination condition is satisfied.,34,2.982956772228282,0.11613412112299126,,1960.8016357421875,0.0013918837940367608,0.09634843266273574,0.0777777770875654,0,0,0.009283020476565724,0.00923992456381083,0.891156462585034,0.9997944198055576,0.14870660520426826,0.05782312925170068,6.260550433918206,1.7723658840379228,1.7095921506056777,0.9309852017382337,0.2635625137951834,-0.4563539908974913,-0.7020941827689388,-0.9013943815754623,-0.41411419054754656,0.8047405497188895,-0.42532585722592775,-0.5722657638982575,-0.593557437052766,-0.5658634679737645,-0.70782860401045,0.009067334590695147,0.7063260230134792
375,post_SC,401,returned,True,,0.03665314195677638,one_torus,294,True,2,`ftol` termination condition is satisfied.,24,2.671522822038182,0.0005515431693324793,near_optimizer_bound,1574.4820556640625,0.0013364197053297843,0.08459927238066989,0.06490544909844495,0,1,0.007157036887338774,0.00900908506847712,0.8775510204081632,0.9997474502786028,0.12098478179295151,0.05102040816326531,6.417887883467951,1.199022160057713,1.6738449609932566,0.7764667651531184,0.14506343439951838,0.6952427779250798,0.6596435614234485,0.5868544239810624,-0.4241742106965407,0.8059113230996057,-0.4130171646305973,-0.5678139102060623,-0.5919808978335649,-0.5719667647465788,-0.7054527640847205,-0.008096659749914872,0.7087106897346208
376,pre_GO,401,returned,True,,0.14659270900301635,one_torus,294,True,2,`ftol` termination condition is satisfied.,84,2.573721470448154,0.008006769340197228,,507.5851135253906,0.005282734668242587,0.0955014954526291,0.07754624744203827,0,0,0.009120535633688538,0.013687872779835311,0.8571428571428571,0.9987952625300925,0.20317621061169425,0.09183673469387756,2.836817258238661,1.1734052535639439,0.7988601745361386,0.5763737807269904,0.23840803293106042,0.062122453284419,0.027692586030086737,-0.016569604465862284,-0.4375529034386723,0.7873369051585764,-0.43433633795366205,-0.5556444445843813,-0.6165169001388331,-0.5578226985734074,-0.7069700898150856,-0.0027403680997140027,0.7072381370426286
