n_trials,n_windows,features,usable_fits,macro_f1,macro_f1_ci_low,macro_f1_ci_high,accuracy,accuracy_ci_low,accuracy_ci_high,permutation_p,null_macro_f1_median
198,1188,15,1177,0.29347651629606936,0.2679050210203793,0.3184881353382241,0.30976430976430974,0.2844907407407407,0.335016835016835,0.000999000999000999,0.16216844840576095
