stage_name,f1,ci_low,ci_high
pre_TC,0.24552429667519182,0.19289340101522842,0.3010257621567145
post_TC,0.21212121212121213,0.15772488289838446,0.2709782091540584
pre_SC,0.2871046228710462,0.23383084577114427,0.34259585289514866
post_SC,0.24864864864864866,0.1925082270670506,0.3028720626631854
pre_GO,0.2,0.14730878186968838,0.25135167644996764
post_GO,0.5674603174603174,0.5217391304347826,0.6114431023521932
