window_index,stage_name,feature,value,plotted_x
46,pre_GO,R2,0.9638639045757588,3.967462383419361
52,pre_GO,R2,1.1281380902718574,3.8530129810142357
58,pre_GO,R2,1.6653380518251846,4.16060980323276
64,pre_GO,R2,1.089935674351529,3.810008858000376
70,pre_GO,R2,1.0636039996322832,4.218069617891954
76,pre_GO,R2,1.2120786852545349,4.18672258544221
82,pre_GO,R2,0.9968443568511696,4.215170409928547
88,pre_GO,R2,1.5819388173579347,4.032870623288021
94,pre_GO,R2,1.1495957072481164,3.8984370495609735
100,pre_GO,R2,1.104214345073158,3.837600840098445
106,pre_GO,R2,0.8762735180525493,4.0604150762247055
112,pre_GO,R2,1.412064778197337,4.104193744061627
118,pre_GO,R2,1.7310472450438128,4.180984462638113
124,pre_GO,R2,1.104861263323616,4.126973550946739
130,pre_GO,R2,1.0273353898558872,3.780737187848944
136,pre_GO,R2,1.4911167374688497,4.165796312650521
142,pre_GO,R2,1.198090741927484,3.92683069473951
148,pre_GO,R2,1.4583573495018924,4.124078792354744
154,pre_GO,R2,0.9653984464694064,3.8409399260328585
160,pre_GO,R2,1.2925289351805294,3.7921918272374717
166,pre_GO,R2,0.9940849581736484,4.178971792146205
172,pre_GO,R2,1.1225535981092591,4.199679309018281
178,pre_GO,R2,1.2159886460101492,3.999684952943618
184,pre_GO,R2,1.5324636235252411,4.198922218078085
190,pre_GO,R2,1.6399316235218324,4.07909213519372
196,pre_GO,R2,1.2011252858641188,4.086197504733081
202,pre_GO,R2,1.4901763216286492,3.842416372703076
208,pre_GO,R2,1.117224631758151,4.101442108433023
214,pre_GO,R2,1.2590532894514008,3.780825825628342
220,pre_GO,R2,1.552257476925865,3.9610475370160287
226,pre_GO,R2,1.5136850080253474,3.977620110583383
232,pre_GO,R2,1.1149544711243025,4.2115572490760425
238,pre_GO,R2,2.0874795297073625,4.218191623236082
244,pre_GO,R2,1.4324241296959024,3.92999874900205
250,pre_GO,R2,1.3781007938776508,3.8513640511692304
256,pre_GO,R2,1.1306797381540774,4.1137157307916015
262,pre_GO,R2,1.698037412416303,3.789662598505812
268,pre_GO,R2,1.4600045180169214,4.052121975002112
274,pre_GO,R2,1.0134911971404372,3.9692669010132895
280,pre_GO,R2,1.2342964346108096,3.8636560357811027
286,pre_GO,R2,1.291756252554812,3.954867546558919
292,pre_GO,R2,1.1785966175183702,4.176498902077799
298,pre_GO,R2,1.22797343887457,3.9193531876757204
304,pre_GO,R2,1.611996282950993,3.8105584794933116
310,pre_GO,R2,1.152196215221173,4.037434835673748
316,pre_GO,R2,1.398717311571818,4.00866253709379
322,pre_GO,R2,1.0198085952395648,3.9891952904466237
328,pre_GO,R2,1.1165621250628348,4.083333988950678
334,pre_GO,R2,1.2909358176627974,4.128602427470752
340,pre_GO,R2,1.3995920663122867,3.818419859053842
346,pre_GO,R2,1.155382735909132,4.2062797308671875
352,pre_GO,R2,1.266736356770999,4.1309651211712
358,pre_GO,R2,1.553826082693798,4.21138887953147
364,pre_GO,R2,2.211434328614579,4.192012371706014
370,pre_GO,R2,1.5702122267254015,4.080576586148432
376,pre_GO,R2,1.173405253563944,4.194122766406406
382,pre_GO,R2,0.9953318682309624,3.8579007427433196
388,pre_GO,R2,1.44379510606652,4.041882545557076
394,pre_GO,R2,1.2405862486145862,3.9154564126621585
400,pre_GO,R2,1.1913890695496467,4.059222017123811
406,pre_GO,R2,1.2669494914729666,4.1142810523208455
412,pre_GO,R2,0.8793736441855456,4.132106820010399
418,pre_GO,R2,1.3023369296090768,3.8870950764166476
424,pre_GO,R2,1.0315523318523214,4.066085019764962
430,pre_GO,R2,1.4631805809889382,4.174287163430974
436,pre_GO,R2,1.2649282258862005,3.8830165214186176
442,pre_GO,R2,1.6101861248144398,4.050770032746293
448,pre_GO,R2,1.031922236713022,3.8235182638534964
454,pre_GO,R2,1.7802214056102428,3.783121665043668
460,pre_GO,R2,0.8873375268510897,3.8417969052752188
466,pre_GO,R2,1.397125130295829,3.8209011330371094
472,pre_GO,R2,1.3111152490969946,3.8033744003616246
478,pre_GO,R2,1.3309714958057446,3.871477925129837
484,pre_GO,R2,1.0918765573327296,4.198295441521441
490,pre_GO,R2,1.6330483471749333,4.036336736300173
496,pre_GO,R2,1.3791555960442288,3.94322133579336
502,pre_GO,R2,1.166480868972767,4.139001306032682
508,pre_GO,R2,1.2790179414850262,3.8252848354954314
514,pre_GO,R2,1.371990499663555,3.8759628373860444
520,pre_GO,R2,1.3745743173227245,3.773392064461047
526,pre_GO,R2,1.1642441597487938,4.091419481919396
532,pre_GO,R2,1.3337959033081028,4.062488852052362
538,pre_GO,R2,0.8946110440570876,3.8382444052074054
544,pre_GO,R2,1.1235120641125096,3.938412429141739
550,pre_GO,R2,1.295929041627404,3.836350295202063
556,pre_GO,R2,1.4239525377926674,3.828020259022382
562,pre_GO,R2,1.4255221548726276,3.963394605500377
568,pre_GO,R2,1.3113250365251976,4.079137721121181
574,pre_GO,R2,1.424972354219428,4.09849241721948
580,pre_GO,R2,1.4210265472039625,3.9453697407740784
586,pre_GO,R2,0.9607391450217256,4.01417280258088
592,pre_GO,R2,1.0536170069740345,4.1665733567437915
598,pre_GO,R2,1.2182121623152828,3.9806509559762135
604,pre_GO,R2,1.6741566352856605,4.149785170658234
610,pre_GO,R2,1.3886824619459426,3.9012611686826353
616,pre_GO,R2,1.0593146624879346,3.8896810347693225
622,pre_GO,R2,1.4231852668910585,3.822865491657055
628,pre_GO,R2,1.0017098593259253,3.970194344909666
634,pre_GO,R2,1.3599692466323066,3.8931860949381463
640,pre_GO,R2,1.3000011776247329,3.9770105767627633
646,pre_GO,R2,1.3593828642390329,4.04093878589799
652,pre_GO,R2,1.184291894038221,4.099188809535061
658,pre_GO,R2,1.090405557403573,4.0284874290417
664,pre_GO,R2,1.593660316691215,4.221416783897219
670,pre_GO,R2,1.5677310827472533,3.9120253736352564
676,pre_GO,R2,1.1870922764158918,3.9795785303769238
682,pre_GO,R2,1.1107021432038062,4.128084444632281
688,pre_GO,R2,1.2329660926995285,3.9716709790429947
694,pre_GO,R2,1.4633728596210174,4.145147416408355
700,pre_GO,R2,1.2923732981670752,3.7743939884829105
706,pre_GO,R2,1.203626353582419,4.228329219089258
712,pre_GO,R2,1.228981586861635,3.7702156280162535
718,pre_GO,R2,1.425549340581416,4.039017476712489
724,pre_GO,R2,1.383107250462008,4.068362248125991
730,pre_GO,R2,1.1964961472216906,3.929481824639439
736,pre_GO,R2,1.355442652755202,4.021009771662074
742,pre_GO,R2,1.399082350004002,4.03182057569164
748,pre_GO,R2,1.5060445830468596,4.104605584823782
754,pre_GO,R2,0.8618785624516536,3.8993761296725213
760,pre_GO,R2,1.2191125030096683,4.186983617596535
766,pre_GO,R2,1.0239385358264848,4.124199715262476
772,pre_GO,R2,1.226775940357763,4.0915784856161315
778,pre_GO,R2,1.3626286589985666,4.155109782132275
784,pre_GO,R2,1.1441479748656045,3.8711653753185846
790,pre_GO,R2,0.8511392305548027,3.9137313754094416
796,pre_GO,R2,1.6500543901809437,3.952461061661724
802,pre_GO,R2,1.140389203402062,3.9852403821925884
808,pre_GO,R2,0.92176407435488,4.044768405862843
814,pre_GO,R2,1.266789663134999,3.8380110621545467
820,pre_GO,R2,1.16409286765568,3.9618144766463286
826,pre_GO,R2,1.5834061591134876,4.125348277926661
832,pre_GO,R2,1.140568461090402,4.221758748402763
838,pre_GO,R2,1.3314962296030242,3.8910715067450794
844,pre_GO,R2,1.1714799671476008,3.85161014765287
850,pre_GO,R2,1.3522802009528982,4.048277039147883
856,pre_GO,R2,1.120409922253962,4.212699666346754
862,pre_GO,R2,0.9947774886929176,3.8512478251501943
868,pre_GO,R2,0.9344320487641872,3.779337799487953
874,pre_GO,R2,1.5341138122474374,4.158266831189864
880,pre_GO,R2,1.424649846977584,4.12110314462763
886,pre_GO,R2,1.293736148991095,3.811508104856212
892,pre_GO,R2,0.9713844856218504,3.8602890246069594
898,pre_GO,R2,1.105441585698415,4.162468394116383
904,pre_GO,R2,1.129937190604524,3.974113358808577
910,pre_GO,R2,1.4918811467695032,4.1280414155083625
916,pre_GO,R2,1.157264541418794,4.1589883088939565
922,pre_GO,R2,1.1714407239335003,4.161161461840887
928,pre_GO,R2,1.0210774727770668,3.971456591392563
934,pre_GO,R2,1.134617059936979,3.97057676696682
940,pre_GO,R2,1.1630410055717582,4.176258908964946
946,pre_GO,R2,1.3216661133148533,4.133140196818341
952,pre_GO,R2,1.3532595493610102,3.770129562438149
958,pre_GO,R2,0.8987426446984816,3.787179425078418
964,pre_GO,R2,0.93113055053361,3.811813075531763
970,pre_GO,R2,1.2428678478620152,4.195254249760509
976,pre_GO,R2,1.219436880480446,3.7802410009637226
982,pre_GO,R2,1.2923541620872678,4.135746497475614
988,pre_GO,R2,0.9401592949560468,3.884774111837068
994,pre_GO,R2,1.2075612347573104,3.9071329432890898
1000,pre_GO,R2,1.1708366384199562,3.947734719470108
1006,pre_GO,R2,1.1041026652845938,4.122728289499323
1012,pre_GO,R2,1.2886313399779332,3.95568877324838
1018,pre_GO,R2,1.7176337098464305,4.071013036640063
1024,pre_GO,R2,1.1960960822356603,4.046658974913488
1030,pre_GO,R2,1.4426836277684387,4.203357562071214
1036,pre_GO,R2,1.2308848430526813,4.155751748801022
1048,pre_GO,R2,1.253119911384701,3.8950796165457495
1054,pre_GO,R2,1.450825642567176,4.206428397415949
1060,pre_GO,R2,1.1968682579558083,3.9306836987947396
1066,pre_GO,R2,1.352114856315605,3.9169767819629735
1072,pre_GO,R2,1.127286558874367,4.039107401416463
1078,pre_GO,R2,1.3260854159361108,3.9850765591067017
1084,pre_GO,R2,1.1739222636488171,3.9951633777174997
1090,pre_GO,R2,1.2951070215687142,3.8084913682554604
1096,pre_GO,R2,1.5507796016907385,3.8583533069279072
1102,pre_GO,R2,1.345874071289091,3.913389783850719
1108,pre_GO,R2,0.9069072879164054,4.128256229221034
1114,pre_GO,R2,1.442538572787608,3.993447551934229
1120,pre_GO,R2,1.1755923892624929,3.883938330017231
1132,pre_GO,R2,1.028743623983689,3.9447599402855036
1138,pre_GO,R2,1.4010742037496364,3.956208024430993
1144,pre_GO,R2,0.8553151826366223,3.9971177381678125
1150,pre_GO,R2,1.2986270950162548,3.8456818621785676
1156,pre_GO,R2,1.2794026975083763,3.902920335158525
1162,pre_GO,R2,0.925978255994328,4.035326004221567
1168,pre_GO,R2,1.3802619988927745,4.178038500997775
1174,pre_GO,R2,1.1366045960348368,3.8651165246703285
1180,pre_GO,R2,1.2259068798318282,4.009164798065129
1186,pre_GO,R2,1.6254661270075244,3.983778765163685
5,post_GO,R2,0.8873852344440963,5.041644299600324
11,post_GO,R2,1.0136131776541837,5.102398407539566
17,post_GO,R2,0.6311153270973108,4.8915315742435554
23,post_GO,R2,1.0739862737913104,4.903854356065031
29,post_GO,R2,0.5254435341822064,4.796954777078723
35,post_GO,R2,0.9356946578705376,5.0639874453962435
41,post_GO,R2,0.982666883366154,4.905467511957937
47,post_GO,R2,0.858185639162019,4.799836130546967
53,post_GO,R2,0.9954184935938744,4.91951795620154
59,post_GO,R2,1.2227905838310402,4.781788763267529
65,post_GO,R2,0.6379287545526684,4.992008312245656
71,post_GO,R2,1.3373139327856247,5.1458274431303
77,post_GO,R2,0.931592156853343,5.05817134911662
83,post_GO,R2,1.2077452956181836,4.83355747770203
89,post_GO,R2,0.6990898687725379,5.087901654373155
95,post_GO,R2,0.7499584785048625,4.904134712553994
101,post_GO,R2,0.866126002171347,4.979372026702247
107,post_GO,R2,1.0100993945047227,5.08365024592748
113,post_GO,R2,1.192596528175764,4.793619991599339
119,post_GO,R2,1.28246550060124,5.000908029435308
125,post_GO,R2,0.917543339930416,5.212485006892333
131,post_GO,R2,1.0495840840442447,4.915286507665486
137,post_GO,R2,0.9169077455882718,5.0810286671750315
143,post_GO,R2,0.7604140576955496,4.837735096003253
149,post_GO,R2,1.3388621839658228,4.946504682652768
155,post_GO,R2,0.6589446794754442,5.1020418161723295
161,post_GO,R2,0.978810684843588,5.207409286328273
167,post_GO,R2,1.1108116215516524,5.099527758951186
173,post_GO,R2,0.8680958133341838,4.9185502154474445
179,post_GO,R2,0.9850857677973188,5.179692470313066
185,post_GO,R2,0.9256779433249608,5.185249371816174
191,post_GO,R2,0.9659238872318446,5.111667805869044
197,post_GO,R2,0.7320132656883848,5.061420595655738
203,post_GO,R2,1.0513985382603377,4.867122942082966
209,post_GO,R2,1.049299319043001,4.965714124196905
215,post_GO,R2,0.7447636988245159,4.926443028729783
221,post_GO,R2,0.8149277773605723,5.078573038725177
227,post_GO,R2,1.1553933277058823,5.035798650105302
233,post_GO,R2,1.0646395846031942,5.035450912202666
239,post_GO,R2,0.5742937757272719,5.1900415641874105
245,post_GO,R2,1.1526573390486563,5.195509749561322
251,post_GO,R2,0.9718938483599384,4.938152252404661
257,post_GO,R2,1.1075545570720766,5.035220963939722
263,post_GO,R2,0.6263968980015641,5.080789443666773
269,post_GO,R2,1.2665696028023112,5.155630281306885
275,post_GO,R2,0.731225240101686,5.046130264004591
281,post_GO,R2,0.8715590711685283,5.026470805247051
287,post_GO,R2,0.8011070297823208,4.804296242333571
293,post_GO,R2,1.4066945628304075,4.899963194908681
299,post_GO,R2,1.6119904614887075,4.848635032646292
305,post_GO,R2,0.7442675591243407,5.211315815890498
311,post_GO,R2,1.2491477379954443,4.805105295213692
317,post_GO,R2,1.1565391924913702,5.200080137932096
323,post_GO,R2,1.340587498097538,5.023666328021685
329,post_GO,R2,0.9738690309483492,5.173705201251305
335,post_GO,R2,0.9603709825014108,4.991556991498262
341,post_GO,R2,1.3481858392836543,5.047366787800778
347,post_GO,R2,1.585872463271463,4.860330374559165
353,post_GO,R2,1.115086297685512,5.032880368033199
359,post_GO,R2,0.7074563981007469,4.830757283060892
365,post_GO,R2,0.52954251632898,4.907750783999106
371,post_GO,R2,1.299400093295911,5.138270284719451
377,post_GO,R2,1.0170251992010813,5.137461936340335
383,post_GO,R2,0.9734184746075656,5.1794453110136125
389,post_GO,R2,0.9993230764903718,4.9548909318882925
395,post_GO,R2,0.9389716388592616,5.164451895727785
401,post_GO,R2,0.9935326955639638,4.791779003250458
407,post_GO,R2,1.1625061874539917,5.081247728343382
413,post_GO,R2,1.12592207846004,4.81907920182207
419,post_GO,R2,0.9417031539687944,4.859164173269599
425,post_GO,R2,1.1436411515528386,5.081191105384489
431,post_GO,R2,1.0982069771060268,5.042078908721025
437,post_GO,R2,1.039821102881779,4.797477977103756
443,post_GO,R2,0.7646811794419541,4.991554511452298
449,post_GO,R2,0.928209788349437,4.937433330011646
455,post_GO,R2,1.1269924710110348,4.905777134175167
461,post_GO,R2,0.9540678675753672,4.991506299597554
467,post_GO,R2,1.5110536665600325,4.943207596524914
473,post_GO,R2,0.9291907161752064,4.816660360311979
479,post_GO,R2,1.1477232011903429,5.045492601084408
485,post_GO,R2,0.9316642592292268,4.881698354053151
491,post_GO,R2,0.7863330563135421,4.95362737204419
497,post_GO,R2,0.9037156226850908,5.0516984842230785
503,post_GO,R2,1.844785614527784,4.972070105632536
509,post_GO,R2,0.8423074994469796,4.996240595413443
515,post_GO,R2,1.4706800562038218,5.195325006999509
521,post_GO,R2,0.8067616857303663,5.1357382273197825
527,post_GO,R2,1.0609881036483753,4.875741690235093
533,post_GO,R2,0.8480556259830131,4.960115231836646
539,post_GO,R2,1.0172894952254743,5.180247375291624
545,post_GO,R2,1.222220164190145,4.8400160385867235
551,post_GO,R2,0.7295060226462899,4.925107472956207
557,post_GO,R2,0.5903769949935532,4.914988976998662
563,post_GO,R2,1.2394568919783375,4.863539885810404
569,post_GO,R2,1.1791058892398796,5.223129166480495
575,post_GO,R2,1.2938678149931362,4.841589462889837
581,post_GO,R2,0.9942050517321546,4.96935213392152
587,post_GO,R2,1.3512681363893582,4.996132248365545
593,post_GO,R2,0.9316363343635096,5.038120202188223
599,post_GO,R2,0.8556948998157288,5.037097716132136
605,post_GO,R2,0.9306102537267492,5.166395559640618
611,post_GO,R2,1.097238601405459,5.086916523258198
623,post_GO,R2,1.4375520112140148,5.079533878043448
629,post_GO,R2,1.3566686275979103,4.952522489307856
635,post_GO,R2,0.8965802176114618,5.024725914240075
641,post_GO,R2,1.141906459069171,5.10120567544459
647,post_GO,R2,1.5428665916897866,4.829711837902606
653,post_GO,R2,0.8624007907647647,4.780554204174644
659,post_GO,R2,1.0051866107462593,4.8040620638912905
665,post_GO,R2,1.204740100722418,5.225696059427625
671,post_GO,R2,0.7133097630462699,4.954941651772728
677,post_GO,R2,0.81625282780009,5.0326611083789485
683,post_GO,R2,0.5906615470954697,5.1012792549504375
689,post_GO,R2,1.1678610501962008,4.8743763225093995
695,post_GO,R2,1.117685342062217,4.9743118614397055
701,post_GO,R2,1.0240426903579585,5.194630035217769
707,post_GO,R2,1.1475068766975878,4.8168337311889005
713,post_GO,R2,0.7752244001695267,4.805651618160268
719,post_GO,R2,1.0563483479345177,5.084925728793192
725,post_GO,R2,1.0453116812371528,5.13647439873501
731,post_GO,R2,0.9134475781456484,4.968615145368419
737,post_GO,R2,1.206290737239698,5.01855497852907
743,post_GO,R2,1.1132850901962517,5.15190353766409
749,post_GO,R2,0.8965017801109406,5.209369467718709
761,post_GO,R2,0.923175517688044,4.997474587356127
767,post_GO,R2,0.8629271183295304,4.833174136395594
773,post_GO,R2,1.4492974916616388,4.9645214763682
779,post_GO,R2,1.1597629707939907,4.876570817554972
785,post_GO,R2,1.0334753256970586,5.054731272322919
791,post_GO,R2,0.849125850242393,5.0006342833729445
797,post_GO,R2,0.8744734834165653,5.042036542412274
803,post_GO,R2,0.7140627679506955,4.861372190197226
809,post_GO,R2,0.821927003963441,4.860504079481327
815,post_GO,R2,0.708129718698867,5.228885104763367
821,post_GO,R2,0.7479809000751095,4.777660265688715
827,post_GO,R2,1.0969630681771636,4.812357231059506
833,post_GO,R2,0.8020975190711551,5.186742385039724
839,post_GO,R2,1.0225573542005515,4.953101533772288
845,post_GO,R2,0.9953476331029556,5.2176934208327586
851,post_GO,R2,0.8659047914642461,4.849998513374464
857,post_GO,R2,0.6031890630707769,4.857829663690966
863,post_GO,R2,1.097708867539687,4.85016849779983
869,post_GO,R2,0.8951833144776438,5.007616376411431
875,post_GO,R2,0.7778383724727972,4.827871583960203
881,post_GO,R2,1.0274295526310588,4.9608275965509385
887,post_GO,R2,1.1898512309724472,5.088998387835328
893,post_GO,R2,0.9782401228244167,4.857575283452405
899,post_GO,R2,0.777098321727227,4.793868279765652
905,post_GO,R2,1.1288159133691462,4.9939983615087735
911,post_GO,R2,0.9031676546535276,5.212968170405729
917,post_GO,R2,0.8362000147830945,4.916623440349304
923,post_GO,R2,0.7514784243991867,5.159469482230452
929,post_GO,R2,1.3526070904683023,5.098610024124208
935,post_GO,R2,0.957694603092884,4.9438206667135995
941,post_GO,R2,0.980445285060435,5.020485435730784
947,post_GO,R2,1.0874735139444318,4.929146479352234
953,post_GO,R2,0.962982311878668,5.18853052138804
959,post_GO,R2,0.8616771539620236,5.045976104620205
965,post_GO,R2,0.8518698167453559,5.159777715377987
971,post_GO,R2,0.8143957738251609,4.901902009852499
977,post_GO,R2,0.8857049078453144,5.052498050926093
983,post_GO,R2,1.209539982518973,4.92149976333207
989,post_GO,R2,0.8510271336491745,4.934652347069781
995,post_GO,R2,1.23941714323546,4.780007838167327
1001,post_GO,R2,0.8566198073698692,4.949667912167442
1007,post_GO,R2,1.3862208410312122,5.131475170336963
1013,post_GO,R2,0.8604823860168739,5.176348456366543
1019,post_GO,R2,1.3095092704030369,4.8837020056304405
1025,post_GO,R2,0.9434535408927356,5.082053071871673
1031,post_GO,R2,1.857170449704633,4.824017320215665
1037,post_GO,R2,1.5073681429986812,5.104463898167625
1043,post_GO,R2,0.8329167527400333,4.794927741864294
1049,post_GO,R2,0.9531735725845136,4.809310923726473
1055,post_GO,R2,1.4121811724967035,4.994359777107409
1061,post_GO,R2,0.8158623998485218,4.866211890449551
1067,post_GO,R2,1.288304026924329,5.130125641006548
1073,post_GO,R2,0.952287852702592,5.168359204355403
1079,post_GO,R2,1.10147257323458,4.958446744598961
1085,post_GO,R2,0.9082825143527834,5.175001909190011
1091,post_GO,R2,1.193000859527972,4.790051829936869
1097,post_GO,R2,1.1676711773013997,4.7832968768339255
1103,post_GO,R2,1.255874662086381,4.77948750119703
1109,post_GO,R2,0.7080772923903598,5.120961414249591
1115,post_GO,R2,0.9341873207423714,5.2222956261046
1121,post_GO,R2,0.7586321645696202,5.178672066207185
1133,post_GO,R2,1.2172493195204936,5.096489336564262
1139,post_GO,R2,1.2430231838722654,5.197371630301912
1145,post_GO,R2,1.12939698917628,5.19693835240451
1151,post_GO,R2,0.9394300752929816,4.9604028568810286
1157,post_GO,R2,0.704944897328654,4.807430231360692
1163,post_GO,R2,1.321840157300694,4.977705814447741
1169,post_GO,R2,0.8569018472831144,5.120746888712746
1175,post_GO,R2,1.138239546464236,4.838163602218739
1181,post_GO,R2,0.9278590376339718,4.924133393365633
1187,post_GO,R2,0.6762258715714229,4.8222471409296075
0,pre_TC,band_half_width,1.053238841568311,0.16237530980853218
6,pre_TC,band_half_width,1.0427235778748036,-0.13568921193864053
12,pre_TC,band_half_width,2.288832125969786,-0.19705003826198314
18,pre_TC,band_half_width,0.9803538530787222,0.2270166916321771
24,pre_TC,band_half_width,1.393954210178572,0.18812596460748945
30,pre_TC,band_half_width,0.9726841295437246,-0.0036863952824721657
36,pre_TC,band_half_width,1.011546306226629,0.042584069366004035
42,pre_TC,band_half_width,1.738830021615512,0.05657560099585243
48,pre_TC,band_half_width,0.9404508248531068,0.01289581695122402
54,pre_TC,band_half_width,1.2076712771207951,0.14601124813764335
60,pre_TC,band_half_width,1.2466028929329542,0.07879519867012377
66,pre_TC,band_half_width,1.128519607331356,0.05269562559069932
72,pre_TC,band_half_width,1.2915869604036867,0.049914678827846976
78,pre_TC,band_half_width,1.0531020321640832,-0.20191592902620592
84,pre_TC,band_half_width,1.3269098649115796,-0.13493606133928807
90,pre_TC,band_half_width,1.4562331875199617,-0.17863198849440093
96,pre_TC,band_half_width,0.922874439598158,-0.1853198347108105
102,pre_TC,band_half_width,0.7421693700412778,0.13576001603111917
108,pre_TC,band_half_width,1.3360520948647368,-0.06279394445530859
114,pre_TC,band_half_width,0.7904524147863153,0.05435757527646265
120,pre_TC,band_half_width,0.9600293239396204,-0.17252211409210183
126,pre_TC,band_half_width,1.0749522016221815,-0.14570006086004506
132,pre_TC,band_half_width,1.6487948095892349,0.04547146829495066
138,pre_TC,band_half_width,0.9769790191202732,0.19394766971902114
144,pre_TC,band_half_width,1.1474322989834471,0.1318516882098784
150,pre_TC,band_half_width,1.0026401400351446,-0.022796240405557555
156,pre_TC,band_half_width,0.992414636004434,0.1255103376428092
162,pre_TC,band_half_width,1.0684889723425162,0.006527089017774407
168,pre_TC,band_half_width,1.3262551617265117,0.21042251331910802
174,pre_TC,band_half_width,1.0038151795477714,0.13057024697444122
180,pre_TC,band_half_width,1.6284172081829258,-0.06937238826415507
186,pre_TC,band_half_width,1.2284721970504788,0.20175857190225996
192,pre_TC,band_half_width,0.7860225052354378,-0.06269299119092844
198,pre_TC,band_half_width,0.8055607646957315,0.14873684732765105
204,pre_TC,band_half_width,0.8910694968185526,0.1823549466766218
210,pre_TC,band_half_width,1.0432016515056382,0.08517553284392979
216,pre_TC,band_half_width,1.3413623065620668,-0.10186271096016372
222,pre_TC,band_half_width,1.090121713709007,-0.16086152798471592
228,pre_TC,band_half_width,0.8603461787713961,0.08290419187004208
234,pre_TC,band_half_width,1.0628202637510915,-0.05324719079990403
240,pre_TC,band_half_width,1.1024803723191192,-0.03002471156177866
246,pre_TC,band_half_width,1.2713420717051582,0.15732963246901463
252,pre_TC,band_half_width,1.4671077998608884,-0.041123729336180054
258,pre_TC,band_half_width,1.0474463101014653,0.021239534154256084
264,pre_TC,band_half_width,0.5841119711933999,0.06295314191569099
270,pre_TC,band_half_width,1.105194809228122,-0.20512113531666235
276,pre_TC,band_half_width,0.8195992966221971,0.07318214176640406
282,pre_TC,band_half_width,1.0564650641587556,0.229839680832544
288,pre_TC,band_half_width,1.7434274516645374,0.20572753016641762
294,pre_TC,band_half_width,0.7839975483423295,-0.08330176892258515
300,pre_TC,band_half_width,1.2652955380528688,-0.2236230610754372
306,pre_TC,band_half_width,1.2201075884079235,-0.18483261531411127
312,pre_TC,band_half_width,0.8177605942975945,0.11565433349530177
318,pre_TC,band_half_width,0.7770775123514229,-0.09894435309846522
324,pre_TC,band_half_width,0.7030099703719673,0.2130031055925922
330,pre_TC,band_half_width,1.2911119242663205,0.18120625243853647
336,pre_TC,band_half_width,1.646765609741638,-0.06444909080592709
342,pre_TC,band_half_width,1.460445922121416,0.21440452885174657
348,pre_TC,band_half_width,2.028460022004259,-0.21506402077384626
354,pre_TC,band_half_width,1.1311760079096644,0.09126756801721156
360,pre_TC,band_half_width,0.9726299770940832,0.05532927369564669
366,pre_TC,band_half_width,1.3393543314766432,-0.055347251364157746
372,pre_TC,band_half_width,2.189133704885942,0.03038089220943027
378,pre_TC,band_half_width,0.8769409932605563,-0.17970360562896565
384,pre_TC,band_half_width,0.9120544953109088,0.18997586212260228
390,pre_TC,band_half_width,1.653567181936747,0.20793022680158627
396,pre_TC,band_half_width,1.1537488171553214,0.02279470152799043
402,pre_TC,band_half_width,1.0876454159174338,-0.043352278885431444
408,pre_TC,band_half_width,1.2947362859256235,-0.0975368177545714
414,pre_TC,band_half_width,0.996203485978902,-0.01061585896326006
420,pre_TC,band_half_width,1.0913790701678914,0.06219930969628659
426,pre_TC,band_half_width,0.8001620016032536,0.15091202805687445
432,pre_TC,band_half_width,1.0977137965253287,-0.08215241882315555
438,pre_TC,band_half_width,0.5942817659265587,0.12772023803343183
444,pre_TC,band_half_width,1.088133420323946,-0.15156153578472611
450,pre_TC,band_half_width,0.7491658934236789,-0.03245018473118616
456,pre_TC,band_half_width,1.1090898653168548,-0.04313950748372103
462,pre_TC,band_half_width,0.869101254108145,0.13722220260562615
468,pre_TC,band_half_width,0.954127656126159,0.06249683503895706
474,pre_TC,band_half_width,1.0016903617158683,0.07990263725613836
480,pre_TC,band_half_width,1.0184922657702822,0.013086478722435207
486,pre_TC,band_half_width,1.1071157026539766,0.21757203115581483
492,pre_TC,band_half_width,1.109339648497761,-0.06410053474687166
498,pre_TC,band_half_width,0.8587585558140816,0.08079613051061615
504,pre_TC,band_half_width,0.987174110908247,-0.03690345832457176
510,pre_TC,band_half_width,0.7738167216165269,0.12744601894286803
516,pre_TC,band_half_width,0.8714146852936651,0.15146445013148493
522,pre_TC,band_half_width,1.3646479542533334,0.12357627670081059
528,pre_TC,band_half_width,1.0036382550119087,-0.2278289351222815
534,pre_TC,band_half_width,1.0724121149795494,0.03886246667060403
540,pre_TC,band_half_width,1.3438812405632965,-0.1878872887863507
546,pre_TC,band_half_width,1.2472996386915978,-0.04736722787619868
552,pre_TC,band_half_width,1.1902285754406114,0.16874879490682745
558,pre_TC,band_half_width,1.0624400777211165,0.11137249425212811
564,pre_TC,band_half_width,0.4755211177872912,-0.09429946684793103
570,pre_TC,band_half_width,1.032972693680006,0.21079015618228228
576,pre_TC,band_half_width,1.0079747026603416,-0.08338250274508363
582,pre_TC,band_half_width,1.2656299493582204,-0.21211441910881923
588,pre_TC,band_half_width,1.5787694825056011,0.09651518616467117
594,pre_TC,band_half_width,0.8335847210557594,-0.20851931450720257
600,pre_TC,band_half_width,1.041866949463154,-0.06705312576879752
606,pre_TC,band_half_width,0.9759673240184216,-0.025036275793276386
612,pre_TC,band_half_width,1.613368100614548,-0.16255606738005873
618,pre_TC,band_half_width,0.7979079981046747,-0.17753363214435142
