window_index,stage_name,feature,value,plotted_x
301,post_TC,R1,5.5578192109866285,1.179831980140382
307,post_TC,R1,4.925189748430652,0.8895319616993617
313,post_TC,R1,5.014439995555113,1.0943025982752517
319,post_TC,R1,5.529592806871836,1.0242320200259556
325,post_TC,R1,4.202170453667636,1.0518085922342286
331,post_TC,R1,3.870652079820664,1.0971772734392347
337,post_TC,R1,4.430586747242497,0.7806548497412439
343,post_TC,R1,5.096550715770721,0.7945494623814887
349,post_TC,R1,2.941890278962753,1.032384180178473
355,post_TC,R1,3.9103716732461424,1.1512176809080548
361,post_TC,R1,6.01919992185428,1.0024120124272717
367,post_TC,R1,3.0209628442691137,0.7925075331453016
373,post_TC,R1,3.4959192729141555,0.9768922798925153
379,post_TC,R1,5.193688443630492,1.1659213320532602
385,post_TC,R1,3.7984127244390087,1.1190103913110765
391,post_TC,R1,4.642385046039056,1.0756504921895764
397,post_TC,R1,4.364830283432676,0.9949796130866513
403,post_TC,R1,3.359680006593736,0.936141092049023
409,post_TC,R1,3.877717226317528,0.9555648534280089
415,post_TC,R1,4.217269915957837,0.8727041236219745
421,post_TC,R1,4.292821173464065,1.1990515836282138
427,post_TC,R1,3.263074926370808,1.1901630739489804
433,post_TC,R1,3.279967149104063,0.9322668551773902
439,post_TC,R1,5.005635618043001,1.028640861789497
445,post_TC,R1,3.476479294576196,0.8494227074801597
451,post_TC,R1,3.274715731403815,0.8571893646835378
457,post_TC,R1,3.714779731193172,0.904156338432091
463,post_TC,R1,2.77028664107914,0.9726848405333655
469,post_TC,R1,7.566381972143609,0.995893448546669
475,post_TC,R1,2.9903987327618964,0.905481199117442
481,post_TC,R1,6.279411238067715,0.8196537601960547
493,post_TC,R1,4.1284409396453405,0.8985986670471267
499,post_TC,R1,7.107564756939099,0.9344069865856952
505,post_TC,R1,2.893252347526144,0.8810309467361607
511,post_TC,R1,3.055621076960753,0.7767079216110335
517,post_TC,R1,2.9979480532336,1.182567234523245
523,post_TC,R1,3.5606007216053945,1.120646209324269
529,post_TC,R1,3.071931441236664,0.9911154204972564
535,post_TC,R1,6.86671685020984,0.7707637250434618
541,post_TC,R1,4.737025930704619,0.9678026345069923
547,post_TC,R1,3.442134145528335,0.9896872283223926
553,post_TC,R1,3.6762107361671306,1.0919525041304996
559,post_TC,R1,7.909044446955864,1.108095870781731
565,post_TC,R1,3.803752959765638,0.9961664592921035
571,post_TC,R1,4.464750109871663,0.9560762504845997
577,post_TC,R1,3.93437694141268,0.8152048223170438
583,post_TC,R1,3.2444023787302965,0.8818874166839967
589,post_TC,R1,4.104281991188147,1.2279868909139748
