recording,monkey,day,outer_fold,pole_index,real,imaginary,magnitude,frequency_hz
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,0,-0.8441428921115288,0.0,0.8441428921115288,500.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,1,-0.6870388992248042,0.4753449281246697,0.8354491305530685,403.6711530487773
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,2,-0.6870388992248042,-0.4753449281246697,0.8354491305530685,-403.6711530487773
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,3,0.4758808500880498,0.6976201410759278,0.8444740639684101,154.72274297714313
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,4,0.4758808500880498,-0.6976201410759278,0.8444740639684101,-154.72274297714313
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,5,0.7382611396071408,0.4728826221421192,0.8767254328340434,90.66947953322448
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,6,0.7382611396071408,-0.4728826221421192,0.8767254328340434,-90.66947953322448
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,7,0.8746902502709165,0.3493071793222052,0.9418590868304204,60.47021076527406
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,8,0.8746902502709165,-0.3493071793222052,0.9418590868304204,-60.47021076527406
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,9,0.8991900321453825,0.2733452765639836,0.9398193199383884,46.96882336259301
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,10,0.8991900321453825,-0.2733452765639836,0.9398193199383884,-46.96882336259301
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,11,0.9675905754619324,0.1908897893009026,0.9862405555350564,31.000568200802203
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,12,0.9675905754619324,-0.1908897893009026,0.9862405555350564,-31.000568200802203
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,13,0.9534537072691665,0.0417298398817545,0.954366466008668,6.9612970050876966
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,14,0.9534537072691665,-0.0417298398817545,0.954366466008668,-6.9612970050876966
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,0,15,0.5022599331833578,0.0,0.5022599331833578,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,0,-0.8407221336124329,0.0,0.8407221336124329,500.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,1,-0.6861636830102015,0.4754107578607741,0.8347670265240954,403.5658895009263
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,2,-0.6861636830102015,-0.4754107578607741,0.8347670265240954,-403.5658895009263
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,3,0.4741974831216277,0.6986339512239745,0.8443652354293781,155.09254976232634
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,4,0.4741974831216277,-0.6986339512239745,0.8443652354293781,-155.09254976232634
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,5,0.7381644409404633,0.4760459244237851,0.8783544068480802,91.16158664998513
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,6,0.7381644409404633,-0.4760459244237851,0.8783544068480802,-91.16158664998513
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,7,0.8741720775153036,0.3526737835464786,0.9426322818089832,61.03054256615062
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,8,0.8741720775153036,-0.3526737835464786,0.9426322818089832,-61.03054256615062
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,9,0.9033202997886012,0.27294574199604,0.9436561567032438,46.70174598491035
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,10,0.9033202997886012,-0.27294574199604,0.9436561567032438,-46.70174598491035
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,11,0.9673149956705684,0.1910799793138119,0.9860070280397188,31.039296613771896
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,12,0.9673149956705684,-0.1910799793138119,0.9860070280397188,-31.039296613771896
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,13,0.9563906622921275,0.045674658471355,0.9574806908476272,7.595043486016578
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,14,0.9563906622921275,-0.045674658471355,0.9574806908476272,-7.595043486016578
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,1,15,0.4950336707851815,0.0,0.4950336707851815,0.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,0,-0.8441498235194833,0.0,0.8441498235194833,500.0
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,1,-0.6903526791545944,0.4735890419289106,0.8371818215006044,404.3041016442654
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,2,-0.6903526791545944,-0.4735890419289106,0.8371818215006044,-404.3041016442654
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,3,0.4703870939763996,0.6992542765539873,0.8427458463016014,155.75374808784656
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,4,0.4703870939763996,-0.6992542765539873,0.8427458463016014,-155.75374808784656
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,5,0.7371436040522037,0.474206810342805,0.8765003091674122,90.9814022156891
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,6,0.7371436040522037,-0.474206810342805,0.8765003091674122,-90.9814022156891
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,7,0.872135048458746,0.3461942987957514,0.9383336481597692,60.140609373045926
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,8,0.872135048458746,-0.3461942987957514,0.9383336481597692,-60.140609373045926
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,2,9,0.8979076674613642,0.2782928445984465,0.940045257761882,47.83341284317119
