recording,outer_fold,family,horizon_ms,trial_index,status,mse,nmse,r2,pearson,nmse_persistence,r2_persistence,pearson_persistence,nmse_improvement,persistence_skill,monkey,day,raw_trial_index,original_trial_number
monkeyM_session-o080506002-22_lfp-2,0,ar,1,3,ok,1.5174280569090846e-11,1.0226788642207164e-11,0.9999999999897732,0.9999999999950198,0.0307483251553013,0.9692516748446988,0.9846381091929002,0.0307483251450745,0.9999999996674034,M,2008-05-06,5,99
monkeyM_session-o080506002-22_lfp-2,0,ar,1,6,ok,1.4621429374652722e-11,1.5996927401138533e-11,0.999999999984003,0.999999999992007,0.0263523351042647,0.9736476648957352,0.986843314618612,0.0263523350882678,0.9999999993929598,M,2008-05-06,10,22
monkeyM_session-o080506002-22_lfp-2,0,ar,1,15,ok,2.2626644527603336e-11,1.98656861436768e-11,0.9999999999801344,0.999999999990106,0.0233497988102824,0.9766502011897176,0.98839287602429,0.0233497987904167,0.9999999991492138,M,2008-05-06,12,659
monkeyM_session-o080506002-22_lfp-2,0,ar,1,19,ok,1.5962404785334218e-11,1.914094791447363e-11,0.9999999999808592,0.9999999999904664,0.0218046585217074,0.9781953414782926,0.989113414147736,0.0218046585025665,0.9999999991221624,M,2008-05-06,17,74
monkeyM_session-o080506002-22_lfp-2,0,ar,1,26,ok,1.1616673036423888e-11,2.0810296648004112e-11,0.9999999999791898,0.9999999999896348,0.0139359063463076,0.9860640936536924,0.993022219131107,0.0139359063254974,0.9999999985067138,M,2008-05-06,29,620
monkeyM_session-o080506002-22_lfp-2,0,ar,1,28,ok,3.207104101214669e-11,1.859465698801414e-11,0.9999999999814052,0.999999999990734,0.0325011126576774,0.9674988873423226,0.9837498945328688,0.0325011126390827,0.9999999994278764,M,2008-05-06,15,745
monkeyM_session-o080506002-22_lfp-2,0,ar,1,29,ok,1.8685206525098777e-11,2.002419150637288e-11,0.9999999999799758,0.9999999999901468,0.0196518350547614,0.9803481649452386,0.9901502482480264,0.0196518350347372,0.9999999989810524,M,2008-05-06,2,658
monkeyM_session-o080506002-22_lfp-2,0,ar,1,35,ok,1.4523218003403263e-11,1.6588144059635007e-11,0.9999999999834118,0.9999999999917352,0.0230192761622381,0.976980723837762,0.9885166936798672,0.0230192761456499,0.9999999992793804,M,2008-05-06,45,168
monkeyM_session-o080506002-22_lfp-2,0,ar,1,42,ok,1.2841284301268846e-11,1.3570692729219044e-11,0.9999999999864292,0.9999999999932688,0.0271411692598472,0.9728588307401528,0.9865414087594198,0.0271411692462765,0.999999999499996,M,2008-05-06,67,719
monkeyM_session-o080506002-22_lfp-2,0,ar,1,43,ok,1.2141107330679168e-11,1.0662778057838227e-11,0.9999999999893372,0.9999999999946708,0.0223967642182922,0.9776032357817078,0.9888485595365109,0.0223967642076294,0.9999999995239144,M,2008-05-06,65,401
monkeyM_session-o080506002-22_lfp-2,0,ar,1,50,ok,1.963983699462106e-11,1.930631016957132e-11,0.9999999999806936,0.9999999999903628,0.0222930410011556,0.9777069589988444,0.9888495485270076,0.0222930409818493,0.999999999133976,M,2008-05-06,41,505
monkeyM_session-o080506002-22_lfp-2,0,ar,1,53,ok,2.458920419260724e-11,1.8613652196624928e-11,0.9999999999813864,0.999999999990701,0.0176808097326214,0.9823191902673786,0.9911726809368286,0.0176808097140077,0.9999999989472398,M,2008-05-06,52,482
