session_id,recording_hour,feature_set,accuracy,f1,f1_wake,f1_nrem,f1_rem
session_m1080_1140,Hour 19,sigma,0.3972602739726027,0.3505177032640477,0.1286549707602339,0.4797843665768194,0.4431137724550898
session_m1080_1140,Hour 19,beta,0.4703196347031963,0.46101501453147503,0.30943396226415093,0.670926517571885,0.40268456375838924
session_m1080_1140,Hour 19,low_gamma,0.5525114155251142,0.5392904503182073,0.3178294573643411,0.7935483870967742,0.5064935064935064
session_m1080_1140,Hour 19,average_psd,0.410958904109589,0.4002742669409336,0.32234432234432236,0.5525525525525525,0.32592592592592595
session_m1080_1140,Hour 19,all_band_power,0.6027397260273972,0.5990188238992724,0.4631578947368421,0.8079470198675497,0.5259515570934256
session_m1080_1140,Hour 19,all_torus_15,0.5821917808219178,0.5687984936977183,0.4059040590405904,0.8286604361370716,0.47183098591549294
session_m1140_1200,Hour 20,delta,0.5757575757575758,0.5811204574193193,0.425531914893617,0.6511627906976745,0.6666666666666666
session_m1140_1200,Hour 20,theta,0.4090909090909091,0.38507692932245363,0.43478260869565216,0.17142857142857143,0.5490196078431373
session_m1140_1200,Hour 20,alpha,0.42424242424242425,0.4062308849542892,0.5531914893617021,0.4230769230769231,0.24242424242424243
session_m1140_1200,Hour 20,sigma,0.36363636363636365,0.35250942431793497,0.3829787234042553,0.4583333333333333,0.21621621621621623
session_m1140_1200,Hour 20,beta,0.5606060606060606,0.552065527065527,0.5416666666666666,0.7555555555555555,0.358974358974359
session_m1140_1200,Hour 20,low_gamma,0.6363636363636364,0.6355101401613029,0.5777777777777777,0.8636363636363636,0.46511627906976744
session_m1140_1200,Hour 20,average_psd,0.6060606060606061,0.6062798527914807,0.6511627906976745,0.6222222222222222,0.5454545454545454
session_m1140_1200,Hour 20,all_band_power,0.7424242424242424,0.7455925716795283,0.6363636363636364,0.9047619047619048,0.6956521739130435
session_m1140_1200,Hour 20,all_torus_15,0.5757575757575758,0.5779552790933296,0.42857142857142855,0.8372093023255814,0.46808510638297873
session_m1200_1260,Hour 21,delta,0.5324675324675324,0.506598378040889,0.2644628099173554,0.6390532544378699,0.6162790697674418
session_m1200_1260,Hour 21,theta,0.45454545454545453,0.44099130313032653,0.5365853658536586,0.28346456692913385,0.5029239766081871
session_m1200_1260,Hour 21,alpha,0.39826839826839827,0.35638970348647775,0.45454545454545453,0.4946236559139785,0.12
session_m1200_1260,Hour 21,sigma,0.2857142857142857,0.28544807499933605,0.33783783783783783,0.27906976744186046,0.23943661971830985
session_m1200_1260,Hour 21,beta,0.5541125541125541,0.5439800186572779,0.5964912280701754,0.6415094339622641,0.3939393939393939
session_m1200_1260,Hour 21,low_gamma,0.6363636363636364,0.641451321206924,0.573170731707317,0.8413793103448276,0.5098039215686274
session_m1200_1260,Hour 21,average_psd,0.4675324675324675,0.4555442761437472,0.5421686746987951,0.5365853658536586,0.2878787878787879
session_m1200_1260,Hour 21,all_band_power,0.7229437229437229,0.726080626724813,0.6792452830188679,0.8493150684931506,0.6496815286624203
session_m1200_1260,Hour 21,all_torus_15,0.6796536796536796,0.6825526562135401,0.5974025974025974,0.8590604026845637,0.5911949685534591
session_m1260_1320,Hour 22,delta,0.48043818466353677,0.45111512214646304,0.2445141065830721,0.6076923076923076,0.5011389521640092
session_m1260_1320,Hour 22,theta,0.38028169014084506,0.35123391447618135,0.4893203883495146,0.16611295681063123,0.39826839826839827
session_m1260_1320,Hour 22,alpha,0.3317683881064163,0.31386968267069987,0.4046242774566474,0.3452914798206278,0.19169329073482427
session_m1260_1320,Hour 22,sigma,0.30203442879499215,0.2968555190301498,0.3207126948775056,0.24,0.3298538622129436
session_m1260_1320,Hour 22,beta,0.48982785602503914,0.47437140330974126,0.5010615711252654,0.6387665198237885,0.28328611898017
session_m1260_1320,Hour 22,low_gamma,0.5758998435054773,0.5624505032293463,0.5531914893617021,0.7740492170022372,0.3601108033240997
session_m1260_1320,Hour 22,average_psd,0.4647887323943662,0.44524082716646096,0.47558386411889597,0.5882352941176471,0.2719033232628399
session_m1260_1320,Hour 22,all_band_power,0.6306729264475743,0.6277961623633427,0.5929203539823009,0.7777777777777778,0.5126903553299492
session_m1260_1320,Hour 22,all_torus_15,0.5790297339593115,0.5699358500564339,0.4942263279445728,0.787746170678337,0.42783505154639173
session_m1320_1380,Hour 23,delta,0.46855345911949686,0.4466342137394769,0.26666666666666666,0.5910931174089069,0.48214285714285715
session_m1320_1380,Hour 23,theta,0.39937106918238996,0.35077737940940484,0.4878048780487805,0.07246376811594203,0.49206349206349204
session_m1320_1380,Hour 23,alpha,0.3805031446540881,0.3304454701630291,0.4534412955465587,0.45977011494252873,0.078125
session_m1320_1380,Hour 23,sigma,0.3742138364779874,0.3211700546540292,0.44776119402985076,0.08547008547008547,0.4302788844621514
session_m1320_1380,Hour 23,beta,0.559748427672956,0.5491227057231022,0.5836909871244635,0.6636771300448431,0.4
session_m1320_1380,Hour 23,low_gamma,0.660377358490566,0.6582757361082939,0.6609442060085837,0.7961165048543689,0.5177664974619289
session_m1320_1380,Hour 23,average_psd,0.4779874213836478,0.4666184022293587,0.4649122807017544,0.6255506607929515,0.30939226519337015
session_m1320_1380,Hour 23,all_band_power,0.6635220125786163,0.6638882346709746,0.6132075471698113,0.8056872037914692,0.5727699530516432
