recording,monkey,day,outer_fold,family,horizon_ms,coefficient_index,lag_ms,value,kind
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,0,-1,-2.9907411425861286e-09,intercept
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,1,0,8.513429254670662,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,2,1,-32.81543707593241,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,3,2,74.46357004234608,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,4,3,-106.74889364100338,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,5,4,91.93908765545284,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,6,5,-28.655433465233937,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,7,6,-34.2295982226184,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,8,7,48.21389608810302,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,9,8,-16.60560944246903,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,10,9,-19.020420306586047,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,11,10,29.83758402606031,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,12,11,-20.39893239308433,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,13,12,8.207655147515862,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,14,13,-1.8979705029866096,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,ar,1,15,14,0.1970712127145434,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,0,-1,2.470933768185246e-08,intercept
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,1,0,8.100971087626005,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,2,1,-29.71099830712792,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,3,2,64.78490615880438,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,4,3,-92.60304834447112,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,5,4,90.02346737910028,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,6,5,-59.54027821509581,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,7,6,25.839839736759863,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,8,7,-6.677824615328901,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,1,9,8,0.7829639428791263,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,0,-1,0.0001287849161834,intercept
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,1,0,7135.537964878201,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,2,1,-47244.05589824114,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,3,2,140450.74414821493,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,4,3,-244702.904383123,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,5,4,273161.19304395886,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,6,5,-200003.1217410917,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,7,6,93777.56756837716,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,8,7,-25740.081818404087,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,0,embedding,10,9,8,3166.0926144152127,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,0,-1,-1.4852073501603336e-08,intercept
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,1,0,8.518660277395908,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,2,1,-32.86124966994856,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,3,2,74.64558815299904,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,4,3,-107.17166753322412,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,5,4,92.54834019016606,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,6,5,-29.16982041109578,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,7,6,-34.04538493769475,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,8,7,48.195888158920525,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,9,8,-16.316073829190564,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,10,9,-19.758784514612582,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,11,10,30.72873333586061,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,12,11,-21.04585504854384,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,13,12,8.50065234335828,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,14,13,-1.9752530263346169,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,ar,1,15,14,0.2062249824166189,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,embedding,1,0,-1,5.152526618909525e-09,intercept
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,embedding,1,1,0,8.101096891688456,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,embedding,1,2,1,-29.709397621986007,lag_weight
monkeyM_session-o080506002-22_lfp-1,M,2008-05-06,1,embedding,1,3,2,64.77119375997277,lag_weight
