recording,outer_fold,family,horizon_ms,trial_index,status,mse,nmse,r2,pearson,nmse_persistence,r2_persistence,pearson_persistence,nmse_improvement,persistence_skill,monkey,day,raw_trial_index,original_trial_number
monkeyM_session-o080506002-22_lfp-1,1,ar,10,155,ok,0.0040455989419132,0.0073842026800018,0.9926157973199982,0.9963567485444588,2.096337325874042,-1.096337325874042,-0.0437885244235418,2.0889531231940404,0.9964775694308056,M,2008-05-06,145,102
monkeyM_session-o080506002-22_lfp-1,1,ar,10,157,ok,0.0031285081340719,0.0059145394498767,0.9940854605501231,0.9970856799161816,2.3287424455432006,-1.3287424455432006,-0.1461321366760192,2.322827906093324,0.997460200263367,M,2008-05-06,156,766
monkeyM_session-o080506002-22_lfp-1,1,ar,10,167,ok,0.0050120624670707,0.0047045602241078,0.9952954397758922,0.997832395486016,2.5725735869644657,-1.5725735869644657,-0.2850447143843809,2.567869026740358,0.9981712631086836,M,2008-05-06,198,12
monkeyM_session-o080506002-22_lfp-1,1,ar,10,168,ok,0.0029781725862596,0.0050374301668817,0.9949625698331184,0.9974869185352396,1.6547391985069988,-0.6547391985069988,0.1645014788415404,1.6497017683401172,0.9969557558245876,M,2008-05-06,188,151
monkeyM_session-o080506002-22_lfp-1,1,ar,10,169,ok,0.0035788776581461,0.0029825583204984,0.9970174416795016,0.9985628584022952,1.4130308879633156,-0.4130308879633155,0.2260074842955688,1.4100483296428172,0.997889247612416,M,2008-05-06,196,11
monkeyM_session-o080506002-22_lfp-1,1,ar,10,178,ok,0.0037713295792363,0.0064876582113661,0.9935123417886338,0.9968669698586314,2.2472377908046264,-1.2472377908046264,-0.118739084318363,2.24075013259326,0.9971130521932692,M,2008-05-06,180,377
monkeyM_session-o080506002-22_lfp-1,1,ar,10,181,ok,0.0049632142417466,0.0044026649069529,0.995597335093047,0.9978292027079784,2.044651559031434,-1.044651559031434,-0.0221521452381959,2.040248894124481,0.997846740738046,M,2008-05-06,190,243
monkeyM_session-o080506002-22_lfp-1,1,ar,10,186,ok,0.0028529440991319,0.0030900262032796,0.9969099737967204,0.9984558452328256,2.0616983595241187,-1.0616983595241187,0.0158556403436066,2.058608333320839,0.9985012229412682,M,2008-05-06,187,5
monkeyM_session-o080506002-22_lfp-1,1,ar,10,195,ok,0.0038008695839507,0.0037644435047604,0.9962355564952396,0.9981162159319372,2.293013519355724,-1.293013519355724,-0.145621328811308,2.289249075850964,0.9983582986000806,M,2008-05-06,204,331
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,0,ok,6.289226073473486e-11,9.339774815440779e-11,0.9999999999066024,0.999999999953305,0.0277243133824404,0.9722756866175596,0.986151358893818,0.0277243132890427,0.9999999966311972,M,2008-05-06,31,244
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,2,ok,7.3456475935226e-11,7.434625256725853e-11,0.9999999999256536,0.9999999999628336,0.0234227877536735,0.9765772122463264,0.9882853695332012,0.0234227876793273,0.9999999968259008,M,2008-05-06,9,158
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,15,ok,7.985399127487739e-11,1.4184952985379152e-10,0.9999999998581504,0.9999999999291412,0.0321839578427998,0.9678160421572002,0.9839316851542328,0.0321839577009502,0.9999999955925392,M,2008-05-06,11,55
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,17,ok,6.168901339563352e-11,1.3761767736015626e-10,0.9999999998623824,0.999999999931244,0.0260745631513604,0.9739254368486396,0.9869500426108444,0.0260745630137427,0.9999999947221484,M,2008-05-06,24,513
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,25,ok,2.3705159129405297e-11,5.058223901421007e-11,0.9999999999494178,0.9999999999753492,0.0052714334795966,0.9947285665204034,0.99736467901627,0.0052714334290143,0.9999999904044622,M,2008-05-06,29,620
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,26,ok,3.775593203770554e-11,1.2029707054548512e-10,0.9999999998797028,0.999999999940386,0.029501110717545,0.970498889282455,0.985307732128686,0.0295011105972479,0.9999999959222868,M,2008-05-06,32,306
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,27,ok,1.0273687128043674e-10,1.3260991369010018e-10,0.99999999986739,0.9999999999337138,0.030081355044015,0.9699186449559848,0.9849824490945708,0.0300813549114051,0.9999999955916244,M,2008-05-06,21,548
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,33,ok,7.016712712995093e-11,1.0719106228151643e-10,0.999999999892809,0.9999999999464334,0.0320901941643923,0.9679098058356076,0.9839592538398274,0.0320901940572012,0.9999999966596942,M,2008-05-06,45,168
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,36,ok,8.061543076646314e-11,1.482616311676938e-10,0.9999999998517384,0.999999999926188,0.0365103753222745,0.9634896246777256,0.981732243610442,0.0365103751740129,0.9999999959391918,M,2008-05-06,39,671
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,45,ok,8.784956733836393e-11,1.168701336532053e-10,0.9999999998831298,0.9999999999416512,0.0289299126221659,0.971070087377834,0.9855424352705726,0.0289299125052958,0.999999995960232,M,2008-05-06,59,313
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,52,ok,8.916527361064673e-11,8.182681778814279e-11,0.9999999999181732,0.999999999959197,0.0346183169717718,0.965381683028228,0.982662025155744,0.034618316889945,0.9999999976363144,M,2008-05-06,51,155
