feature,stage,x,density
R1,0,6.428691571455284,0.030655315305502622
R1,0,6.447146440347943,0.029705424158610046
R1,0,6.465601309240602,0.028795754601009808
R1,0,6.484056178133261,0.027923280239687903
R1,0,6.50251104702592,0.027084996472312713
R1,0,6.5209659159185795,0.02627795747877263
R1,0,6.539420784811238,0.025499311863340177
R1,0,6.557875653703897,0.024746336326614063
R1,0,6.576330522596557,0.024016466785151288
R1,0,6.594785391489215,0.023307326409272487
R1,0,6.6132402603818745,0.02261675011420732
R1,0,6.631695129274533,0.021942805114565426
R1,0,6.650149998167192,0.02128380723486892
R1,0,6.668604867059852,0.020638332757238625
R1,0,6.68705973595251,0.020005225678899365
R1,0,6.7055146048451695,0.019383600344603156
R1,0,6.723969473737829,0.018772839510092638
R1,0,6.742424342630487,0.018172587980228496
R1,0,6.760879211523147,0.01758274204747392
R1,0,6.779334080415806,0.01700343503139613
R1,0,6.7977889493084644,0.016435019286316542
R1,0,6.816243818201124,0.015878045101102026
R1,0,6.834698687093783,0.015333236961527314
R1,0,6.853153555986442,0.014801467681116405
R1,0,6.871608424879101,0.01428373093064034
R1,0,6.890063293771759,0.013781112709512194
R1,0,6.908518162664419,0.01329476230441247
R1,0,6.926973031557078,0.012825863272046005
R1,0,6.945427900449737,0.012375604964593794
R1,0,6.963882769342396,0.011945155088947786
R1,0,6.982337638235055,0.011535633755093054
R1,0,7.000792507127714,0.01114808942600667
R1,0,7.019247376020373,0.010783477132224899
R1,0,7.037702244913032,0.0104426392598846
R1,0,7.056157113805691,0.01012628916268901
R1,0,7.07461198269835,0.009834997787018648
R1,0,7.09306685159101,0.009569183436437973
R1,0,7.111521720483668,0.009329104738255004
R1,0,7.129976589376327,0.009114856811679665
R1,0,7.148431458268986,0.008926370575565914
R1,0,7.166886327161645,0.008763415074744174
R1,0,7.1853411960543045,0.008625602648549023
R1,0,7.203796064946963,0.008512396714248333
R1,0,7.222250933839622,0.008423121892558224
R1,0,7.240705802732282,0.008356976163071437
R1,0,7.25916067162494,0.008313044704938322
R1,0,7.2776155405175995,0.00829031505311727
R1,0,7.296070409410259,0.008287693183435993
R1,0,7.314525278302917,0.008304020130922005
R1,0,7.332980147195577,0.008338088745572455
R1,0,7.351435016088235,0.008388660197977968
R1,0,7.3698898849808945,0.0084544798638645
R1,0,7.388344753873554,0.008534292241361853
R1,0,7.406799622766212,0.0086268545871598
R1,0,7.425254491658872,0.008730948997003064
R1,0,7.443709360551531,0.00884539270136046
R1,0,7.4621642294441894,0.008969046397577892
R1,0,7.480619098336849,0.00910082049423584
R1,0,7.499073967229508,0.009239679200508883
R1,0,7.517528836122167,0.009384642451698476
R1,0,7.535983705014826,0.009534785720351314
R1,0,7.554438573907485,0.009689237819030022
R1,0,7.572893442800144,0.009847176854426914
R1,0,7.591348311692803,0.010007824541717643
R1,0,7.609803180585462,0.010170439131544562
R1,0,7.628258049478121,0.010334307238636892
R1,0,7.64671291837078,0.010498734889823634
R1,0,7.665167787263439,0.01066303812928367
R1,0,7.683622656156098,0.010826533529740095
R1,0,7.702077525048757,0.010988528959628223
R1,0,7.720532393941416,0.011148314947991978
R1,0,7.738987262834075,0.011305156971202091
R1,0,7.757442131726735,0.011458288959016398
R1,0,7.775897000619393,0.011606908282738493
R1,0,7.794351869512052,0.011750172446234408
R1,0,7.812806738404711,0.011887197652493433
R1,0,7.83126160729737,0.012017059365601993
R1,0,7.8497164761900295,0.012138794931896228
R1,0,7.868171345082688,0.012251408266221358
R1,0,7.886626213975347,0.012353876551243682
