original_trial_number,window_index,stage,stage_name,R1,R2,band_half_width,normal_x,normal_y,normal_z,u_x,u_y,u_z,v_x,v_y,v_z,mse,mean_error,frac_inside
263,25,1,post_TC,3.468502047023004,1.0790769794866335,0.8833153957858334,-0.4314037755132814,0.7915922004469509,-0.4327500094332069,0.5609106442053401,0.611047194224372,0.558570117037846,0.706590427114631,-0.0017648291920248,-0.7076205577058134,0.0056872390491829,0.0149607851116977,0.8129251700680272
263,26,2,pre_SC,4.069114342665121,1.1231034686692194,1.1076025413135095,-0.41905787883715,0.8003059305188678,-0.4288366959121359,0.5671039961459898,0.5995562245597423,0.5647347971808688,0.7090723177079739,-0.0065384377336719,-0.7051054510442004,0.0091767464333258,0.0080925924206665,0.8707482993197279
263,27,3,post_SC,3.0781213762510835,0.997793704112174,0.8162185324265011,-0.4334213877524211,0.7937120486194236,-0.4268103613024444,0.5614335041751469,0.6082833183339206,0.5610559909904622,0.7049385228715911,0.0035480294576041,-0.7092595367413732,0.006971750183338,0.011751308995505,0.8503401360544217
263,28,4,pre_GO,4.890487734661049,1.3389846003633488,1.2920283350720672,-0.4215092307667494,0.8012809504671516,-0.4245925185361621,0.5671027594521583,0.5982842917358823,0.5660833564801577,0.7076188441528184,-0.0021782287647882,-0.706590989695791,0.0097270097065685,0.0090042141317801,0.9081632653061223
263,29,5,post_GO,2.575382905636572,0.5254435341822064,0.5440888757258875,-0.4184890722101325,0.809433554946458,-0.4119274409012366,0.5701639156674079,0.5871849298694719,0.5745667649673033,0.7069512046184739,0.0055837497188401,-0.7072402816777095,0.0072240373538022,0.0282213741169466,0.6802721088435374
389,30,0,pre_TC,3.3895501820841822,1.1010575512995524,0.9726841295437246,-0.4295307036525675,0.7897654086611617,-0.4379200542359281,0.5647755598623488,0.6133247786124855,0.5521424480350303,0.7046502264257782,-0.0101644095851086,-0.7094820245615004,0.0070980979773599,0.0106323078746606,0.8843537414965986
389,31,1,post_TC,3.5238810592161958,1.266370100382367,0.97151277139324,-0.4318781571729037,0.7907304528561184,-0.4338509055918801,0.5584116970666124,0.612164291530533,0.5598493161147082,0.7082779355141049,-0.0004807295273177,-0.7059335202148989,0.003461326337255,0.0081361013353371,0.891156462585034
389,32,2,pre_SC,2.885669998812737,0.8822063017627957,0.6968617236399559,-0.4321896093981323,0.7977897466500419,-0.4204089219656879,0.5620038300169705,0.6028761688798886,0.5662967596966844,0.7052402686847554,0.0084761510587157,-0.7089177091092336,0.0067996681258064,0.0132488293432547,0.8707482993197279
389,33,3,post_SC,4.517560552346885,1.370976647467012,1.3159007336339523,-0.4246591768546093,0.7991373179486246,-0.4254928090755993,0.5652548195945882,0.6011481999938254,0.5648963007218876,0.7072139509641019,-0.0006234629600518,-0.7069993202653608,0.0070062621297141,0.0084762216977582,0.9081632653061223
389,34,4,pre_GO,3.5298685166545143,1.2963360464168303,0.9825271898003703,-0.4357531354231835,0.7890569658361792,-0.4330222969250745,0.5525607267149036,0.6142887874391534,0.5633168991951442,0.7104898649953864,0.0061959899884735,-0.7036801556438127,0.0216365833043727,0.0108979354441509,0.8775510204081632
