fold,held_out,permuted_group,rep,base_r2,permuted_r2,r2_drop
0,ekez003_250830,spectrum,80,0.2042725826710593,-0.20216929165925235,0.40644187433031165
0,ekez003_250830,spectrum,81,0.2042725826710593,-0.14186637017502224,0.34613895284608154
0,ekez003_250830,spectrum,82,0.2042725826710593,-0.3995267886957705,0.6037993713668298
0,ekez003_250830,spectrum,83,0.2042725826710593,-0.29567988317489546,0.49995246584595476
0,ekez003_250830,spectrum,84,0.2042725826710593,-0.18241759285793924,0.38669017552899854
0,ekez003_250830,spectrum,85,0.2042725826710593,-0.21196311716417915,0.41623569983523845
0,ekez003_250830,spectrum,86,0.2042725826710593,-0.3330439528306066,0.5373165355016659
0,ekez003_250830,spectrum,87,0.2042725826710593,-0.2505103637305841,0.4547829464016434
0,ekez003_250830,spectrum,88,0.2042725826710593,-0.16398780824828885,0.36826039091934815
0,ekez003_250830,spectrum,89,0.2042725826710593,-0.2733725314412654,0.4776451141123247
0,ekez003_250830,spectrum,90,0.2042725826710593,-0.21299599482425746,0.41726857749531676
0,ekez003_250830,spectrum,91,0.2042725826710593,-0.2879632309509017,0.492235813621961
0,ekez003_250830,spectrum,92,0.2042725826710593,-0.2792356777476672,0.4835082604187265
0,ekez003_250830,spectrum,93,0.2042725826710593,-0.179228734993631,0.3835013176646903
0,ekez003_250830,spectrum,94,0.2042725826710593,-0.22134561443228407,0.42561819710334337
0,ekez003_250830,spectrum,95,0.2042725826710593,-0.2986345365212304,0.5029071191922897
0,ekez003_250830,spectrum,96,0.2042725826710593,-0.15700107377657568,0.361273656447635
0,ekez003_250830,spectrum,97,0.2042725826710593,-0.2203728493298993,0.4246454320009586
0,ekez003_250830,spectrum,98,0.2042725826710593,-0.16956852308260495,0.37384110575366425
0,ekez003_250830,spectrum,99,0.2042725826710593,-0.25962483590916796,0.46389741858022726
0,ekez003_250830,torus,0,0.2042725826710593,0.03646065500185536,0.16781192766920394
0,ekez003_250830,torus,1,0.2042725826710593,-0.0378484755352575,0.2421210582063168
0,ekez003_250830,torus,2,0.2042725826710593,0.0027368622857871783,0.20153572038527212
0,ekez003_250830,torus,3,0.2042725826710593,-0.013334129703602038,0.21760671237466134
0,ekez003_250830,torus,4,0.2042725826710593,-0.051568265106082256,0.25584084777714156
0,ekez003_250830,torus,5,0.2042725826710593,-0.08321297883401568,0.287485561505075
0,ekez003_250830,torus,6,0.2042725826710593,0.013454388828105235,0.19081819384295406
0,ekez003_250830,torus,7,0.2042725826710593,-0.007506272537612713,0.211778855208672
0,ekez003_250830,torus,8,0.2042725826710593,-0.0703716957750582,0.2746442784461175
0,ekez003_250830,torus,9,0.2042725826710593,-0.0817884349121385,0.2860610175831978
0,ekez003_250830,torus,10,0.2042725826710593,-0.12394354578125788,0.3282161284523172
0,ekez003_250830,torus,11,0.2042725826710593,-0.21293136690192882,0.4172039495729881
0,ekez003_250830,torus,12,0.2042725826710593,-0.09823312530385175,0.30250570797491105
0,ekez003_250830,torus,13,0.2042725826710593,-0.2752355575842518,0.4795081402553111
0,ekez003_250830,torus,14,0.2042725826710593,0.04781440224124256,0.15645818042981674
0,ekez003_250830,torus,15,0.2042725826710593,-0.22337002868112932,0.4276426113521886
