mouse_ID,group,date,phase,label,channel,window_start_s,window_end_s,source_interval_start_s,source_interval_end_s,dat_file,session,session_channel,torus_R1,torus_R2,torus_r,torus_mse,torus_mean_error,torus_frac_inside,torus_n_x,torus_n_y,torus_n_z,torus_u_x,torus_u_y,torus_u_z,torus_v_x,torus_v_y,torus_v_z,torus_tau_ms,torus_analysis_fs,torus_fit_failed
ekez003,control,250830,mobile,0,12,260.0,262.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.9467890633162854,0.28952911178012974,0.0458322689215251,0.6196638466358672,0.48317071952976104,0.03281563126252505,0.7023092919862295,-0.7028528235814754,-0.11295825234426055,-0.6253115227557168,-0.5332606942638514,-0.5697530442745851,0.3402163398447181,0.4707769539128577,-0.8140159100196964,2.0,2000.0,0
ekez003,control,250830,mobile,0,12,262.0,264.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.194811935839172,0.10974072587613774,0.012681171213597728,0.464098284127075,0.488005949232586,0.006012024048096192,0.7171996292523848,-0.696638691419892,-0.01786688042471346,-0.5763563734430888,-0.5785655144133223,-0.5771267419910281,0.3917116574603482,0.4242127757941245,-0.81645912222273,2.0,2000.0,0
ekez003,control,250830,mobile,0,12,264.0,266.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.0906035367068476,0.25813336599826153,0.08369781294524645,0.6242882301671406,0.5474692859125468,0.06901302605210421,-0.1792318215102799,0.7516965434912652,-0.17391825868660088,0.5700812445576873,0.5786848189482016,0.5704824028959916,0.6963591213053462,0.008397023116176183,-0.6985282026970754,2.0,2000.0,1
ekez003,control,250830,mobile,0,12,266.0,268.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.0906035367068476,0.25813336599826153,0.08369781294524645,0.6242882301671406,0.5474692859125468,0.06901302605210421,-0.1792318215102799,0.7516965434912652,-0.17391825868660088,0.5700812445576873,0.5786848189482016,0.5704824028959916,0.6963591213053462,0.008397023116176183,-0.6985282026970754,2.0,2000.0,1
ekez003,control,250830,immobile,1,12,726.0,728.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.3677930913410683,0.13802281510796374,0.022183247723951072,0.609096133574387,0.582211677979432,0.004008016032064128,-0.11595715029708699,-0.6461271601652775,0.7543696919885421,-0.5757741295884717,-0.5751393580250848,-0.5811186372378114,0.8093442351617961,-0.5017314139514616,-0.30533178226747787,2.0,2000.0,0
ekez003,control,250830,immobile,1,12,728.0,730.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.1210590060631587,0.13991447608811744,0.038585539007868694,0.42550249851721833,0.48932155945142725,0.023046092184368736,-0.6094012543862636,0.774688975916688,-0.16878122450278205,0.5759487488163544,0.5788329100373516,0.5772655376796428,0.5448973755559087,0.25457700769998576,-0.7989226478582295,2.0,2000.0,0
ekez003,control,250830,immobile,1,12,730.0,732.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.2733302044345964,0.1715355470430234,0.04184207267965063,2.0521099801784213,0.7958294757068759,0.04183366733466934,0.3270280391915175,-0.8104101805072979,0.4860946419287092,-0.5765520903353073,-0.5786552642194955,-0.5768412019950149,0.7487592060940945,-0.09161563469152256,-0.6564801800263363,2.0,2000.0,0
ekez003,control,250830,immobile,1,12,732.0,734.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.0126019701656936,0.13130462294382778,0.017469498850511345,0.5685727699196739,0.5552237508388422,0.01603206412825651,0.41607356732269657,-0.8129801438478149,0.4073647901863364,-0.5747039413783693,-0.5822686566749333,-0.5750465991692641,0.7046972160706395,0.005147539394283089,-0.7094894900549795,2.0,2000.0,0
ekez003,control,250830,immobile,1,12,734.0,736.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.1602167422876732,0.16516834816642198,0.033928966059815026,0.6884039079114213,0.5487166669759632,0.030561122244488977,-0.5250092525145748,0.8027939776421197,-0.2826430863026821,-0.5762495712635752,-0.5796868331251528,-0.5761072878534667,-0.6263399367683091,-0.13958869926167783,0.7669506363811842,2.0,2000.0,0
ekez003,control,250830,immobile,1,12,736.0,738.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,1.9111842123615783,0.11489945196350317,0.015585896198128677,0.5309991091242078,0.5316824108072856,0.012525050100200401,0.30665099106729726,-0.8078792454129861,0.503285499997111,0.5768543295282508,0.5783300408182674,0.5768651890950375,-0.757102537428086,0.11342613771396626,0.6433741206337462,2.0,2000.0,0
ekez003,control,250830,sleep,2,12,2385.0,2387.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.0882492220382067,0.21584032907623246,0.05157866619543452,0.6885600781237262,0.5556721289467403,0.03381763527054108,-0.5451564684327307,0.7976156454413749,-0.25809631355781576,0.5767177070742407,0.5802581361168899,0.5750627633703848,0.60844154301896,0.16465047104686711,-0.7763305424307045,2.0,2000.0,0
ekez003,control,250830,sleep,2,12,2425.0,2427.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,1.7868489866442803,0.287969726041228,0.12416471336653784,0.42830035789810045,0.45672898495277225,0.12399799599198397,0.45097732840628657,-0.8118737632646595,0.37078355112503103,-0.5750523159879326,-0.5820122580097111,-0.5749578814151104,0.6825937907266821,0.04607302950207172,-0.7293442210725192,2.0,2000.0,0
ekez003,control,250830,sleep,2,12,2465.0,2467.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.174425342172297,0.2982877592067153,0.10238279954932417,0.592530864905464,0.5569132327696197,0.09268537074148296,0.4521188071047702,-0.8091059100140416,0.3754147182005377,-0.5734611032954456,-0.5860487435634096,-0.572441467027782,0.6831770980262375,0.043525814717296316,-0.7289544266849913,2.0,2000.0,0
ekez003,control,250830,sleep,2,12,2505.0,2507.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,1.5407059791172897,0.2707414382793117,0.16891343398313335,0.26228024796220134,0.3364903227272615,0.19614228456913826,-0.46696768534611,0.8078379078369006,-0.3596374500839669,0.572396157578662,0.5861444312990196,0.5734085318900761,0.6740206373916415,0.06190816034500959,-0.7361138227549201,2.0,2000.0,0
ekez003,control,250830,sleep,2,12,2545.0,2547.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.1551831943733046,0.23119691121949745,0.09238601689494025,0.7975081239908806,0.5962322968096997,0.10395791583166333,0.3811584374601473,-0.8127049988917587,0.4407140006039712,0.5755263092640381,0.5816510921600724,0.5748490883109322,-0.7235245074605351,0.034533921932623515,0.6894343299676495,2.0,2000.0,0
