split,fold,held_out,n_train,n_test,accuracy,macro_f1,f1_mobile,f1_immobile,f1_sleep,confusion,feature_set
blocked_stratified_cv,1,all,543,160,0.625,0.629090909090909,0.76,0.4909090909090909,0.6363636363636364,"[[0.76, 0.18, 0.06], [0.24444444444444444, 0.6, 0.15555555555555556], [0.015384615384615385, 0.4461538461538462, 0.5384615384615384]]",torus_shape
blocked_stratified_cv,2,all,543,160,0.65,0.6617220375025906,0.7954545454545454,0.5964912280701754,0.5932203389830508,"[[0.7, 0.14, 0.16], [0.022222222222222223, 0.7555555555555555, 0.2222222222222222], [0.03076923076923077, 0.4307692307692308, 0.5384615384615384]]",torus_shape
blocked_stratified_cv,3,all,543,160,0.625,0.6351962245404869,0.75,0.5737704918032787,0.5818181818181818,"[[0.66, 0.26, 0.08], [0.022222222222222223, 0.7777777777777778, 0.2], [0.06153846153846154, 0.4461538461538462, 0.49230769230769234]]",torus_shape
blocked_stratified_cv,4,all,543,160,0.68125,0.686406859330415,0.8247422680412371,0.5849056603773585,0.6495726495726496,"[[0.8, 0.08, 0.12], [0.13333333333333333, 0.6888888888888889, 0.17777777777777778], [0.015384615384615385, 0.4, 0.5846153846153846]]",torus_shape
blocked_stratified_cv,0,all,540,160,0.78125,0.777707986504751,0.8043478260869565,0.7070707070707071,0.8217054263565892,"[[0.74, 0.16, 0.1], [0.08695652173913043, 0.7608695652173914, 0.15217391304347827], [0.015625, 0.15625, 0.828125]]",spectrum_plus_torus
blocked_stratified_cv,1,all,543,160,0.71875,0.7177727945089338,0.8247422680412371,0.6041666666666666,0.7244094488188977,"[[0.8, 0.06, 0.14], [0.15555555555555556, 0.6444444444444445, 0.2], [0.0, 0.2923076923076923, 0.7076923076923077]]",spectrum_plus_torus
blocked_stratified_cv,2,all,543,160,0.76875,0.7669887278582931,0.8444444444444444,0.6739130434782609,0.782608695652174,"[[0.76, 0.1, 0.14], [0.044444444444444446, 0.6888888888888889, 0.26666666666666666], [0.0, 0.16923076923076924, 0.8307692307692308]]",spectrum_plus_torus
blocked_stratified_cv,3,all,543,160,0.825,0.8276960784313726,0.8666666666666667,0.803921568627451,0.8125,"[[0.78, 0.08, 0.14], [0.0, 0.9111111111111111, 0.08888888888888889], [0.015384615384615385, 0.18461538461538463, 0.8]]",spectrum_plus_torus
blocked_stratified_cv,4,all,543,160,0.84375,0.8444284628745115,0.8936170212765957,0.7959183673469388,0.84375,"[[0.84, 0.06, 0.1], [0.044444444444444446, 0.8666666666666667, 0.08888888888888889], [0.0, 0.16923076923076924, 0.8307692307692308]]",spectrum_plus_torus
blocked_stratified_cv,0,all,540,160,0.79375,0.7903806338588947,0.8260869565217391,0.7142857142857143,0.8307692307692308,"[[0.76, 0.14, 0.1], [0.08695652173913043, 0.7608695652173914, 0.15217391304347827], [0.0, 0.15625, 0.84375]]",all_features
blocked_stratified_cv,1,all,543,160,0.78125,0.7778947368421053,0.86,0.6736842105263158,0.8,"[[0.86, 0.06, 0.08], [0.15555555555555556, 0.7111111111111111, 0.13333333333333333], [0.0, 0.23076923076923078, 0.7692307692307693]]",all_features
blocked_stratified_cv,2,all,543,160,0.79375,0.78994708994709,0.8444444444444444,0.7111111111111111,0.8142857142857143,"[[0.76, 0.1, 0.14], [0.044444444444444446, 0.7111111111111111, 0.24444444444444444], [0.0, 0.12307692307692308, 0.8769230769230769]]",all_features
blocked_stratified_cv,3,all,543,160,0.825,0.8276960784313726,0.8666666666666667,0.803921568627451,0.8125,"[[0.78, 0.08, 0.14], [0.0, 0.9111111111111111, 0.08888888888888889], [0.015384615384615385, 0.18461538461538463, 0.8]]",all_features
blocked_stratified_cv,4,all,543,160,0.85625,0.8570613595980916,0.9166666666666666,0.8041237113402062,0.8503937007874016,"[[0.88, 0.04, 0.08], [0.044444444444444446, 0.8666666666666667, 0.08888888888888889], [0.0, 0.16923076923076924, 0.8307692307692308]]",all_features
leave_day_out_ekez003,0,250830,642,68,0.6176470588235294,0.5505516705516705,0.64,0.24242424242424243,0.7692307692307693,"[[1.0, 0.0, 0.0], [0.6666666666666666, 0.3333333333333333, 0.0], [0.020833333333333332, 0.3541666666666667, 0.625]]",native_spectrum
leave_day_out_ekez003,1,250906,624,106,0.7641509433962265,0.6279194567547406,0.9620253164556962,0.14814814814814814,0.7735849056603774,"[[0.95, 0.025, 0.025], [0.0, 0.1111111111111111, 0.8888888888888888], [0.020833333333333332, 0.125, 0.8541666666666666]]",native_spectrum
leave_day_out_ekez003,2,250909,576,122,0.680327868852459,0.6364450961225154,0.7956989247311828,0.36363636363636365,0.75,"[[0.925, 0.025, 0.05], [0.4117647058823529, 0.29411764705882354, 0.29411764705882354], [0.041666666666666664, 0.20833333333333334, 0.75]]",native_spectrum
leave_day_out_ekez003,3,not_ekez003,192,504,0.45436507936507936,0.46002162270871555,0.6271186440677966,0.23197492163009403,0.5209713024282561,"[[0.4567901234567901, 0.35802469135802467, 0.18518518518518517], [0.0, 0.22839506172839505, 0.7716049382716049], [0.0, 0.34444444444444444, 0.6555555555555556]]",native_spectrum
leave_day_out_ekez003,0,250830,642,68,0.5882352941176471,0.48629531388152075,0.5517241379310345,0.13793103448275862,0.7692307692307693,"[[1.0, 0.0, 0.0], [0.8333333333333334, 0.16666666666666666, 0.0], [0.0625, 0.3125, 0.625]]",highrate_dynamics
leave_day_out_ekez003,1,250906,624,106,0.7452830188679245,0.6551433004746258,0.891566265060241,0.30303030303030304,0.7708333333333334,"[[0.925, 0.05, 0.025], [0.16666666666666666, 0.2777777777777778, 0.5555555555555556], [0.0625, 0.16666666666666666, 0.7708333333333334]]",highrate_dynamics
leave_day_out_ekez003,2,250909,576,122,0.6475409836065574,0.6062271062271063,0.7115384615384616,0.32142857142857145,0.7857142857142857,"[[0.925, 0.0, 0.075], [0.7352941176470589, 0.2647058823529412, 0.0], [0.041666666666666664, 0.2708333333333333, 0.6875]]",highrate_dynamics
leave_day_out_ekez003,3,not_ekez003,192,504,0.4523809523809524,0.47303568768743726,0.7456445993031359,0.3129973474801061,0.36046511627906974,"[[0.6604938271604939, 0.2839506172839506, 0.05555555555555555], [0.06172839506172839, 0.36419753086419754, 0.5740740740740741], [0.044444444444444446, 0.6111111111111112, 0.34444444444444444]]",highrate_dynamics
leave_day_out_ekez003,0,250830,642,68,0.5882352941176471,0.4983974358974359,0.5384615384615384,0.1875,0.7692307692307693,"[[0.875, 0.125, 0.0], [0.75, 0.25, 0.0], [0.041666666666666664, 0.3333333333333333, 0.625]]",torus_shape
leave_day_out_ekez003,1,250906,624,106,0.6792452830188679,0.5845911812896022,0.8860759493670886,0.16666666666666666,0.7010309278350515,"[[0.875, 0.125, 0.0], [0.0, 0.16666666666666666, 0.8333333333333334], [0.08333333333333333, 0.20833333333333334, 0.7083333333333334]]",torus_shape
leave_day_out_ekez003,2,250909,576,122,0.6721311475409836,0.6534284429021271,0.7368421052631579,0.46153846153846156,0.7619047619047619,"[[0.875, 0.05, 0.075], [0.5294117647058824, 0.4411764705882353, 0.029411764705882353], [0.041666666666666664, 0.2916666666666667, 0.6666666666666666]]",torus_shape
leave_day_out_ekez003,3,not_ekez003,192,504,0.4801587301587302,0.5005290969682711,0.6422764227642277,0.379746835443038,0.47956403269754766,"[[0.4876543209876543, 0.43209876543209874, 0.08024691358024691], [0.006172839506172839, 0.46296296296296297, 0.5308641975308642], [0.022222222222222223, 0.4888888888888889, 0.4888888888888889]]",torus_shape
leave_day_out_ekez003,0,250830,642,68,0.6617647058823529,0.5930555555555556,0.6666666666666666,0.3125,0.8,"[[1.0, 0.0, 0.0], [0.5833333333333334, 0.4166666666666667, 0.0], [0.020833333333333332, 0.3125, 0.6666666666666666]]",spectrum_plus_torus
