mouse_ID,group,date,phase,label,channel,window_start_s,window_end_s,source_interval_start_s,source_interval_end_s,dat_file,session,session_channel,torus_R1,torus_R2,torus_r,torus_mse,torus_mean_error,torus_frac_inside,torus_n_x,torus_n_y,torus_n_z,torus_u_x,torus_u_y,torus_u_z,torus_v_x,torus_v_y,torus_v_z,torus_tau_ms,torus_analysis_fs,torus_fit_failed
ekez003,control,250830,mobile,0,12,260.0,262.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,3.0747885992999033,0.3048377623136267,0.04877903271352772,0.7120863275951256,0.507507006110615,0.03406813627254509,0.09728822911898931,0.7037523409151166,-0.7037525439603995,-0.5712088658103646,-0.5395696345503616,-0.6185345916671295,-0.8150186697815848,0.46216582751906193,0.3494958022338422,2.0,1000.0,0
ekez003,control,250830,mobile,0,12,262.0,264.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,1.8532035933097655,0.09270035500417786,0.012816060427736692,0.5722932713787005,0.5479322704536688,0.01753507014028056,-0.4167776980170624,0.8156881526019111,-0.4011847306907384,-0.5767610050237926,-0.5784212645842114,-0.5768670416644952,-0.7025973907706342,-0.009037609213456164,0.7115302018185887,2.0,1000.0,0
ekez003,control,250830,mobile,0,12,264.0,266.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.071398887903846,0.24716740224238565,0.08231950046871289,0.6272910318412819,0.5449786889388282,0.06813627254509018,0.20650602757097464,-0.7506848068483969,0.19693534700061982,0.5715791166760085,0.5790010449862596,0.5718505111355228,-0.6023455292800863,0.002934598620529628,0.6049785294100205,2.0,1000.0,1
ekez003,control,250830,mobile,0,12,266.0,268.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.071398887903846,0.24716740224238565,0.08231950046871289,0.6272910318412819,0.5449786889388282,0.06813627254509018,0.20650602757097464,-0.7506848068483969,0.19693534700061982,0.5715791166760085,0.5790010449862596,0.5718505111355228,-0.6023455292800863,0.002934598620529628,0.6049785294100205,2.0,1000.0,1
ekez003,control,250830,immobile,1,12,726.0,728.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.372316478753806,0.13849533052286517,0.022382767940637562,0.6138202456230123,0.5880741851142428,0.003006012024048096,0.056577870998210635,0.6809614621247656,-0.7301304209614665,-0.576035012155713,-0.575043197193592,-0.5809552359090495,-0.8154646585119931,0.4534498963069825,0.3597229242835454,2.0,1000.0,0
ekez003,control,250830,immobile,1,12,728.0,730.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.088686138359721,0.13420179967027618,0.03983649356399849,0.43155806648265266,0.48659879737990924,0.03156312625250501,0.5740163840189054,-0.7861656279185536,0.2290170219794356,0.5716019315704752,0.5849711765798522,0.5753954765147927,-0.5863245029001524,-0.19937985868398836,0.785156830988588,2.0,1000.0,0
ekez003,control,250830,immobile,1,12,730.0,732.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.376007345603109,0.1779399434379173,0.04279666286834807,2.0736020734084604,0.7985036770236237,0.036072144288577156,-0.44573095905441723,0.8139987815521549,-0.3724646235163747,-0.5763866273793405,-0.5793313828510809,-0.5763276885766672,-0.6849104816813136,-0.042203465192192084,0.7274039452785793,2.0,1000.0,0
ekez003,control,250830,immobile,1,12,732.0,734.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.15296618331811,0.1326633618274294,0.01772738639744413,0.5250966390401864,0.5340714811127261,0.0070140280561122245,-0.582552680595937,0.7864000161283934,-0.2054443695086867,-0.5769665581999168,-0.5781338431107174,-0.5769496079962048,-0.572487523923267,-0.21756900993008632,0.7905199307217048,2.0,1000.0,0
ekez003,control,250830,immobile,1,12,734.0,736.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,2.103538484889792,0.16023204902929744,0.03360539257253464,0.6647127892477942,0.5455706683268435,0.05110220440881764,0.40955099116424215,-0.8128912329257555,0.4140964006941877,-0.574781085618178,-0.5824097480876363,-0.5748265729296835,0.7084452619999327,-0.0025939860506900402,-0.7057609949439085,2.0,1000.0,0
ekez003,control,250830,immobile,1,12,736.0,738.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,1.9041576257314692,0.10657815136749552,0.015596087959249202,0.5234708069967937,0.5284666541029175,0.0035070140280561123,0.6110077039957339,-0.7745503620890508,0.1635277415135775,0.5775548490100719,0.5774386563719237,0.577057184783571,-0.5413870907596231,-0.258140145490155,0.8001647850556493,2.0,1000.0,0
