feature_set,null_kind,rep,macro_f1
torus_shape,label_permutation,67,0.2867081861634229
torus_shape,label_permutation,68,0.3156923428955097
torus_shape,label_permutation,69,0.2551282366454604
torus_shape,label_permutation,70,0.2962674384755372
torus_shape,label_permutation,71,0.3709283176276032
torus_shape,label_permutation,72,0.25437849996477113
torus_shape,label_permutation,73,0.26809975079491993
torus_shape,label_permutation,74,0.2997799994085893
torus_shape,label_permutation,75,0.2879934163154592
torus_shape,label_permutation,76,0.3625209304780918
torus_shape,label_permutation,77,0.27471921525886617
torus_shape,label_permutation,78,0.25499521750325976
torus_shape,label_permutation,79,0.33083378481711506
torus_shape,label_permutation,80,0.3479570269156184
torus_shape,label_permutation,81,0.2478513855666206
torus_shape,label_permutation,82,0.20089927484933115
torus_shape,label_permutation,83,0.24849772455349936
torus_shape,label_permutation,84,0.2916991808564078
torus_shape,label_permutation,85,0.3140069997377171
torus_shape,label_permutation,86,0.2752454258091627
torus_shape,label_permutation,87,0.3008715680404248
torus_shape,label_permutation,88,0.27613295182684433
torus_shape,label_permutation,89,0.3598435498019388
torus_shape,label_permutation,90,0.39031975377483313
torus_shape,label_permutation,91,0.33803190634216446
torus_shape,label_permutation,92,0.3977275742245676
torus_shape,label_permutation,93,0.42467668077572435
torus_shape,label_permutation,94,0.365998126581424
torus_shape,label_permutation,95,0.2904660482403368
torus_shape,label_permutation,96,0.3734472212373106
torus_shape,label_permutation,97,0.21104082365770704
torus_shape,label_permutation,98,0.2789970894793516
torus_shape,label_permutation,99,0.24786072452932192
torus_shape,session_channel_circular_shift,0,0.2840092347409414
torus_shape,session_channel_circular_shift,1,0.3778292590596659
torus_shape,session_channel_circular_shift,2,0.20644693440118314
torus_shape,session_channel_circular_shift,3,0.44010110506392514
torus_shape,session_channel_circular_shift,4,0.3576704250924241
torus_shape,session_channel_circular_shift,5,0.3413195515698826
torus_shape,session_channel_circular_shift,6,0.4651429937825063
torus_shape,session_channel_circular_shift,7,0.23470364067970853
torus_shape,session_channel_circular_shift,8,0.43877833025327306
torus_shape,session_channel_circular_shift,9,0.3749428369320274
torus_shape,session_channel_circular_shift,10,0.3454276305941233
torus_shape,session_channel_circular_shift,11,0.3401840976873089
torus_shape,session_channel_circular_shift,12,0.41229587581687266
torus_shape,session_channel_circular_shift,13,0.25636512922263627
torus_shape,session_channel_circular_shift,14,0.38985718991978535
torus_shape,session_channel_circular_shift,15,0.30170113399109894
torus_shape,session_channel_circular_shift,16,0.32514610194615007
torus_shape,session_channel_circular_shift,17,0.3162738837331613
torus_shape,session_channel_circular_shift,18,0.4318313395798705
torus_shape,session_channel_circular_shift,19,0.2537761965102304
torus_shape,session_channel_circular_shift,20,0.4022827288374118
torus_shape,session_channel_circular_shift,21,0.2552066044991685
torus_shape,session_channel_circular_shift,22,0.38986792520451347
torus_shape,session_channel_circular_shift,23,0.4137049801240223
torus_shape,session_channel_circular_shift,24,0.3079283114272668
torus_shape,session_channel_circular_shift,25,0.3477423835397864
torus_shape,session_channel_circular_shift,26,0.4709398174791503
torus_shape,session_channel_circular_shift,27,0.24467840060365634
torus_shape,session_channel_circular_shift,28,0.5092560433771848
torus_shape,session_channel_circular_shift,29,0.4532636164861013
torus_shape,session_channel_circular_shift,30,0.4875020754016794
torus_shape,session_channel_circular_shift,31,0.27701508503745476
torus_shape,session_channel_circular_shift,32,0.37123870331544584
torus_shape,session_channel_circular_shift,33,0.3022956958197032
torus_shape,session_channel_circular_shift,34,0.3650195382961527
torus_shape,session_channel_circular_shift,35,0.324617380381984
torus_shape,session_channel_circular_shift,36,0.42407024739394455
torus_shape,session_channel_circular_shift,37,0.2687326876854955
torus_shape,session_channel_circular_shift,38,0.2878602355683681
torus_shape,session_channel_circular_shift,39,0.2622577808128605
torus_shape,session_channel_circular_shift,40,0.22221076721148947
torus_shape,session_channel_circular_shift,41,0.3498193316809874
torus_shape,session_channel_circular_shift,42,0.4266336663863611
torus_shape,session_channel_circular_shift,43,0.4656034276182099
torus_shape,session_channel_circular_shift,44,0.3392349160895595
torus_shape,session_channel_circular_shift,45,0.27622721772539965
torus_shape,session_channel_circular_shift,46,0.3337371740164965
torus_shape,session_channel_circular_shift,47,0.21216432325189893
torus_shape,session_channel_circular_shift,48,0.2118162558489186
torus_shape,session_channel_circular_shift,49,0.37456285708588166
torus_shape,session_channel_circular_shift,50,0.35407739606743976
torus_shape,session_channel_circular_shift,51,0.3323256800837822
torus_shape,session_channel_circular_shift,52,0.2818305449644054
torus_shape,session_channel_circular_shift,53,0.22681138664652858
torus_shape,session_channel_circular_shift,54,0.3788387645407372
torus_shape,session_channel_circular_shift,55,0.5308180730929923
torus_shape,session_channel_circular_shift,56,0.3593330063813536
torus_shape,session_channel_circular_shift,57,0.2914076998248258
torus_shape,session_channel_circular_shift,58,0.4380092874690984
torus_shape,session_channel_circular_shift,59,0.20705523839791393
torus_shape,session_channel_circular_shift,60,0.39151476225701315
torus_shape,session_channel_circular_shift,61,0.354598695557191
torus_shape,session_channel_circular_shift,62,0.23834620136142534
torus_shape,session_channel_circular_shift,63,0.20788148554471178
torus_shape,session_channel_circular_shift,64,0.38489772057579197
torus_shape,session_channel_circular_shift,65,0.4318213939310322
torus_shape,session_channel_circular_shift,66,0.2573845000962619
torus_shape,session_channel_circular_shift,67,0.5297666813457381
torus_shape,session_channel_circular_shift,68,0.3534905200466976
torus_shape,session_channel_circular_shift,69,0.34750102156433926
torus_shape,session_channel_circular_shift,70,0.42135984037703617
torus_shape,session_channel_circular_shift,71,0.2883168806382844
torus_shape,session_channel_circular_shift,72,0.3890268438472439
torus_shape,session_channel_circular_shift,73,0.311797256472194
torus_shape,session_channel_circular_shift,74,0.2996292643388873
torus_shape,session_channel_circular_shift,75,0.5560080131430883
torus_shape,session_channel_circular_shift,76,0.4100422779709451
torus_shape,session_channel_circular_shift,77,0.34565030883709175
torus_shape,session_channel_circular_shift,78,0.3093355969145665
torus_shape,session_channel_circular_shift,79,0.26399480197119346
torus_shape,session_channel_circular_shift,80,0.40828688456668766
torus_shape,session_channel_circular_shift,81,0.31349430388355426
torus_shape,session_channel_circular_shift,82,0.2566259244460725
torus_shape,session_channel_circular_shift,83,0.2577944097581764
torus_shape,session_channel_circular_shift,84,0.4975722816122797
torus_shape,session_channel_circular_shift,85,0.23487338165402982
torus_shape,session_channel_circular_shift,86,0.4420728759056673
torus_shape,session_channel_circular_shift,87,0.2717737829843518
torus_shape,session_channel_circular_shift,88,0.2713732138510936
torus_shape,session_channel_circular_shift,89,0.40987389349922276
torus_shape,session_channel_circular_shift,90,0.5130252804228498
torus_shape,session_channel_circular_shift,91,0.3232557425758608
torus_shape,session_channel_circular_shift,92,0.31485511238449976
torus_shape,session_channel_circular_shift,93,0.28356398771644903
torus_shape,session_channel_circular_shift,94,0.23551231236899037
torus_shape,session_channel_circular_shift,95,0.504511575785875
torus_shape,session_channel_circular_shift,96,0.3921390465329359
torus_shape,session_channel_circular_shift,97,0.32309681433087717
torus_shape,session_channel_circular_shift,98,0.3835560688557276
torus_shape,session_channel_circular_shift,99,0.34853038953284526
spectrum_plus_torus,label_permutation,0,0.27812088600807156
spectrum_plus_torus,label_permutation,1,0.2808109347880761
spectrum_plus_torus,label_permutation,2,0.34219981916182274
spectrum_plus_torus,label_permutation,3,0.29244770894647765
spectrum_plus_torus,label_permutation,4,0.30478070531802687
spectrum_plus_torus,label_permutation,5,0.39741743510835476
spectrum_plus_torus,label_permutation,6,0.3155769947067118
spectrum_plus_torus,label_permutation,7,0.35122191959790944
spectrum_plus_torus,label_permutation,8,0.3192460208078172
spectrum_plus_torus,label_permutation,9,0.35295994911442113
spectrum_plus_torus,label_permutation,10,0.32692133195846923
spectrum_plus_torus,label_permutation,11,0.4098178805866002
spectrum_plus_torus,label_permutation,12,0.2813197181771755
spectrum_plus_torus,label_permutation,13,0.3254600326017473
spectrum_plus_torus,label_permutation,14,0.31778188003600977
spectrum_plus_torus,label_permutation,15,0.35293776838348484
spectrum_plus_torus,label_permutation,16,0.27192086872694315
spectrum_plus_torus,label_permutation,17,0.33787829822831644
spectrum_plus_torus,label_permutation,18,0.31387094221789
spectrum_plus_torus,label_permutation,19,0.3269795898747493
spectrum_plus_torus,label_permutation,20,0.3077454161364038
spectrum_plus_torus,label_permutation,21,0.343615786155278
spectrum_plus_torus,label_permutation,22,0.28254221342203273
spectrum_plus_torus,label_permutation,23,0.27963068918288164
spectrum_plus_torus,label_permutation,24,0.374623678782342
spectrum_plus_torus,label_permutation,25,0.3610817219844753
spectrum_plus_torus,label_permutation,26,0.3344552414389
spectrum_plus_torus,label_permutation,27,0.3204321966329694
spectrum_plus_torus,label_permutation,28,0.29831245163430076
spectrum_plus_torus,label_permutation,29,0.2504958188999136
spectrum_plus_torus,label_permutation,30,0.29601951778426544
spectrum_plus_torus,label_permutation,31,0.29767710565175437
spectrum_plus_torus,label_permutation,32,0.378728609193913
spectrum_plus_torus,label_permutation,33,0.2797608036214832
spectrum_plus_torus,label_permutation,34,0.31048612860025787
spectrum_plus_torus,label_permutation,35,0.3504217944133452
spectrum_plus_torus,label_permutation,36,0.2711800373354793
spectrum_plus_torus,label_permutation,37,0.27734710052329004
spectrum_plus_torus,label_permutation,38,0.26351801088178095
spectrum_plus_torus,label_permutation,39,0.2649978085019998
spectrum_plus_torus,label_permutation,40,0.2429846177625651
spectrum_plus_torus,label_permutation,41,0.3512335339276496
spectrum_plus_torus,label_permutation,42,0.29645413089379513
spectrum_plus_torus,label_permutation,43,0.35432114249765073
spectrum_plus_torus,label_permutation,44,0.34409649744452503
spectrum_plus_torus,label_permutation,45,0.33203695977893083
spectrum_plus_torus,label_permutation,46,0.3109487198600241
spectrum_plus_torus,label_permutation,47,0.3002803481221705
spectrum_plus_torus,label_permutation,48,0.284344377431103
spectrum_plus_torus,label_permutation,49,0.35277330400054635
spectrum_plus_torus,label_permutation,50,0.3030226192180417
spectrum_plus_torus,label_permutation,51,0.29223080824565906
spectrum_plus_torus,label_permutation,52,0.27754016106107243
spectrum_plus_torus,label_permutation,53,0.3172420740707697
spectrum_plus_torus,label_permutation,54,0.2757992162567861
spectrum_plus_torus,label_permutation,55,0.25811953314248975
spectrum_plus_torus,label_permutation,56,0.3251547990956401
spectrum_plus_torus,label_permutation,57,0.3521855935362659
spectrum_plus_torus,label_permutation,58,0.2794351478441759
spectrum_plus_torus,label_permutation,59,0.2747083114487296
spectrum_plus_torus,label_permutation,60,0.33161956688604793
spectrum_plus_torus,label_permutation,61,0.34446439875148344
spectrum_plus_torus,label_permutation,62,0.2824006746515301
spectrum_plus_torus,label_permutation,63,0.28628133459398547
spectrum_plus_torus,label_permutation,64,0.4384135060855034
spectrum_plus_torus,label_permutation,65,0.3025966679119651
spectrum_plus_torus,label_permutation,66,0.2943209172594431
spectrum_plus_torus,label_permutation,67,0.38142520306661565
spectrum_plus_torus,label_permutation,68,0.3354650636130983
spectrum_plus_torus,label_permutation,69,0.29782189540221427
spectrum_plus_torus,label_permutation,70,0.3087556681302212
spectrum_plus_torus,label_permutation,71,0.3355638699406796
spectrum_plus_torus,label_permutation,72,0.28756836758541665
spectrum_plus_torus,label_permutation,73,0.2779889704342993
spectrum_plus_torus,label_permutation,74,0.2840794321136714
spectrum_plus_torus,label_permutation,75,0.2443878949738142
spectrum_plus_torus,label_permutation,76,0.2521058773703451
spectrum_plus_torus,label_permutation,77,0.32863641061777704
spectrum_plus_torus,label_permutation,78,0.36047258801351134
spectrum_plus_torus,label_permutation,79,0.35943118030109916
spectrum_plus_torus,label_permutation,80,0.38180387662305876
spectrum_plus_torus,label_permutation,81,0.3521300798372493
spectrum_plus_torus,label_permutation,82,0.25989077754398443
spectrum_plus_torus,label_permutation,83,0.2859306448898767
spectrum_plus_torus,label_permutation,84,0.30842017444955333
spectrum_plus_torus,label_permutation,85,0.24808661089449605
spectrum_plus_torus,label_permutation,86,0.30795814264367705
spectrum_plus_torus,label_permutation,87,0.27525913342919894
spectrum_plus_torus,label_permutation,88,0.34000380178032125
spectrum_plus_torus,label_permutation,89,0.36089442762336804
spectrum_plus_torus,label_permutation,90,0.2856625827782335
spectrum_plus_torus,label_permutation,91,0.343463553159878
spectrum_plus_torus,label_permutation,92,0.36248355160888046
spectrum_plus_torus,label_permutation,93,0.3244905750557799
spectrum_plus_torus,label_permutation,94,0.2752462832411028
spectrum_plus_torus,label_permutation,95,0.32562360257428585
spectrum_plus_torus,label_permutation,96,0.2720094654289058
spectrum_plus_torus,label_permutation,97,0.27010780766445985
spectrum_plus_torus,label_permutation,98,0.35806776978886967
spectrum_plus_torus,label_permutation,99,0.31583924074502195
spectrum_plus_torus,session_channel_circular_shift,0,0.37136846530460504
spectrum_plus_torus,session_channel_circular_shift,1,0.367963359835096
spectrum_plus_torus,session_channel_circular_shift,2,0.2011564696287985
spectrum_plus_torus,session_channel_circular_shift,3,0.24289814437006166
spectrum_plus_torus,session_channel_circular_shift,4,0.36683219346317597
spectrum_plus_torus,session_channel_circular_shift,5,0.26322641073168446
spectrum_plus_torus,session_channel_circular_shift,6,0.3096423262796737
spectrum_plus_torus,session_channel_circular_shift,7,0.44021271896069464
spectrum_plus_torus,session_channel_circular_shift,8,0.268305309519089
spectrum_plus_torus,session_channel_circular_shift,9,0.37026453765598416
spectrum_plus_torus,session_channel_circular_shift,10,0.3634733975440341
spectrum_plus_torus,session_channel_circular_shift,11,0.3273782477793277
spectrum_plus_torus,session_channel_circular_shift,12,0.4109522808368853
spectrum_plus_torus,session_channel_circular_shift,13,0.3820116437868526
spectrum_plus_torus,session_channel_circular_shift,14,0.15401760565024014
spectrum_plus_torus,session_channel_circular_shift,15,0.3468487197634173
spectrum_plus_torus,session_channel_circular_shift,16,0.34982373901518815
spectrum_plus_torus,session_channel_circular_shift,17,0.2712648142786421
spectrum_plus_torus,session_channel_circular_shift,18,0.31313640556927375
spectrum_plus_torus,session_channel_circular_shift,19,0.44341161690506703
spectrum_plus_torus,session_channel_circular_shift,20,0.2273565133327715
spectrum_plus_torus,session_channel_circular_shift,21,0.26639740821070795
spectrum_plus_torus,session_channel_circular_shift,22,0.37944739858202814
