mouse_ID,group,date,phase,label,channel,window_start_s,window_end_s,source_interval_start_s,source_interval_end_s,dat_file,session,session_channel,qc_raw_mean,qc_raw_std,qc_raw_ptp,qc_clip_fraction,torus_fit_failed,spec_log_abs_slow,spec_rel_slow,spec_log_abs_delta,spec_rel_delta,spec_log_abs_theta,spec_rel_theta,spec_log_abs_alpha,spec_rel_alpha,spec_log_abs_sigma,spec_rel_sigma,spec_log_abs_beta,spec_rel_beta,spec_log_abs_low_gamma,spec_rel_low_gamma,spec_log_abs_high_gamma,spec_rel_high_gamma,spec_log_abs_hfo,spec_rel_hfo,ratio_theta_delta,ratio_gamma_delta,ratio_beta_delta,ratio_log10_theta_delta,ratio_log10_gamma_delta,ratio_log10_beta_delta,aperiodic_slope_2_120,aperiodic_offset_2_120,dyn_line_length,dyn_rms,dyn_ptp,dyn_autocorr_e_s,dyn_autocorr_zero_s,dyn_hjorth_mobility,torus_R1,torus_R2,torus_r,torus_mse,torus_mean_error,torus_frac_inside,torus_n_x,torus_n_y,torus_n_z,torus_u_x,torus_u_y,torus_u_z,torus_v_x,torus_v_y,torus_v_z,torus_tau_ms,torus_analysis_fs
ekez003,control,250830,mobile,0,12,260.0,262.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,723.6699,14550.271546695752,65535.0,0.02495,0,-18.0,7.658786076281274e-27,-18.0,7.658786076281274e-27,7.60589389397543,0.30906785143062027,6.5554827635135595,0.027519637099700733,6.242047195177239,0.01337233150094847,6.631043212582135,0.03274938521484636,6.2902220294340765,0.014941079221531322,5.542838046397413,0.0026729940095637094,5.27849360580599,0.0014542984621368318,309067851430.6179,17614073231.0949,32749385214.84611,11.490053833039997,10.245859797604695,10.515203151646704,-2.6696718981089065,8.992235616443532,0.019999827525926724,1.2035857021050391,6.129659142975941,0.04,0.065,0.03323170050561148,2.9467890633162854,0.28952911178012974,0.0458322689215251,0.6196638466358672,0.48317071952976104,0.03281563126252505,0.7023092919862295,-0.7028528235814754,-0.11295825234426055,-0.6253115227557168,-0.5332606942638514,-0.5697530442745851,0.3402163398447181,0.4707769539128577,-0.8140159100196964,2.0,2000
ekez003,control,250830,mobile,0,12,262.0,264.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,-1928.603075,11785.591669410389,57444.0,0.0,0,-18.0,1.3699522748551663e-26,-18.0,1.3699522748551663e-26,7.32951565870333,0.29256414242921974,6.203075227086697,0.021866570010078516,5.84567311026401,0.009602372473530086,6.219115140524952,0.02268927288304269,5.665619361511626,0.0063434394591141705,4.66161824779405,0.0006285266338440607,3.9857807050313534,0.0001325824813783382,292564142429.21576,6971966092.958136,22689272883.04238,11.466221096569166,9.843355266321348,10.355820578390787,-3.1760390048616607,9.142486969268692,0.011769908859260042,0.9697018994490028,4.778696291999789,0.0665,0.1505,0.016494899634635057,2.194811935839172,0.10974072587613774,0.012681171213597728,0.464098284127075,0.488005949232586,0.006012024048096192,0.7171996292523848,-0.696638691419892,-0.01786688042471346,-0.5763563734430888,-0.5785655144133223,-0.5771267419910281,0.3917116574603482,0.4242127757941245,-0.81645912222273,2.0,2000
ekez003,control,250830,mobile,0,12,264.0,266.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,367.270025,12576.901751642234,56198.0,2.5e-05,1,-18.0,1.5029056333474573e-26,-18.0,1.5029056333474573e-26,7.226949069361273,0.25344328070351585,6.212179388748364,0.024496898405324465,6.046635330545594,0.016732739229469093,6.180589680665713,0.02277830443138065,4.916662510923007,0.0012404927295539565,4.362963427699871,0.0003466531412845842,4.01521696257845,0.0001556498386787224,253443280703.51205,1587145870.838517,22778304431.38031,11.403880781682641,9.200616843572071,10.357521392987081,-3.3118568352114317,9.043553149513857,0.010764091895458372,1.036234549002582,4.905381163575608,0.0645,0.101,0.01353034115501743,2.061847013819296,0.25293262643591047,0.08122703078891794,0.5975145983942611,0.5319969327847356,0.06663326653306613,-0.18018361821444012,0.7421730511787853,-0.2113729861033399,0.5698561523326813,0.5781073747051579,0.5698856384232057,0.694853345328199,-0.0023253527049919786,-0.6875607071697978,2.0,2000
ekez003,control,250830,mobile,0,12,266.0,268.0,258.0,270.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,-128.947,12444.86430515982,62371.0,0.0,1,-18.0,1.0751409228681394e-26,-18.0,1.0751409228681394e-26,7.453438126845634,0.3054242523803612,6.319460507463984,0.02243499102333332,6.040614849264312,0.01180538736328724,6.114395692488646,0.013991397175122745,5.148937158952614,0.001514964832810004,4.457227769342085,0.0003081010383614636,4.000064331825948,0.00010753001947553068,305424252380.3579,1823065871.1714482,13991397175.122597,11.48490351948129,9.260802360903712,10.145861085124302,-3.4172431941187726,9.326692933257998,0.012577790339782341,1.124129099044429,5.455769053868732,0.058,0.0895,0.015300317075801446,2.061847013819296,0.25293262643591047,0.08122703078891794,0.5975145983942611,0.5319969327847356,0.06663326653306613,-0.18018361821444012,0.7421730511787853,-0.2113729861033399,0.5698561523326813,0.5781073747051579,0.5698856384232057,0.694853345328199,-0.0023253527049919786,-0.6875607071697978,2.0,2000
ekez003,control,250830,immobile,1,12,726.0,728.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,758.188325,4669.8820766223525,28780.0,0.0,0,-18.0,6.943322193140406e-26,-18.0,6.943322193140406e-26,6.647404267351253,0.30829862356832893,5.71501274336384,0.03602301523726278,5.464265254155801,0.0202223942297919,5.711850895677598,0.03576170481550765,4.730980387288357,0.003737211750782319,4.212548055144621,0.0011327012338069428,3.674015853664562,0.00032778054431422494,308298623568.3075,4869912984.588923,35761704815.50517,11.488971585777357,9.68752120132747,10.553418214103703,-3.083037793772014,8.405828320871203,0.017804684302356513,1.1117248747303927,5.557579094625266,0.044,0.065,0.02190805520233235,2.3677930913410683,0.13802281510796374,0.022183247723951072,0.609096133574387,0.582211677979432,0.004008016032064128,-0.11595715029708699,-0.6461271601652775,0.7543696919885421,-0.5757741295884717,-0.5751393580250848,-0.5811186372378114,0.8093442351617961,-0.5017314139514616,-0.30533178226747787,2.0,2000
ekez003,control,250830,immobile,1,12,728.0,730.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,-269.61695,3939.709059463998,20456.0,0.0,0,-18.0,1.245712822903341e-25,-18.0,1.245712822903341e-25,6.373775326162895,0.2945732193379196,5.377931818206715,0.02974060186407603,4.89952065852487,0.009884133292798816,5.0709880431573655,0.014669184743039736,4.712050291732213,0.006419012577818536,4.324696223820485,0.0026309594756831456,4.232115802148903,0.0021258554805945297,294573219337.8829,9049972053.500555,14669184743.037909,11.469193261099768,9.956647238097,10.166405978094238,-2.5157911657366707,7.43007436331042,0.01844972759440652,0.974466737407336,4.163244610361982,0.0515,0.0865,0.02696935932245242,2.1210590060631587,0.13991447608811744,0.038585539007868694,0.42550249851721833,0.48932155945142725,0.023046092184368736,-0.6094012543862636,0.774688975916688,-0.16878122450278205,0.5759487488163544,0.5788329100373516,0.5772655376796428,0.5448973755559087,0.25457700769998576,-0.7989226478582295,2.0,2000
ekez003,control,250830,immobile,1,12,730.0,732.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,-124.5758,3282.8175818577492,20820.0,0.0,0,-18.0,1.3385258871331878e-25,-18.0,1.3385258871331878e-25,6.39215025000165,0.33019996650676414,5.688338431173305,0.06530782285109858,5.319300731486078,0.0279207774096876,5.228684723742439,0.022662692110712136,4.585442365294604,0.005153106760885256,4.149375168500247,0.0018879997974665071,3.8898786217512717,0.0010387365098767315,330199966506.7199,7041106558.350821,22662692110.709103,11.518777024874844,9.847640916872379,10.355311498615633,-2.7424858923667887,7.7059807572437125,0.02637095794239013,1.355795887444957,8.81388970942478,0.0375,0.056,0.026199604324459155,2.2733302044345964,0.1715355470430234,0.04184207267965063,2.0521099801784213,0.7958294757068759,0.04183366733466934,0.3270280391915175,-0.8104101805072979,0.4860946419287092,-0.5765520903353073,-0.5786552642194955,-0.5768412019950149,0.7487592060940945,-0.09161563469152256,-0.6564801800263363,2.0,2000
ekez003,control,250830,immobile,1,12,732.0,734.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,-226.78795,5089.903464426884,24544.0,0.0,0,-18.0,5.470900334542075e-26,-18.0,5.470900334542075e-26,6.6916536341141475,0.2689753227191845,5.94697220199213,0.04842069348331432,5.829405077432237,0.036937192313850016,6.007780612151373,0.0556979762042714,4.819030571864598,0.003606528554201958,4.074303276444726,0.0006491754379305845,3.6432468925491985,0.00024060558035389864,268975322719.1698,4255703992.1323094,55697976204.26836,11.429712437257033,9.628971412742283,10.74583941529426,-3.277923202335163,8.763050678157352,0.016245173118218624,0.9975549461908315,4.761533420588732,0.0485,0.0855,0.022106330354680667,2.0126019701656936,0.13130462294382778,0.017469498850511345,0.5685727699196739,0.5552237508388422,0.01603206412825651,0.41607356732269657,-0.8129801438478149,0.4073647901863364,-0.5747039413783693,-0.5822686566749333,-0.5750465991692641,0.7046972160706395,0.005147539394283089,-0.7094894900549795,2.0,2000
ekez003,control,250830,immobile,1,12,734.0,736.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,426.198125,3926.8733370674795,21617.0,0.0,0,-18.0,9.54109145626474e-26,-18.0,9.54109145626474e-26,6.409936643130715,0.24520803774025152,5.979138807738891,0.09093621348312006,5.7443980207172824,0.05296586625172301,5.962374570764623,0.08749286330850782,5.077168500173638,0.011396370476789973,4.1064531164945945,0.0012191332476141528,4.170900381655877,0.0014141596468529346,245208037740.22815,12615503724.402924,87492863308.49948,11.389534701935347,10.100904596142614,10.941972629569255,-3.107684617278314,8.496228255075602,0.023206495374554967,1.026483056102162,5.660168840257671,0.0335,0.068,0.029541840623877935,2.1602167422876732,0.16516834816642198,0.033928966059815026,0.6884039079114213,0.5487166669759632,0.030561122244488977,-0.5250092525145748,0.8027939776421197,-0.2826430863026821,-0.5762495712635752,-0.5796868331251528,-0.5761072878534667,-0.6263399367683091,-0.13958869926167783,0.7669506363811842,2.0,2000
ekez003,control,250830,immobile,1,12,736.0,738.0,724.0,740.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch12,-121.603825,5413.821607198594,27469.0,0.0,0,-18.0,5.979907055385752e-26,-18.0,5.979907055385752e-26,6.685273492314169,0.2897129619052486,6.170388664163201,0.0885284984334986,5.66303299651476,0.027525006512235065,5.660373138756372,0.027356943446535244,4.7074838501377245,0.0030491464504175327,4.138900730452026,0.0008233702373132089,3.752991124157486,0.0003385989118094027,289712961905.23126,3872516687.73051,27356943446.53361,11.461967926194395,9.587993297928639,10.437067572636598,-3.1961804165485224,8.556710805727143,0.01443739201727706,0.9649575222011993,4.742149862870318,0.048,0.118,0.01934916270836272,1.9111842123615783,0.11489945196350317,0.015585896198128677,0.5309991091242078,0.5316824108072856,0.012525050100200401,0.30665099106729726,-0.8078792454129861,0.503285499997111,0.5768543295282508,0.5783300408182674,0.5768651890950375,-0.757102537428086,0.11342613771396626,0.6433741206337462,2.0,2000
